AL,"APOSTC LAW ENFORCEMENT ACADEMY",16,377,2016-04-04,2020-03-31
AL,"ARAB POLICE",16,1044,2016-04-04,2020-03-31
AL,"ARGO POLICE",16,58,2016-04-04,2020-03-31
AL,"ASHVILLE POLICE",16,170,2016-04-04,2020-03-31
AL,"ATHENS POLICE",16,710,2016-04-04,2020-03-31
AL,"ATMORE POLICE",3,54,2019-09-30,2020-03-31
AL,"ATTALLA POLICE",16,131,2016-04-04,2020-03-31
AL,"AUBURN POLICE",16,1435,2016-04-04,2020-03-31
AL,"AUTAUGA COUNTY SHERIFF",16,112,2016-04-04,2020-03-31
AL,"BARBOUR COUNTY SHERIFF",15,134,2016-04-04,2020-03-31
AL,"BAY MINETTE POLICE",16,71,2016-04-04,2020-03-31
AL,"BAYOU LA BATRE POLICE",16,169,2016-04-04,2020-03-31
AL,"BEAR CREEK POLICE",16,48,2016-04-04,2020-03-31
AL,"BERRY POLICE",16,32,2016-04-04,2020-03-31
AL,"BESSEMER POLICE",16,784,2016-04-04,2020-03-31
AL,"BIBB COUNTY SHERIFF",16,224,2016-04-04,2020-03-31
AL,"BIRMINGHAM POLICE",16,1183,2016-04-04,2020-03-31
AL,"BLOUNT COUNTY SHERIFF",16,866,2016-04-04,2020-03-31
AL,"BLOUNTSVILLE POLICE",16,361,2016-04-04,2020-03-31
AL,"BOAZ POLICE",16,254,2016-04-04,2020-03-31
AL,"BRIGHTON POLICE",16,57,2016-04-04,2020-03-31
AL,"BRILLIANT POLICE",9,9,2016-04-04,2018-06-30
AL,"BROOKSIDE POLICE",1,13,2020-03-31,2020-03-31
AL,"BROOKWOOD POLICE",16,32,2016-04-04,2020-03-31
AL,"BRUNDIDGE POLICE",2,14,2019-12-31,2020-03-31
AL,"BULLOCK COUNTY SHERIFF",16,16,2016-04-04,2020-03-31
AL,"BUTLER COUNTY SHERIFF",16,298,2016-04-04,2020-03-31
AL,"BUTLER POLICE",1,1,2016-04-04,2016-04-04
AL,"CALERA POLICE",16,242,2016-04-04,2020-03-31
AL,"CALHOUN COUNTY SHERIFF",16,1456,2016-04-04,2020-03-31
AL,"CARROLLTON POLICE",9,9,2016-04-04,2018-06-30
AL,"CEDAR BLUFF POLICE",16,148,2016-04-04,2020-03-31
AL,"CENTRE POLICE",16,873,2016-04-04,2020-03-31
AL,"CENTREVILLE POLICE",13,66,2016-04-04,2019-06-30
AL,"CHAMBERS COUNTY SHERIFF",16,661,2016-04-04,2020-03-31
AL,"CHATOM POLICE",16,592,2016-04-04,2020-03-31
AL,"CHEROKEE COUNTY NARCOTICS",3,40,2016-04-04,2016-12-31
AL,"CHEROKEE COUNTY SHERIFF",16,553,2016-04-04,2020-03-31
AL,"CHICKASAW POLICE",16,386,2016-04-04,2020-03-31
AL,"CHILDERSBURG POLICE",15,108,2016-10-03,2020-03-31
AL,"CHILTON COUNTY SHERIFF",16,368,2016-04-04,2020-03-31
AL,"CLANTON POLICE",16,1392,2016-04-04,2020-03-31
AL,"CLARKE COUNTY SHERIFF",9,27,2016-04-04,2018-06-30
AL,"CLAYTON POLICE",15,45,2016-04-04,2019-12-31
AL,"CLEBURNE COUNTY SHERIFF",1,1,2016-04-04,2016-04-04
AL,"CLEVELAND POLICE",16,16,2016-04-04,2020-03-31
AL,"CLIO POLICE",16,32,2016-04-04,2020-03-31
AL,"COASTAL ALABAMA COMM COLLEGE POLICE [HIGHER-ED]",10,148,2017-12-31,2020-03-31
AL,"COFFEE COUNTY SHERIFF",16,194,2016-04-04,2020-03-31
AL,"COLBERT COUNTY DISTRICT ATTORNEY",4,52,2019-06-30,2020-03-31
AL,"COLBERT COUNTY SHERIFF",16,872,2016-04-04,2020-03-31
AL,"COLLINSVILLE POLICE",16,535,2016-04-04,2020-03-31
AL,"COLUMBIA POLICE",16,628,2016-04-04,2020-03-31
AL,"CONECUH COUNTY SHERIFF",16,208,2016-04-04,2020-03-31
AL,"COOSA COUNTY SHERIFF",16,41,2016-04-04,2020-03-31
AL,"CORDOVA POLICE",16,393,2016-04-04,2020-03-31
AL,"COTTONWOOD POLICE",16,442,2016-04-04,2020-03-31
AL,"COVINGTON COUNTY SHERIFF",16,972,2016-04-04,2020-03-31
AL,"CRENSHAW COUNTY SHERIFF",9,9,2016-04-04,2018-06-30
AL,"CREOLA POLICE",11,22,2016-04-04,2018-12-31
AL,"CROSSVILLE POLICE",16,454,2016-04-04,2020-03-31
AL,"CULLMAN COUNTY ANIMAL CONTROL",1,1,2016-04-04,2016-04-04
AL,"CULLMAN COUNTY SHERIFF",16,265,2016-04-04,2020-03-31
AL,"CULLMAN POLICE",16,522,2016-04-04,2020-03-31
AL,"DADEVILLE POLICE",8,16,2016-10-03,2018-06-30
AL,"DALE COUNTY SHERIFF",16,2287,2016-04-04,2020-03-31
AL,"DALEVILLE DEPARTMENT OF PUBLIC SAFETY",16,348,2016-04-04,2020-03-31
AL,"DALLAS COUNTY SHERIFF",16,601,2016-04-04,2020-03-31
AL,"DAPHNE POLICE",16,304,2016-04-04,2020-03-31
AL,"DAUPHIN ISLAND POLICE",7,14,2016-12-31,2018-06-30
AL,"DEKALB COUNTY SHERIFF",11,167,2017-09-30,2020-03-31
AL,"DEMOPOLIS POLICE",16,434,2016-04-04,2020-03-31
AL,"DEPARTMENT OF CONSERVATION MONTG",1,81,2020-03-31,2020-03-31
AL,"DEPARTMENT OF CORRECTIONS",1,5,2020-03-31,2020-03-31
AL,"DHS/ICE/HSI ALABAMA",1,250,2016-04-04,2016-04-04
AL,"DHS/ICE/HSI MONTGOMERY",5,321,2016-10-03,2017-09-30
AL,"DISTRICT ATTORNEY 7TH JUD COURT LAW ENFORCEMENT",16,737,2016-04-04,2020-03-31
AL,"DOJ/ATF BIRMINGHAM",6,2694,2016-04-04,2017-09-30
AL,"DOJ/ATF REDSTONE ARSENAL",6,18,2016-04-04,2017-09-30
AL,"DOJ/FBI BIRMINGHAM",5,45,2016-10-03,2017-09-30
AL,"DOJ/FBI BIRMINGHAM DIVISION",1,6,2016-04-04,2016-04-04
AL,"DOJ/FBI HAZ DEVICES SCHOOL",5,76,2016-10-03,2017-09-30
AL,"DOJ/USMS BIRMINGHAM",5,10,2016-10-03,2017-09-30
AL,"DOJ/USMS GULF COAST",1,2,2016-04-04,2016-04-04
AL,"DOJ/USMS MONTGOMERY",6,18,2016-04-04,2017-09-30
AL,"DORA POLICE",16,414,2016-04-04,2020-03-31
AL,"DOTHAN POLICE",16,1974,2016-04-04,2020-03-31
AL,"DOTHAN REGIONAL AIRPORT POLICE",16,948,2016-04-04,2020-03-31
AL,"DOUGLAS POLICE",16,188,2016-04-04,2020-03-31
AL,"ELBA POLICE",16,288,2016-04-04,2020-03-31
AL,"ELBERTA POLICE",16,348,2016-04-04,2020-03-31
AL,"ELMORE COUNTY SHERIFF",16,25,2016-04-04,2020-03-31
AL,"ESCAMBIA COUNTY SHERIFF",16,274,2016-04-04,2020-03-31
AL,"ETOWAH COUNTY DRUG TASK FORCE",9,18,2016-04-04,2018-06-30
AL,"ETOWAH COUNTY SHERIFF",16,401,2016-04-04,2020-03-31
AL,"EUFAULA POLICE",16,177,2016-04-04,2020-03-31
AL,"FAIRFIELD POLICE",16,735,2016-04-04,2020-03-31
AL,"FAIRHOPE POLICE",10,68,2016-04-04,2018-09-30
AL,"FALKVILLE POLICE",1,3,2016-04-04,2016-04-04
AL,"FAULKNER STATE POLICE",6,72,2016-04-04,2017-09-30
AL,"FAYETTE COUNTY SHERIFF",4,172,2019-06-30,2020-03-31
AL,"FAYETTE POLICE",16,384,2016-04-04,2020-03-31
AL,"FLORENCE POLICE",16,602,2016-04-04,2020-03-31
AL,"FOLEY POLICE",16,489,2016-04-04,2020-03-31
AL,"FORT PAYNE POLICE",16,295,2016-04-04,2020-03-31
AL,"FRANKLIN COUNTY SHERIFF",16,64,2016-04-04,2020-03-31
AL,"FRISCO CITY POLICE",5,15,2016-04-04,2017-06-30
AL,"FULTONDALE POLICE",16,442,2016-04-04,2020-03-31
AL,"GADSDEN POLICE",16,1085,2016-04-04,2020-03-31
AL,"GARDENDALE POLICE",16,158,2016-04-04,2020-03-31
AL,"GEORGIANA POLICE",16,429,2016-04-04,2020-03-31
AL,"GERALDINE POLICE",16,64,2016-04-04,2020-03-31
AL,"GLENCOE POLICE",16,134,2016-04-04,2020-03-31
AL,"GORDO POLICE",16,674,2016-04-04,2020-03-31
AL,"GORDON POLICE",11,177,2016-10-03,2020-03-31
AL,"GRANT POLICE",3,3,2016-04-04,2016-12-31
AL,"GREENE COUNTY SHERIFF",16,268,2016-04-04,2020-03-31
AL,"GREENVILLE POLICE",16,740,2016-04-04,2020-03-31
AL,"GROVE HILL POLICE",9,18,2016-04-04,2018-06-30
AL,"GUIN POLICE",16,208,2016-04-04,2020-03-31
AL,"GULF SHORES POLICE",16,400,2016-04-04,2020-03-31
AL,"GUNTERSVILLE POLICE",16,1689,2016-04-04,2020-03-31
AL,"GURLEY POLICE",16,543,2016-04-04,2020-03-31
AL,"HACKLEBURG POLICE",16,265,2016-04-04,2020-03-31
AL,"HALEYVILLE POLICE",16,224,2016-04-04,2020-03-31
AL,"HANCEVILLE POLICE",16,1478,2016-04-04,2020-03-31
AL,"HARTSELLE POLICE",16,109,2016-04-04,2020-03-31
AL,"HAYDEN POLICE",1,1,2020-03-31,2020-03-31
AL,"HEADLAND POLICE",16,744,2016-04-04,2020-03-31
AL,"HEFLIN POLICE",16,400,2016-04-04,2020-03-31
AL,"HELENA POLICE",16,823,2016-04-04,2020-03-31
AL,"HENRY COUNTY SHERIFF",16,652,2016-04-04,2020-03-31
AL,"HIGHLAND LAKE POLICE",16,125,2016-04-04,2020-03-31
AL,"HILLSBORO POLICE",16,16,2016-04-04,2020-03-31
AL,"HOKES BLUFF POLICE",16,36,2016-04-04,2020-03-31
AL,"HOMEWOOD POLICE",16,2275,2016-04-04,2020-03-31
AL,"HOOVER POLICE",16,841,2016-04-04,2020-03-31
AL,"HOUSTON COUNTY SHERIFF",16,2379,2016-04-04,2020-03-31
AL,"HUEYTOWN POLICE",16,159,2016-04-04,2020-03-31
AL,"HUNTSVILLE POLICE",10,438,2016-04-04,2018-09-30
AL,"IDER POLICE",9,9,2016-04-04,2018-06-30
AL,"IRONDALE POLICE",16,268,2016-04-04,2020-03-31
AL,"JACKSON COUNTY SHERIFF",11,11,2016-04-04,2018-12-31
AL,"JACKSON POLICE",16,68,2016-04-04,2020-03-31
AL,"JACKSONVILLE HIGHWAY PATROL",1,16,2016-04-04,2016-04-04
AL,"JACKSONVILLE POLICE",16,378,2016-04-04,2020-03-31
AL,"JASPER POLICE",16,1190,2016-04-04,2020-03-31
AL,"JEFFERSON COUNTY SHERIFF",16,1482,2016-04-04,2020-03-31
AL,"KINSTON POLICE",16,53,2016-04-04,2020-03-31
AL,"LAKE VIEW POLICE",16,96,2016-04-04,2020-03-31
AL,"LAUDERDALE COUNTY SHERIFF",12,12,2017-06-30,2020-03-31
AL,"LAWRENCE COUNTY SHERIFF",16,80,2016-04-04,2020-03-31
AL,"LAWSON STATE COMM COLLEGE POLICE [HIGHER-ED]",6,71,2018-03-31,2019-06-30
AL,"LEE COUNTY SHERIFF",16,155,2016-04-04,2020-03-31
AL,"LEEDS POLICE",16,270,2016-04-04,2020-03-31
AL,"LEESBURG POLICE",16,463,2016-04-04,2020-03-31
AL,"LEIGHTON POLICE",15,230,2016-10-03,2020-03-31
AL,"LEIGHTONN POLICE",1,8,2016-04-04,2016-04-04
AL,"LEXINGTON POLICE",14,142,2016-12-31,2020-03-31
AL,"LIMESTONE COUNTY SHERIFF",16,287,2016-04-04,2020-03-31
AL,"LINCOLN POLICE",1,4,2016-04-04,2016-04-04
AL,"LOUISVILLE POLICE",16,144,2016-04-04,2020-03-31
AL,"LOWNDES COUNTY SHERIFF",6,6,2016-04-04,2017-09-30
AL,"LOXLEY POLICE",14,14,2016-12-31,2020-03-31
AL,"LUVERNE POLICE",16,32,2016-04-04,2020-03-31
AL,"MACON COUNTY SHERIFF",16,672,2016-04-04,2020-03-31
AL,"MADISON POLICE",16,384,2016-04-04,2020-03-31
AL,"MAPLESVILLE POLICE",16,16,2016-04-04,2020-03-31
AL,"MARENGO COUNTY SHERIFF",16,224,2016-04-04,2020-03-31
AL,"MARGARET POLICE",16,137,2016-04-04,2020-03-31
AL,"MARION COUNTY SHERIFF",16,82,2016-04-04,2020-03-31
AL,"MARSHALL COUNTY SHERIFF",16,194,2016-04-04,2020-03-31
AL,"MCINTOSH POLICE",16,52,2016-04-04,2020-03-31
AL,"MIDFIELD POLICE",16,202,2016-04-04,2020-03-31
AL,"MIDLAND CITY POLICE",1,1,2020-03-31,2020-03-31
AL,"MILLBROOK POLICE",16,772,2016-04-04,2020-03-31
AL,"MILLRY POLICE",16,112,2016-04-04,2020-03-31
AL,"MOBILE COMM CORRECTION CENTER",2,2,2016-04-04,2016-10-03
AL,"MOBILE COUNTY SHERIFF",5,9,2016-04-04,2020-03-31
AL,"MOBILE POLICE",16,474,2016-04-04,2020-03-31
AL,"MONTGOMERY COUNTY BOARD OF PARDONS",14,46,2016-04-04,2019-09-30
AL,"MONTGOMERY COUNTY SHERIFF",16,34,2016-04-04,2020-03-31
AL,"MONTGOMERY POLICE",16,168,2016-04-04,2020-03-31
AL,"MOODY POLICE",16,373,2016-04-04,2020-03-31
AL,"MORGAN COUNTY SHERIFF",16,368,2016-04-04,2020-03-31
AL,"MORRIS POLICE",1,2,2016-04-04,2016-04-04
AL,"MOUNTAIN BROOK POLICE",3,5,2016-04-04,2016-12-31
AL,"MUNFORD POLICE",9,51,2016-04-04,2018-06-30
AL,"MUSCLE SHOALS POLICE",16,526,2016-04-04,2020-03-31
AL,"NAPIER FIELD POLICE",15,56,2016-10-03,2020-03-31
AL,"NE ALABAMA LAW ENFORCEMENT ACADEMY",16,800,2016-04-04,2020-03-31
AL,"NEW SITE POLICE",8,87,2018-06-30,2020-03-31
AL,"NEWTON POLICE",16,88,2016-04-04,2020-03-31
AL,"NEWVILLE POLICE",15,123,2016-10-03,2020-03-31
AL,"NORTHPORT POLICE",16,357,2016-04-04,2020-03-31
AL,"ODENVILLE POLICE",16,1120,2016-04-04,2020-03-31
AL,"OHATCHEE POLICE",16,119,2016-04-04,2020-03-31
AL,"ONEONTA POLICE",16,420,2016-04-04,2020-03-31
AL,"ORANGE BEACH POLICE",14,34,2016-04-04,2020-03-31
AL,"OWENS CROSS ROADS POLICE",1,1,2020-03-31,2020-03-31
AL,"OXFORD POLICE",16,4844,2016-04-04,2020-03-31
AL,"OZARK POLICE",16,59,2016-04-04,2020-03-31
AL,"PARRISH POLICE",16,79,2016-04-04,2020-03-31
AL,"PELHAM POLICE",16,665,2016-04-04,2020-03-31
AL,"PELL CITY POLICE",16,1437,2016-04-04,2020-03-31
AL,"PENNINGTON POLICE",16,31,2016-04-04,2020-03-31
AL,"PHENIX CITY POLICE",9,135,2016-04-04,2018-06-30
AL,"PICKENS COUNTY SHERIFF",16,614,2016-04-04,2020-03-31
AL,"PIEDMONT POLICE",16,117,2016-04-04,2020-03-31
AL,"PLEASANT GROVE POLICE",9,118,2016-04-04,2018-06-30
AL,"POWELL POLICE",9,10,2016-04-04,2018-06-30
AL,"PRATTVILLE POLICE",16,48,2016-04-04,2020-03-31
AL,"PRICEVILLE POLICE",9,9,2016-04-04,2018-06-30
AL,"PRICHARD POLICE",16,48,2016-04-04,2020-03-31
AL,"RAGLAND POLICE",9,9,2016-04-04,2018-06-30
AL,"RAINBOW CITY POLICE",16,91,2016-04-04,2020-03-31
AL,"RAINSVILLE POLICE",9,126,2018-03-31,2020-03-31
AL,"RANDOLPH COUNTY SHERIFF",16,514,2016-04-04,2020-03-31
AL,"REPTON POLICE",13,42,2017-03-31,2020-03-31
AL,"RIVERSIDE POLICE",16,78,2016-04-04,2020-03-31
AL,"RUSSELL COUNTY SHERIFF",12,17,2017-06-30,2020-03-31
AL,"RUSSELLVILLE POLICE",16,333,2016-04-04,2020-03-31
AL,"SAINT CLAIR COUNTY SHERIFF",16,293,2016-04-04,2020-03-31
AL,"SARDIS CITY POLICE",16,110,2016-04-04,2020-03-31
AL,"SATSUMA POLICE",16,107,2016-04-04,2020-03-31
AL,"SCOTTSBORO POLICE",16,128,2016-04-04,2020-03-31
AL,"SELMA POLICE",16,852,2016-04-04,2020-03-31
AL,"SHELBY COUNTY SHERIFF",16,101,2016-04-04,2020-03-31
AL,"SHORTER POLICE",2,2,2019-12-31,2020-03-31
AL,"SIPSEY POLICE",9,9,2016-04-04,2018-06-30
AL,"SKYLINE POLICE",16,73,2016-04-04,2020-03-31
AL,"SLOCOMB POLICE",16,127,2016-04-04,2020-03-31
AL,"SNEAD POLICE",16,177,2016-04-04,2020-03-31
AL,"SOUTHSIDE POLICE",16,241,2016-04-04,2020-03-31
AL,"SPRINGVILLE POLICE",16,211,2016-04-04,2020-03-31
AL,"STATE PARKS DIVISION",1,212,2020-03-31,2020-03-31
AL,"STEELE POLICE",9,18,2016-04-04,2018-06-30
AL,"SUMITON POLICE",16,1781,2016-04-04,2020-03-31
AL,"SUPREME COURT MONTGOMERY",6,46,2018-06-30,2019-09-30
AL,"SYLACAUGA POLICE",16,251,2016-04-04,2020-03-31
AL,"SYLVANIA POLICE",11,35,2017-09-30,2020-03-31
AL,"TALLADEGA COUNTY DRUG TASK FORCE",16,160,2016-04-04,2020-03-31
AL,"TALLADEGA POLICE",16,640,2016-04-04,2020-03-31
AL,"TALLAPOOSA COUNTY NTF",10,20,2016-04-04,2018-09-30
AL,"TALLAPOOSA COUNTY SHERIFF",16,264,2016-04-04,2020-03-31
AL,"TANNEHILL IRONWORKS HIST ST RGRS",4,64,2019-06-30,2020-03-31
AL,"TARRANT POLICE",16,128,2016-04-04,2020-03-31
AL,"THOMASVILLE POLICE",16,114,2016-04-04,2020-03-31
AL,"THORSBY POLICE",15,30,2016-04-04,2019-12-31
AL,"TRINITY POLICE",12,33,2016-04-04,2019-03-31
AL,"TROY POLICE",16,166,2016-04-04,2020-03-31
AL,"TROY UNIVERSITY POLICE [HIGHER-ED]",16,1091,2016-04-04,2020-03-31
AL,"TRUSSVILLE POLICE",12,770,2016-04-04,2019-03-31
AL,"TRUSSVILLE SPECIAL INVESTIGATION UNIT",6,11,2016-04-04,2017-09-30
AL,"TUSCALOOSA COUNTY SHERIFF",16,1472,2016-04-04,2020-03-31
AL,"TUSCALOOSA POLICE",16,3130,2016-04-04,2020-03-31
AL,"TUSCUMBIA POLICE",16,2913,2016-04-04,2020-03-31
AL,"TUSKEGEE POLICE",6,126,2018-12-31,2020-03-31
AL,"UNION SPRINGS POLICE",7,105,2018-09-30,2020-03-31
AL,"UNIONTOWN POLICE",15,30,2016-04-04,2019-12-31
AL,"UNIVERSITY OF ALABAMA HUNTSVILLE POLICE [HIGHER-ED]",16,368,2016-04-04,2020-03-31
AL,"UNIVERSITY OF ALABAMA POLICE",11,303,2016-10-03,2019-03-31
AL,"UNIVERSITY OF ALABAMA POLICE [HIGHER-ED]",4,79,2019-06-30,2020-03-31
AL,"UNIVERSITY OF NORTH ALABAMA POLICE [HIGHER-ED]",16,439,2016-04-04,2020-03-31
AL,"VANCE POLICE",15,15,2016-04-04,2019-12-31
AL,"VESTAVIA HILLS POLICE",6,159,2016-04-04,2017-09-30
AL,"VINCENT POLICE",16,729,2016-04-04,2020-03-31
AL,"WADLEY POLICE",15,271,2016-10-03,2020-03-31
AL,"WALKER COUNTY SHERIFF",16,1315,2016-04-04,2020-03-31
AL,"WALLACE STATE CAMPUS POLICE",5,104,2019-03-31,2020-03-31
AL,"WALLACE STATE COMM COLLEGE POLICE [HIGHER-ED]",6,120,2017-09-30,2018-12-31
AL,"WARRIOR POLICE",8,12,2016-10-03,2018-06-30
AL,"WASHINGTON COUNTY SHERIFF",16,313,2016-04-04,2020-03-31
AL,"WEAVER POLICE",16,107,2016-04-04,2020-03-31
AL,"WEST BLOCTON POLICE",16,32,2016-04-04,2020-03-31
AL,"WETUMPKA POLICE",16,68,2016-04-04,2020-03-31
AL,"WINFIELD POLICE",16,89,2016-04-04,2020-03-31
AL,"WINSTON COUNTY SHERIFF",16,478,2016-04-04,2020-03-31
AR,"14TH JUDICIAL DISTRICT DRUG TASK FORCE",16,104,2016-04-04,2020-03-31
AR,"ALEXANDER POLICE",4,4,2019-06-30,2020-03-31
AR,"ALMA POLICE",16,54,2016-04-04,2020-03-31
AR,"ARKADELPHIA POLICE",16,1316,2016-04-04,2020-03-31
AR,"ARKANSAS DEPARTMENT OF CORRECTION PINE BLUFF HQ",16,841,2016-04-04,2020-03-31
AR,"ARKANSAS LAW ENFORCEMENT TRAINING ACADEMY",16,1143,2016-04-04,2020-03-31
AR,"ARKANSAS STATE PARKS",9,671,2016-04-04,2018-06-30
AR,"ARKANSAS STATE POLICE LITTLE ROCK",16,77,2016-04-04,2020-03-31
AR,"ASH FLAT POLICE",8,8,2016-04-04,2018-03-31
AR,"ASHLEY COUNTY SHERIFF",7,77,2016-04-04,2017-12-31
AR,"ATKINS POLICE",8,48,2016-04-04,2018-03-31
AR,"AUSTIN POLICE",11,70,2016-04-04,2018-12-31
AR,"BARLING POLICE",16,64,2016-04-04,2020-03-31
AR,"BAUXITE POLICE",12,43,2016-04-04,2020-03-31
AR,"BAXTER COUNTY SHERIFF",16,51,2016-04-04,2020-03-31
AR,"BEEBE POLICE",16,32,2016-04-04,2020-03-31
AR,"BELLA VISTA POLICE",15,124,2016-10-03,2020-03-31
AR,"BENTON COUNTY SHERIFF",16,122,2016-04-04,2020-03-31
AR,"BENTON POLICE",16,1752,2016-04-04,2020-03-31
AR,"BENTONVILLE POLICE",16,438,2016-04-04,2020-03-31
AR,"BERRYVILLE POLICE",2,26,2016-04-04,2016-10-03
AR,"BLACK RIVER TECH COLLEGE LE ACAD",2,157,2016-04-04,2016-10-03
AR,"BLACK RIVER TECH COLLEGE POLICE [HIGHER-ED]",14,851,2016-12-31,2020-03-31
AR,"BLACK ROCK POLICE",10,36,2016-04-04,2018-09-30
AR,"BLYTHEVILLE POLICE",16,408,2016-04-04,2020-03-31
AR,"BOONE COUNTY SHERIFF",16,65,2016-04-04,2020-03-31
AR,"BRYANT POLICE",16,2314,2016-04-04,2020-03-31
AR,"CABOT POLICE",16,19,2016-04-04,2020-03-31
AR,"CAMDEN POLICE",16,126,2016-04-04,2020-03-31
AR,"CAMP ROBINSON DEPARTMENT OF PUBLIC SAFETY",11,110,2016-04-04,2018-12-31
AR,"CAMP ROBINSON POLICE",5,50,2019-03-31,2020-03-31
AR,"CARLISLE POLICE",16,96,2016-04-04,2020-03-31
AR,"CENTERTON POLICE",5,15,2017-03-31,2018-03-31
AR,"CHEROKEE VILLAGE POLICE",16,176,2016-04-04,2020-03-31
AR,"CHIDESTER POLICE",16,295,2016-04-04,2020-03-31
AR,"CLARK COUNTY SHERIFF",16,80,2016-04-04,2020-03-31
AR,"CONWAY COUNTY SHERIFF",16,287,2016-04-04,2020-03-31
AR,"CRAIGHEAD COUNTY SHERIFF",16,359,2016-04-04,2020-03-31
AR,"CRAWFORD COUNTY SHERIFF",16,578,2016-04-04,2020-03-31
AR,"CRITTENDEN COUNTY SHERIFF",13,29,2016-04-04,2020-03-31
AR,"CROSS COUNTY SHERIFF",16,415,2016-04-04,2020-03-31
AR,"DANVILLE POLICE",16,96,2016-04-04,2020-03-31
AR,"DAVALLS BLUFF POLICE",1,1,2016-04-04,2016-04-04
AR,"DE QUEEN POLICE",15,200,2016-10-03,2020-03-31
AR,"DELL POLICE",1,5,2016-04-04,2016-04-04
AR,"DEQUEEN POLICE",1,13,2016-04-04,2016-04-04
AR,"DEVALLS BLUFF POLICE",11,11,2016-10-03,2019-03-31
AR,"DHS/ICE/HIS FAYETTEVILLE",3,74,2016-04-04,2016-12-31
AR,"DHS/ICE/HSI FAYETTEVILLE",3,81,2017-03-31,2017-09-30
AR,"DIERKS POLICE",9,45,2016-04-04,2018-06-30
AR,"DOJ/FBI LITTLE ROCK",6,25,2016-04-04,2017-09-30
AR,"DOVER MARSHAL",13,52,2016-04-04,2019-06-30
AR,"DOVER POLICE",3,12,2019-09-30,2020-03-31
AR,"DREW COUNTY SHERIFF",8,32,2016-04-04,2018-03-31
AR,"DYER POLICE",16,71,2016-04-04,2020-03-31
AR,"EL DORADO POLICE",16,163,2016-04-04,2020-03-31
AR,"ELKINS POLICE",16,1132,2016-04-04,2020-03-31
AR,"ELM SPRINGS ARKANSAS POLICE",16,525,2016-04-04,2020-03-31
AR,"ENGLAND POLICE",16,179,2016-04-04,2020-03-31
AR,"EUREKA SPRINGS POLICE",16,64,2016-04-04,2020-03-31
AR,"FAIRFIELD BAY POLICE",13,13,2016-04-04,2019-06-30
AR,"FAULKNER COUNTY SHERIFF",16,130,2016-04-04,2020-03-31
AR,"FOREMAN MARSHAL",2,10,2016-04-04,2016-10-03
AR,"FORREST CITY POLICE",16,48,2016-04-04,2020-03-31
AR,"FORT CHAFFEE POLICE",8,41,2018-06-30,2020-03-31
AR,"FORT SMITH POLICE",16,16,2016-04-04,2020-03-31
AR,"FRANKLIN COUNTY SHERIFF",5,74,2016-04-04,2017-06-30
