State,Station Name (LEA),Requisition ID,FSC,NIIN,Item Name,UI,Quantity,Acquisition Value,DEMIL Code,Date Shipped,Justification
AK,ALASKA DEPT OF PUBLIC SAFETY,2YTPEJ62701098,8465,015236276,"FIELD PACK,LARGE,SE",SE,6,263.25,A,2016-10-05 00:00:00,"DEPARTMENT OF PUBLIC SAFETY_x000D_
ALASKA WILDLIFE TROOPERS_x000D_
FOR USE WITH INTERIOR PATROLS STATEWIDE ALASKA_x000D_
"
AK,ALASKA DEPT OF PUBLIC SAFETY,2YTPEJ62701113,4520,014442375,"HEATER,SPACE",EA,4,1822.43,A,2016-10-07 00:00:00,"DEPARTMENT OF PUBLIC SAFETY_x000D_
ALASKA WILDLIFE TROOPERS_x000D_
FOR USE WITH INTERIOR POSTS STATEWIDE ALASKA_x000D_
"
AK,ALASKA DEPT OF PUBLIC SAFETY,2YTPEJ62617446,2330,DSTRAILE1,TRAILER,EA,1,15115,A,2016-10-07 00:00:00,"DEPARTMENT OF PUBLIC SAFETY_x000D_
ALASKA WILDLIFE TROOPERS_x000D_
THE TRAILER WILL BE USED FOR WILDLIFE TROOPERS IN RURAL AREAS. _x000D_
FOR STORING OF EQUIPMENTS AND ALSO USE FOR TEMPORARY ISSUED GEARS."
AK,ALASKA DEPT OF PUBLIC SAFETY,2YTPEJ63054604,6115,DSGENERA1,"GENERATORS AND GENERATOR SETS, ELECTRICA",EA,1,1299,A,2016-11-05 00:00:00,"DEPARTMENT OF PUBLIC SAFETY_x000D_
DIVISION OF ALASKA WILDLIFE TROOPERS_x000D_
THE GENERATOR WILL BE USED AS A STANDBY FOR RURAL TROOPER HOUSING IN CORDOVA. THE HOUSING UNIT ARE USED MAINLY BY OUR TROOPERS. "
AK,ALASKA DEPT OF PUBLIC SAFETY,2YTPEJ63096777,3615,DSSHREDD0,SHREDDER,EA,1,700,A,2016-11-23 00:00:00,"DEPARTMENT OF PUBLIC SAFETY_x000D_
DIVISION OF STATE TROOPERS_x000D_
SHREDDER WILL BE USED IN THE HEAD QUARTERS OF THE TROOPERS OFFICE."
AK,ALASKA DEPT OF PUBLIC SAFETY,2YTPEJ63096778,7210,002827950,"BLANKET,BED",EA,100,39.79,A,2016-11-23 00:00:00,"DEPARTMENT OF PUBLIC SAFETY_x000D_
DIVISION OF ALASKA WILDLIFE TROOPERS_x000D_
THE BLANKETS WILL BE GIVEN TO EACH TROOPERS TO BE KEPT IN THEIR VEHICLE DURING WINTER MONTHS.  _x000D_
"
AK,ALASKA DEPT OF PUBLIC SAFETY,2YTPEJ63096772,3615,DSSHREDD0,SHREDDER,EA,1,700,A,2016-11-23 00:00:00,"DEPARTMENT OF PUBLIC SAFETY_x000D_
DIVISION OF ALASKA WILDLIFE TROOPERS_x000D_
THE SHREDDER IS TO BE USED IN OUR TROOPER OFFICE IN CORDOVA."
AK,ALASKA DEPT OF PUBLIC SAFETY,2YTPEJ63096775,3825,DSNOWBLOW,SNOW BLOWER,EA,1,2499,A,2016-11-24 00:00:00,"DEPARTMENT OF PUBLIC SAFETY_x000D_
DIVISION OF ALASKA WILDLIFE TROOPERS_x000D_
THE BLOWER WILL BE USED IN OUR CORDOVA POST."
AL,ABBEVILLE POLICE DEPT,2YTAAF62804908,2320,014886962,TRUCK TRACTOR,EA,1,166223,A,2016-10-25 00:00:00,ABBEVILLE PD COULD USE THIS ITEM TO TRANSPORT HEAVY EQUIPMENT ALREADY AWARDED.
AL,ABBEVILLE POLICE DEPT,2YTAAF63075419,2355,015534634,MINE RESISTANT VEHI,EA,1,658000,C,2016-11-15 00:00:00,"ABBEVILLE PD COULD USE THIS ITEM FOR OUR MULTI-JURISDICTIONAL SWAT TEAM DURING HIGH RISK WARRANTS, HOSTAGE SITUATIONS AS WELL AS BARRICADED SUBJECT CALLS."
AL,ALBERTVILLE POLICE DEPT,2YTAEQ63002848,8145,DSSHIPCON,SPECIALIZED SHIPPING AND STORAGE CONTAIN,EA,1,8000,A,2016-11-15 00:00:00,WILL BE USED AT THE POLICE DEPARTMENT'S TRAINING CENTER TO STORE EQUIPMENT.
AL,ALBERTVILLE POLICE DEPT,2YTAEQ63086008,8140,013539935,PACKING SUPPLY,EA,50,30,A,2016-11-15 00:00:00,"WILL BE USED BY POLICE OFFICERS TO STORE VARIOUS ITEMS SUCH A NARCOTICS, AMMUNITION, CHEMICAL MUNITIONS, AND VARIOUS OTHER ITEMS."
AL,ALBERTVILLE POLICE DEPT,2YTAEQ63086009,8140,009601699,"CHEST,AMMUNITION",EA,50,11.1,A,2016-11-16 00:00:00,"WILL BE USED BY POLICE OFFICERS TO STORE VARIOUS ITEMS SUCH A NARCOTICS, AMMUNITION, CHEMICAL MUNITIONS, AND VARIOUS OTHER ITEMS."
AL,ALBERTVILLE POLICE DEPT,2YTAEQ63086011,8140,013540766,"SHIPPING AND STORAGE CONTAINER,CARTRIDGE",EA,10,33,A,2016-11-16 00:00:00,"WILL BE USED BY POLICE OFFICERS TO STORE VARIOUS ITEMS SUCH A NARCOTICS, AMMUNITION, CHEMICAL MUNITIONS, AND VARIOUS OTHER ITEMS."
AL,ALBERTVILLE POLICE DEPT,2YTAEQ63086010,8140,013169143,"SHIPPING AND STORAGE CONTAINER,CARTRIDGE",EA,50,22.26,A,2016-11-16 00:00:00,"WILL BE USED BY POLICE OFFICERS TO STORE VARIOUS ITEMS SUCH A NARCOTICS, AMMUNITION, CHEMICAL MUNITIONS, AND VARIOUS OTHER ITEMS."
AL,ANNISTON POLICE DEPT,2YTAKE63199880,5855,015244314,"SIGHT,THERMAL",EA,4,11999,D,2016-11-21 00:00:00,USED ON RIFLES OR FIELD OPS TO DETECT POINTS OF INTEREST IN LOW LIGHT CONDITIONS. 
AL,ANNISTON POLICE DEPT,2YTAKE63221300,1240,014903413,"RANGE FINDER,LASER",EA,10,1,D,2016-11-21 00:00:00,RANGEFINDERS WILL BE ISSUED EXCLUSIVELY TO ANNISTON POLICE DEPARTMENT PERSONNEL WHO ROUTINELY HAVE A USE FOR SUCH ITEMS. OUR TRAFFIC DIVISION WILL USE THEM FOR DIAGRAMMING ACCIDENT SCENES. OUR CRIME LAB WILL USE THEM FOR DIAGRAMMING CRIME SCENES. OUR SWAT MARKSMEN WOULD USE THEM FOR FINDING LONG DISTANCES ON MISSIONS AND TRAINING WHERE THEY ARE DEPLOYED. 
AL,ANNISTON POLICE DEPT,2YTAKE63221135,8465,015236276,"FIELD PACK,LARGE,SE",SE,40,262.8,A,2016-12-02 00:00:00,"THE BAGS WILL BE USED BY ONLY ANNISTON POLICE OFFICERS FOR STORAGE AND QUICK TRANSPORT OF DUTY GEAR SUCH AS BOOKS, HELMETS, GAS MASKS, MRES, AND EMERGENCY MEDICAL KITS FOR USE ON LAW ENFORCEMENT CALLS FOR SERVICE.  EACH PATROL CAR IS SHARED BY 2 OFFICERS. KEEPING THEIR GEAR SEPARATE AND PORTABLE IS IMPORTANT TO GETTING OUR JOBS DONE.    "
AL,ANNISTON POLICE DEPT,2YTAKE63221131,8465,014456274,MODULAR SLEEP SYSTE,EA,85,262.6,A,2016-12-02 00:00:00,THE SLEEPING BAGS WILL BE ISSUED AND USED BY ANNISTON POLICE OFFICERS IN COLD WEATHER OR EMERGENCY OPERATIONS. OVER THE PAST SEVERAL YEARS WE HAVE HAD SNOW AND ICE EMERGENCIES WHERE THE ROADS HAVE BEEN CLOSED AND ALL PERSONNEL WERE CALLED IN TO WORK.  THE SLEEPING BAGS WOULD BE USE FOR OFFICERS WHO SLEEP OVER NIGHT IN THE POLICE STATION. IN THE PAST WE HAVE RAIDED THE JAIL FOR BLANKETS AND PILLOWS. SWAT WOULD USE THEM FOR OVERNIGHT OPERATIONS ON EMERGENCY CALLOUTS.  
AL,ANNISTON POLICE DEPT,2YTAKE63221129,8415,015386704,"TROUSERS,EXTREME CO",EA,80,106.44,A,2016-12-02 00:00:00,"THE TROUSERS WILL BE ISSUED AND USED BY ANNISTON POLICE OFFICERS IN COLD WEATHER OPERATIONS. OVER THE PAST SEVERAL YEARS WE HAVE HAD SNOW AND ICE EMERGENCIES WHERE THE ROADS HAVE BEEN CLOSED AND ALL PERSONNEL WERE CALLED IN TO WORK.  THE TROUSERS WOULD SUPPLEMENT THEIR PERSONALLY OWNED THERMALS IN ORDER TO KEEP THEM WARMER WHEN STANDING OUTSIDE TO DIRECT TRAFFIC, RIDE IN HUMVEES WITH NO HEAT, AND FOOT PATROLS IN NEIGHBORHOODS AFFECTED BY THE CONDITIONS. "
AL,ANNISTON POLICE DEPT,2YTAKE63221127,8465,DSBAG0002,INDIVIDUAL BAG,EA,50,80,A,2016-12-02 00:00:00,"THE BAGS WILL BE USED BY ONLY ANNISTON POLICE OFFICERS FOR STORAGE AND QUICK TRANSPORT OF DUTY GEAR SUCH AS BOOKS, HELMETS, GAS MASKS, MRES, AND EMERGENCY MEDICAL KITS FOR USE ON LAW ENFORCEMENT CALLS FOR SERVICE.  EACH PATROL CAR IS SHARED BY 2 OFFICERS. KEEPING THEIR GEAR SEPARATE AND PORTABLE IS IMPORTANT TO GETTING OUR JOBS DONE.    "
AL,ANNISTON POLICE DEPT,2YTAKE63210821,8415,015386289,"PARKA,EXTREME COLD",EA,85,116.45,A,2016-12-02 00:00:00,USED FOR COLD WEATHER EMERGENCIES LIKE WE HAVE HAD IN THE PAST. 
AL,APOSTC LAW ENFORCEMENT ACADEMY,2YTP3463002797,4240,015255085,"SPECTACLE KIT,INTER",EA,100,48.57,A,2016-11-03 00:00:00,FOR USE FOR LAW ENFORCEMENT ACADEMY RECRUITS DURING FIREARMS TRAINING. 
AL,APOSTC LAW ENFORCEMENT ACADEMY,2YTP3463407020,7810,DSATHSPOR,ATHLETIC AND SPORTING EQUIPMENT,EA,2,50,A,2016-12-12 00:00:00,WE ARE A STATE POLICE ACADEMY RESPONSIBLE FOR THE TRAINING OF POLICE RECRUITS.  WE WOULD LIKE TO REQUEST THESE ITEMS FOR MANDATED PHYSICAL FITNESS TRAINING.
AL,APOSTC LAW ENFORCEMENT ACADEMY,2YTP3463406920,1240,014111265,"SIGHT,REFLEX",EA,2,336,D,2016-12-12 00:00:00,WE ARE A STATE POLICE ACADEMY RESPONSIBLE FOR THE TRAINING OF NEW POLICE RECRUITS.  WE COULD USE THIS ITEM DURING MANDATED RIFLE FIREARMS TRAINING ON THE RANGE. 
AL,APOSTC LAW ENFORCEMENT ACADEMY,2YTP3463407045,7830,DSBICYCEE,"BICYCLE, EXERCISE",EA,1,2071.82,A,2016-12-12 00:00:00,WE ARE  A STATE POLICE ACADEMY RESPONSIBLE FOR THE TRAINING OF POLICE RECRUITS.  WE REQUEST THIS ITEM FOR THE MANDATED PHYSICAL FITNESS TRAINING TO POLICE RECRUITS.
AL,APOSTC LAW ENFORCEMENT ACADEMY,2YTP3463355684,7830,DSELLIPTI,ELLIPTICAL,EA,1,100,A,2016-12-20 00:00:00,STATE POLICE ACADEMY REQUESTING TO USE FOR THE TRAINING OF POLICE RECRUITS DURING MANDATED PHYSICAL FITNESS TRAINING. 
AL,APOSTC LAW ENFORCEMENT ACADEMY,2YTP3463500466,7830,DSBICYCEE,"BICYCLE, EXERCISE",EA,1,100,A,2016-12-20 00:00:00,WE ARE A STATE POLICE ACADEMY.  WE REQUEST THIS ITEM FOR MANDATED PHYSICAL FITNESS TRAINING FOR POLICE RECRUITS.
AL,APOSTC LAW ENFORCEMENT ACADEMY,2YTP3463510648,6545,015841582,"FIRST AID KIT,INDIV",KT,2,92.34,A,2016-12-21 00:00:00,WE ARE A STATE POLICE ACADEMY.  WE REQUEST THESE ITEMS FOR WHEN WE CONDUCT FIREARMS TRAINING ON THE RANGE WITH POLICE RECRUITS.  A FIRST AID KIT ON SCENE WOULD BE BENEFICIAL IF A CRITICAL INCIDENT WAS TO ARISE.
AL,APOSTC LAW ENFORCEMENT ACADEMY,2YTP3463499942,6760,015688366,"CASE,PHOTOGRAPHIC E",EA,3,140.43,A,2016-12-21 00:00:00,WE ARE A STATE POLICE ACADEMY.  WE WOULD LIKE TO REQUEST THESE ITEMS TO USE AS STORAGE CONTAINERS FOR TRAINING EQUIPMENT (CAMERAS) THAT ARE USED IN TERRORISM TRAINING.
AL,APOSTC LAW ENFORCEMENT ACADEMY,2YTP3463500470,8145,015925972,"SHIPPING AND STORAGE CONTAINER,COMMUNICA",EA,1,400,A,2016-12-21 00:00:00,"WE ARE A STATE POLICE ACADEMY.  WE REQUEST THIS ITEM FOR STORAGE OF TRAINING MATERIALS THAT ARE USED FOR FIREARMS, DISASTER PREPAREDNESS, AND ACTIVE SHOOTER TRAINING OF POLICE RECRUITS."
AL,APOSTC LAW ENFORCEMENT ACADEMY,2YTP3463510650,8465,012472092,"BELT,INDIVIDUAL EQUIPMENT",EA,3,19.330000000000002,A,2016-12-21 00:00:00,WE REQUEST THESE ITEMS FOR STAFF TO UTILIZE WITH TRAINING UNIFORMS WHILE TEACHING POLICE RECRUITS.  THEY COULD ALSO BE USED ON THE RANGE.
AL,AUBURN POLICE DEPT,2YTAQ963273092,2355,016023357,MINE RESISTANT VEHICLE,EA,1,865000,C,2016-12-07 00:00:00,JUSTIFICATION WAS SUBMITTED TO RTD VIA REQUIRED PROCESS; THIS VEHICLE WILL BE USED FOR HIGH SECURITY OPERATIONS AND SEARCH AND RESCUE EVENTS. EMAIL WAS RECEIVED FROM STATE POC THAT PROPERTY WAS READY.
AL,CALERA POLICE DEPT,2YTBUB63065170,2355,015534634,MINE RESISTANT VEHI,EA,1,658000,C,2016-11-11 00:00:00,TO BE USED AS SPECIFIED PER POLICE DEPARTMENTS PAPERWORK SUBMISSIONS.
AL,CEDAR BLUFF POLICE DEPT,2YTN8L63283273,2410,012237261,"TRACTOR,FULL TRACKED,LOW SPEED",EA,1,90375,A,2016-12-13 00:00:00,OUR DEPARTMENT WILL BE EXPANDING OUR FIRING RANGE AND TRAINING FACILITY WHICH IS IN A WOODED AREA. THIS RANGE SERVICES OUR ENTIRE COUNTY AND IS STRICTLY FOR LAW ENFORCEMENT USE ONLY. THE DOZER WILL BE USED SOLELY BY OUR DEPARTMENT. 
AL,COLLINSVILLE POLICE DEPT,2YTC0C62950875,8430,015474545,"BOOTS,COMBAT",PR,1,97.95,A,2016-10-28 00:00:00,THESE WILL BE WORN BY OUR POLICE OFFICERS WHILE PERFORMING THEIR DUTIES. 
AL,COLLINSVILLE POLICE DEPT,2YTC0C62950873,8430,015474453,"BOOTS,COMBAT",PR,1,97.95,A,2016-10-28 00:00:00,THESE WILL BE WORN BY OUR POLICE OFFICERS WHILE THEY ARE PERFORMING THEIR DUTIES.
AL,COLLINSVILLE POLICE DEPT,2YTC0C62929436,8430,015474967,"BOOTS,COMBAT",PR,1,97.95,A,2016-10-28 00:00:00,BOOTS WILL BE USED BY POLICE OFFICER WHILE ON DUTY AND UNDERCOVER.
AL,COLLINSVILLE POLICE DEPT,2YTC0C62950872,8430,015474568,"BOOTS,COMBAT",PR,1,97.95,A,2016-10-28 00:00:00,BOOTS WILL BE WORN BY OUR POLICE DEPARTMENTS OFFICERS IN THE PERFORMANCE OF THEIR DUTIES.
AL,COLLINSVILLE POLICE DEPT,2YTC0C62950871,8435,015477311,"BOOTS,COMBAT",PR,1,95.19,A,2016-10-28 00:00:00,BOOTS WILL BE WORN BY OUR POLICE DEPARTMENTS OFFICERS IN THE PERFORMANCE OF THEIR DUTIES.
AL,CORDOVA POLICE DEPT,2YTCTP63221177,2350,015750646,UNMANNED VEHICLE,EA,1,187312,D,2016-11-30 00:00:00,TO BE USED BY OUR SPECIAL RESPONSE TEAM DURING SEARCH WARRANTS TO CLEAR HOUSE. ALSO TO BE USED IN ACTIVE SHOOTER SITUATIONS AND WHEN SUBJECTS WILL NOT EXIT A RESIDENCE FOR OFFICER SAFETY .
AL,CROSSVILLE POLICE DEPT,2YTCY762908649,7720,015473863,"AMPLIFIER,GUITAR",EA,1,800,A,2016-11-04 00:00:00,"THIS ITEM WILL BE USED IN ASSEMBLING A PUBLIC ADDRESS SYSTEM FOR OUR TRAINING FACILITY._x000D_
 "
AL,CROSSVILLE POLICE DEPT,2YTCY762908647,5180,015877788,"TOOL KIT,HMMWV BASIC ISSUE ITEM",KT,2,385.95,A,2016-11-04 00:00:00,NEED TWO OF THESE ITEMS TO PLACE IN THE TWO HMMWV'S WE HAVE IN OUR INVENTORY.
AL,CROSSVILLE POLICE DEPT,2YTCY763169381,5855,015244314,"SIGHT,THERMAL",EA,5,11999,D,2016-11-17 00:00:00,"I'M REQUESTING 5 OF  THESE DEVISES TO PLACE ONE IN EACH PATROL VEHICLE. THESE WILL BE USED FOR ANY LOW OR SITUATION THAT THE OFFICER MAY ENCOUNTER, WHETHER IT BE BUILDING SEARCH, OR OUTDOOR SEARCH THESE WILL BE EQUIPPED TO DO THE JOB."
AL,DALEVILLE DEPT OF PUBLIC SAFETY,2YTC3A62918964,2541,015814181,"WINDOW,VEHICULAR",EA,4,1664.4,D,2016-11-02 00:00:00,"THE WIDOWS WILL BE USED TO REPLACE OUR CURRENT WINDOWS WE HAVE IN OUR HUMVEE. THE CURRENT WINDOWS HAVE CLEANING CHEMICAL DAMAGE. THE HUMVEE IS USED FOR HOSTAGE SITUATIONS, OFFICER DOWN, HIGH RISK SEARCH WARRANTS, ANTI-TERRORISM. THE HUMVEE IS ALSO USED TO ASSIST SURROUNDING AGENCIES TO INCLUDE FORT RUCKER POLICE.  "
AL,DALEVILLE DEPT OF PUBLIC SAFETY,2YTC3A62918979,4140,DSAIRCIRC,"FANS, AIR CIRCULATORS, AND BLOWER EQUIP",EA,1,1487.5,A,2016-11-02 00:00:00,WILL BE USED TO REMOVE SMOKE AND ODORS AFTER FLASH BANGS AND GAS HAVE BEEN DEPLOYED.  WILL ALSO BE USED DURING SEARCH WARRANTS WITH POSSIBLE METH LABS. 
AL,DALEVILLE DEPT OF PUBLIC SAFETY,2YTC3A62918966,1005,011467684,BARREL ASSEMBLY,AY,5,189.18,D,2016-11-02 00:00:00,"THROUGH OUT OUR DEPARTMENT WE HAVE PATROL RIFLES AND SWAT RIFLES THAT CONSIST OF M-4 STYLE WEAPON SYSTEMS. AT THIS TIME ONE OF OUR SWAT RIFLES IS IN-OP. THE BARRELS WOULD BE USED TO REPLACE OLD AND DAMAGED BARRELS, SO THE DEPARTMENT CAN CONTINUE TO PROTECT THE PUBLIC AT LARGE. THE BARRELS WILL BE STORED IN A LOCKED WEAPONS SAFE IN A LOCKED OFFICE THAT HAS 24 HOUR SECURITY."
AL,DIST ATTY 7TH JUD COURT LAW ENF,2YTQLX62742833,2330,DSMOBHOME,MOBILE HOME,EA,1,22000,A,2016-10-12 00:00:00,USE FOR LAW ENFORCEMENT MOBILE COMMAND AND OFFICE.  OUR AGENCY COVERS 2 COUNTIES AND NEEDS AN OFFICE THAT CAN TRAVEL TO ONE WHEN NEEDED PLUS TRAVEL TO OTHER CIRCUITS AS NEEDED FOR INVESTIGATIVE AND PROSECUTION PURPOSES. 
AL,DIST ATTY 7TH JUD COURT LAW ENF,2YTQLX62794383,5180,003577770,"TOOL KIT,REPAIRMAN'S,SMALL ARMS",KT,1,1809,A,2016-10-12 00:00:00,USE TO REPAIR AND MAINTAIN AGENCY LAW ENFORCEMENT WEAPONS AND EQUIPMENT.
AL,DIST ATTY 7TH JUD COURT LAW ENF,2YTQLX62815467,5180,003577770,"TOOL KIT,REPAIRMAN'S,SMALL ARMS",KT,1,2343,A,2016-10-12 00:00:00,"USE TO REPAIR AND MAINTAIN OUR AGENCY'S WEAPONS.  WE ALSO REQUESTED THE SAME ITEM BUT IT IS A CONDITION CODE B.  IF WE CAN ONLY HAVE ONE, PLEASE APPROVE THIS SINCE IT IS AN A.  CANCEL OTHER."
AL,DIST ATTY 7TH JUD COURT LAW ENF,2YTQLX62805016,5820,015496407,RECEIVER-TRANSMITTE,EA,5,3760.17,D,2016-10-12 00:00:00,USE FOR LAW ENFORCEMENT COMMUNICATIONS.  
AL,DIST ATTY 7TH JUD COURT LAW ENF,2YTQLX62805189,7330,014848988,"CONTAINER,FOOD",EA,3,480.79,A,2016-10-12 00:00:00,"USE TO SERVE FOOD AT TRAINING AND TACTICAL OPERATIONS.  ALSO, TO TRANSPORT BIOLOGICAL EVIDENCE FROM CRIME SCENE TO FORENSIC LAB. "
