Cancelled By,RTD Ref,State,Station Name (LEA),FSC,NIIN,Item Name,UI,Quantity,Acquisition Value,Date Requested,Justification,Reason Cancelled
LESOHQ,2369817,AL,ASHFORD POLICE DEPARTMENT,2410,001859792,"TRACTOR,FULL TRACKED,LOW SPEED",EA,1,72325,2019-05-05 10:39:47.000001,THIS WOULD BE A GREAT ASSET FOR OUR DEPARTMENT TO CLEAN UP AROUND THE POLICE DEPARTMENT AND GUN RANGE,"JUSTIFICATION: Please provide a justification that states these three requirements. We need to know that it will be used by the requesting Law Enforcement Agency, used for a Law Enforcement purpose and be persuasive. Provide specific examples of how the item will be used."
LESOHQ,2387580,AL,BUTLER COUNTY SHERIFF DEPT,1940,DSBOAT000,SMALL CRAFT BOAT,EA,1,4000,2019-06-10 10:24:46.999998,BUTLER COUNTY SHERIFFS OFFICE WILL USE THIS FOR WATER SEARCH AND RESCUES IN LAKES AND PONDS. ALSO FOR ANY OTHER DISASTERS SUCH AS FLOODING.,CANCELLED:  Item(s) has already been approved for another agency.
LESOHQ,2360459,AL,BUTLER COUNTY SHERIFF DEPT,2330,DSTRAILE1,TRAILER,EA,1,4000,2019-04-19 14:27:41.999996,"BUTLER COUNTY SHERIFFS OFFICE WILL USE THIS TRAILER TO HAUL EQUIPMENT TO CRIME SCENES, ACCIDENT SCENES, ETC.",CANCELLED:  Item(s) has already been approved for another agency.
LESOHQ,2354237,AL,CALERA POLICE DEPT,4220,014721849,"DIVING,SURFACE,SUPPLY SET",EA,1,215000,2019-04-08 19:58:22.999996,"USED BY THE CALERA POLICE DEPARTMENT DIVE UNIT DURING DEEP, EXTENDED, RECOVERY AND SALVAGE OPERATIONS.",CANCELLED: Contacted State Coordinator with a question about property on 4-9-19. No response.
LESOHQ,2356438,AL,COFFEE COUNTY SHERIFF OFFICE,5855,015537976,FORWARD LOOKING INFRARED IMAGING SYSTEM,EA,2,300000,2019-04-11 18:10:53.999996,"OUR LAW ENFORCEMENT AGENCY CURRENTLY OPERATES (2) OH-58 AIRCRAFT WITHOUT INFRARED IMAGING. THESE UNITS WOULD BE AN ASSET TO OUR SEARCH AND RESCUE MISSIONS, DRUG ERADICATION EFFORTS, AND ASSISTING WITH SPARE PARTS.",
LESOHQ,2363694,AL,COFFEE COUNTY SHERIFF OFFICE,2310,DSPASSMOT,PASSENGER MOTOR VEHICLES,EA,1,20000,2019-04-24 16:39:20.000001,THIS VEHICLE WILL BE USED BY THE COFFEE COUNTY SHERIFF'S OFFICE AS A SUPPLEMENT TRANSPORTATION VEHICLE AND TO MOVE OUR CRIME SCENE TRAILER AROUND THE COUNTY AS NEEDED. THIS VEHICLE HAS A LARGE TOWING THAT WILL BE OF A GREAT BENEFIT.,CANCELLED:  Item(s) has already been approved for another agency.
LESOHQ,2354033,AL,COLBERT COUNTY DISTRICT ATTORNEY,1240,DSOPTSIGH,OPTICAL SIGHTING AND RANGING EQUIPMENT,EA,1,54577,2019-04-08 15:16:08,I WOULD LIKE MY OFFICERS TO HAVE THE MOST ACCURATE WEAPONS POSSIBLE. IF OFFICER HAS CONFIDENCE IN HIS WEAPON THE OFFICER IS MORE CONFIDENT AND MORE SAFE.,CANCELLED: At this time the LESO will not approve any Night Vision or Optics that has been turned in by a LESO customer (meaning DTIDs that start with 2YT) or with a condition code of H without the acknowledgement from the requesting agency stating they have contacted the site that the property is located at to confirm condition.
LESOHQ,2354037,AL,COLBERT COUNTY DISTRICT ATTORNEY,5855,DSNIGHTVI,"NIGHT VISION EQUIP, EMIT, REFLECTED RAD",EA,1,200,2019-04-08 15:16:08,COLBERT COUNTY DISTRICT ATTORNEY'S OFFICE WOULD USE THIS EQUIPMENT FOR NIGHT TIME WARRANTS AND MARIJUANA ERADICATION. THIS EQUIPMENT WOULD ALLOW OUR OFFICERS TO DO THEIR JOB MORE SAFELY.,CANCELLED: At this time the LESO will not approve any Night Vision or Optics that has been turned in by a LESO customer (meaning DTIDs that start with 2YT) or with a condition code of H without the acknowledgement from the requesting agency stating they have contacted the site that the property is located at to confirm condition.
LESOHQ,2354036,AL,COLBERT COUNTY DISTRICT ATTORNEY,5855,016320210,"DETECTING SET,INFRARED",SE,1,200000,2019-04-08 15:16:08,COLBERT COUNTY DISTRICT ATTORNEY'S OFFICE WOULD USE THIS EQUIPMENT TO SERVE NIGHT TIME WARRANTS AND MARIJUANA ERADICATION.  THIS EQUIPMENT WOULD HELP OUR OFFICERS DO THEIR JOB MORE SAFELY.,"POC:  Your agency cannot be approved for property, as your agency does not have a Station Contact registered user in LESO FEPMIS. Please contact your State Coordinators office."
LESOHQ,2354035,AL,COLBERT COUNTY DISTRICT ATTORNEY,5855,014643152,"SIGHT,THERMAL",EA,1,17591,2019-04-08 15:16:08,COLBERT COUNTY DISTRICT ATTORNEYS OFFICE LAW ENFORCEMENT PERSONAL WOULD USE THIS DEVICE FOR NIGHT TIME WARRANT ENFORCEMENT AND FOR SEARCH AND DESTROY MARIJUANA ERADICATION. ALLOW OUR LE TO DO JOB MORE SAFELY.,CANCELLED: At this time the LESO will not approve any Night Vision or Optics that has been turned in by a LESO customer (meaning DTIDs that start with 2YT) or with a condition code of H without the acknowledgement from the requesting agency stating they have contacted the site that the property is located at to confirm condition.
LESOHQ,2390397,AL,COTTONWOOD POLICE DEPTMENT,8115,DSCASE003,CASE,EA,2,249.58,2019-06-14 14:00:49.999997,TO BE USED BY THE COTTONWOOD POLICE DEPARTMENT FOR MISC. EQUIPMENT STORAGE.,CYCLE: This item has moved into the unapproved General Services Administration GSA cycle and cannot be approved to LESO customers.
LESOHQ,2390396,AL,COTTONWOOD POLICE DEPTMENT,8115,DSCASE003,CASE,EA,8,700,2019-06-14 14:00:49.999997,TO BE USED BY THE COTTONWOOD POLICE DEPARTMENT FOR STORAGE OF SMALL MATERIALS AND EQUIPMENT.,CYCLE: This item has moved into the unapproved General Services Administration GSA cycle and cannot be approved to LESO customers.
LESOHQ,2383913,AL,DALE COUNTY SHERIFF OFFICE,2310,DSPASSMOT,PASSENGER MOTOR VEHICLES,EA,1,24000,2019-06-03 21:19:50.999998,"THE DALE COUNTY SHERIFFS OFFICE IS IN NEED OF PATROL VEHICLES. THIS VEHICLE WILL BE USED FOR PATROL, TRAFFIC ENFORCEMENT AND DRUG INTERDICTION AND OTHER LAWFUL PURPOSES.. WE ARE CURRENTLY SHORT OF PATROL VEHICLES.  
 AND THIS VEHICLE WILL BE A MUCH NEEDED VALUABLE ASSET.THANK YOU FOR YOUR CONSIDERATION.",CANCELLED:  Item(s) has already been approved for another agency.
LESOHQ,2383915,AL,DALE COUNTY SHERIFF OFFICE,2320,DSPICKUP0,PICKUP,EA,1,23194,2019-06-03 21:19:50.999998,"THE DALE COUNTY SHERIFFS OFFICE IS IN NEED OF PATROL VEHICLES. THIS VEHICLE WILL BE USED FOR PATROL, TRAFFIC ENFORCEMENT AND DRUG INTERDICTION AND OTHER LAWFUL PURPOSES.. WE ARE CURRENTLY SHORT OF PATROL VEHICLES.  
 AND THIS VEHICLE WILL BE A MUCH NEEDED VALUABLE ASSET.THANK YOU FOR YOUR CONSIDERATION.",CANCELLED:  Item(s) has already been approved for another agency.
LESOHQ,2383910,AL,DALE COUNTY SHERIFF OFFICE,2310,DSPASSMOT,PASSENGER MOTOR VEHICLES,EA,1,24000,2019-06-03 21:19:50.999998,"THE DALE COUNTY SHERIFFS OFFICE IS IN NEED OF PATROL VEHICLES. THIS VEHICLE WILL BE USED FOR PATROL, TRAFFIC ENFORCEMENT AND DRUG INTERDICTION AND OTHER LAWFUL PURPOSES.. WE ARE CURRENTLY SHORT OF PATROL VEHICLES.  
 AND THIS VEHICLE WILL BE A MUCH NEEDED VALUABLE ASSET.THANK YOU FOR YOUR CONSIDERATION.",CANCELLED:  Item(s) has already been approved for another agency.
LESOHQ,2396957,AL,DALE COUNTY SHERIFF OFFICE,6130,014970964,CHARGER SUBASSEMBLY,EA,20,533.28,2019-06-21 15:37:38.999997,WE REQUEST THESE CHARGERS TO USE ON OUR EQUIPMENT AND PATROL VEHICLES TO KEEP THE BATTERY'S CHARGED WHEN NOT IN USE. THANK YOU FOR YOUR CONSIDERATION.,CYCLE: This item has moved into the unapproved General Services Administration GSA cycle and cannot be approved to LESO customers.
LESOHQ,2391882,AL,DALE COUNTY SHERIFF OFFICE,7035,DSSTANDAR,"STAND, COMPUTER",EA,6,80,2019-06-16 14:32:47.999999,WE REQUEST THESE STANDS FOR MOUNTING COMPUTER MONITORS AT OUR OFFICE AND OTHER FACILITIES. THESE WILL IMPROVE EFFICIENCY AND MAKE DATA ENTRY EASIER.,CYCLE: This item has moved into the unapproved General Services Administration GSA cycle and cannot be approved to LESO customers.
LESOHQ,2383912,AL,DALE COUNTY SHERIFF OFFICE,2310,DSPASSMOT,PASSENGER MOTOR VEHICLES,EA,1,24000,2019-06-03 21:19:50.999998,"THE DALE COUNTY SHERIFFS OFFICE IS IN NEED OF PATROL VEHICLES. THIS VEHICLE WILL BE USED FOR PATROL, TRAFFIC ENFORCEMENT AND DRUG INTERDICTION AND OTHER LAWFUL PURPOSES.. WE ARE CURRENTLY SHORT OF PATROL VEHICLES.  
 AND THIS VEHICLE WILL BE A MUCH NEEDED VALUABLE ASSET.THANK YOU FOR YOUR CONSIDERATION.",CANCELLED:  Item(s) has already been approved for another agency.
LESOHQ,2383911,AL,DALE COUNTY SHERIFF OFFICE,2310,DSPASSMOT,PASSENGER MOTOR VEHICLES,EA,1,24000,2019-06-03 21:19:50.999998,"THE DALE COUNTY SHERIFFS OFFICE IS IN NEED OF PATROL VEHICLES. THIS VEHICLE WILL BE USED FOR PATROL, TRAFFIC ENFORCEMENT AND DRUG INTERDICTION AND OTHER LAWFUL PURPOSES.. WE ARE CURRENTLY SHORT OF PATROL VEHICLES.  
 AND THIS VEHICLE WILL BE A MUCH NEEDED VALUABLE ASSET.THANK YOU FOR YOUR CONSIDERATION.",CANCELLED:  Item(s) has already been approved for another agency.
LESOHQ,2373636,AL,DALE COUNTY SHERIFF OFFICE,2340,DSATVGATO,"ALL TERRAIN VEHICLE, AG/BVUS",EA,1,2000,2019-05-12 15:41:55,"THE DALE COUNTY SHERIFFS OFFICE REQUEST THIS ATV FOR SEARCH AND RESCUE, RURAL PATROL, RECON AND EVIDENCE COLLECTION.  THANK YOU FOR YOUR CONSIDERATION.",CANCELLED:  Item(s) has already been approved for another agency.
LESOHQ,2373635,AL,DALE COUNTY SHERIFF OFFICE,2340,DSATVGATO,"ALL TERRAIN VEHICLE, AG/BVUS",EA,1,2000,2019-05-12 15:41:55,"THE DALE COUNTY SHERIFFS OFFICE REQUEST THIS ATV FOR SEARCH AND RESCUE, RURAL PATROL, RECON AND EVIDENCE COLLECTION. THANK YOU FOR YOUR CONSIDERATION.",CANCELLED:  Item(s) has already been approved for another agency.
LESOHQ,2363951,AL,DALE COUNTY SHERIFF OFFICE,2310,DSPASSMOT,PASSENGER MOTOR VEHICLES,EA,1,20000,2019-04-24 21:22:19.000001,"IF STILL AVAILABLE WE REQUEST THIS VEHICLE TO USE AS A PATROL VEHICLE FOR TRAFFIC ENFORCEMENT, INTERDICTION, AND PROCESS SERVING. THANK YOU FOR YOUR CONSIDERATION.",CANCELLED:  Item(s) has already been approved for another agency.
LESOHQ,2378903,AL,DALE COUNTY SHERIFF OFFICE,7025,016591055,DISK DRIVE UNIT,EA,40,197.91,2019-05-22 09:25:41.999998,"WE WERE AWARDED SOME COMPUTER WORKSTATIONS THAT DID NOT HAVE DRIVES IN THEM. THESE DRIVES WILL BE USED TO GET THOSE MACHINES WORKING. THEY WILL BE USED FOR CIVIL PROCESS, REPORT WRITING, AND INSTIGATIONS. THANK YOU",CANCELLED: Per a DLA directive these devices cannot be reutilized as they have been found to contain personal sensitive data.
LESOHQ,2351944,AL,DALE COUNTY SHERIFF OFFICE,7025,DSPROJEC2,"PROJECTOR, COMPUTER SCREEN",EA,3,4593,2019-04-03 13:34:24.000004,"WE REQUEST THESE BOARDS TO USE AT OUR TRAINING FACILITY, CONFERENCE ROOM, AND MOBILE COMMAND VEHICLE FOR DISPLAYING INFORMATION, BRIEFINGS, AND PLANNING. THANK YOU FOR YOUR CONSIDERATION.",CANCELLED:  Item(s) has already been approved for another agency.
LESOHQ,2364166,AL,DALE COUNTY SHERIFF OFFICE,2310,DSPASSMOT,PASSENGER MOTOR VEHICLES,EA,1,20000,2019-04-25 09:04:55.999998,"THE DALE COUNTY SHERIFFS OFFICE IS IN SERIOUS NEED OF PATROL VEHICLES. THIS VEHICLE WILL BE USED FOR ALL MANNER OF PATROL INCLUDING TRAFFIC ENFORCEMENT, WARRANT AND CIVIL SERVICE, AND INTERDICTION. THANK YOU FOR YOUR CONSIDERATION.",CANCELLED:  Item(s) has already been approved for another agency.
LESOHQ,2352816,AL,DALEVILLE DEPT OF PUBLIC SAFETY,1240,015330941,"SIGHT,REFLEX",EA,30,400,2019-04-04 18:14:37.000003,THESE ITEMS WILL BE USED FOR OUR INVESTIGATION AND PATROL DIVISIONS TO ENHANCE OUR WEAPON SYSTEMS. DUE TO THE BUDGET OF OUR DEPARTMENT THESE ITEMS WOULD BE NORMALLY OUT OF REACH. THE ITEMS WILL BE STORED AND KEPT IN A CLIMATE CONTROLLED AND LOCKED AREA,CANCELLED: At this time the LESO will not approve any Night Vision or Optics that has been turned in by a LESO customer (meaning DTIDs that start with 2YT) or with a condition code of H without the acknowledgement from the requesting agency stating they have contacted the site that the property is located at to confirm condition.
LESOHQ,2363559,AL,DALEVILLE DEPT OF PUBLIC SAFETY,5855,015531162,THERMAL IMAGING SYSTEM,EA,10,9225.27,2019-04-24 15:52:25.000003,"THESE ITEMS WILL BE USED FOR OUR TACTICAL TO VIEW IN PLACES THAT NORMALLY WOULD BE HARD OR SEE, FOR DANGEROUS OPERATIONS IN LOW LIGHT THE ITEMS WOULD BE OUT OF REACH GIVEN OUR BUDGET
",CANCELLED:  Item(s) has already been approved for another agency.
LESOHQ,2358633,AL,DALEVILLE DEPT OF PUBLIC SAFETY,2340,DSATV4WHE,"ALL TERRAIN VEHICLE, 4 WHEEL",EA,1,12376.87,2019-04-16 09:42:01.999999,"THESE ITEMS WILL BE USED FOR OUR TACTICAL AND NARCOTICS DIVISIONS, TO VIEW IN PLACES THAT NORMALLY WOULD BE HARD TO REACH OR SEE. THE ITEMS WOULD BE OUT OF REACH GIVEN OUR BUDGET.",CANCELLED:  Item(s) has already been approved for another agency.
LESOHQ,2362961,AL,EUFAULA POLICE DEPT,2420,001776867,"TRACTOR,WHEELED,AGRICULTURAL",EA,1,140000,2019-04-24 10:37:37.000004,EUFAULA POLICE DEPARTMENT WOULD USE THIS TRACTOR TO KEEP OUR FIRING RANGE MANICURED AND ROADS GRADED TO ALLOW FOR EASIER ACCESS.,CANCELLED:  Item(s) has already been approved for another agency.
LESOHQ,2351339,AL,FAYETTE COUNTY SHERIFF DEPT,4933,007680211,COMBINATION TOOL,EA,28,35.85,2019-04-02 13:38:30.000002,THE FAYETTE COUNTY SHERIFF OFFICE WILL USE THESES TOOLS TO CLEAN AND MAINTAIN OUR DUTY PATROL RIFLES,"POC:  Your agency cannot be approved for property, as your agency does not have a Station Contact registered user in LESO FEPMIS. Please contact your State Coordinators office."
LESOHQ,2370154,AL,FULTONDALE POLICE DEPT,1240,014111265,"SIGHT,REFLEX",EA,26,332,2019-05-06 12:45:00,WILL BE USED ON CURRENT 10-33 WEAPONS THAT ARE ASSIGNED TO LAW ENFORCEMENT OFFICERS.,CANCELLED: At this time the LESO will not approve any Night Vision or Optics that has been turned in by a LESO customer (meaning DTIDs that start with 2YT) or with a condition code of H without the acknowledgement from the requesting agency stating they have contacted the site that the property is located at to confirm condition.
LESOHQ,2363007,AL,GORDON POLICE DEPARTMENT,2420,001776867,"TRACTOR,WHEELED,AGRICULTURAL",EA,1,140000,2019-04-24 10:59:40.000004,THIS WOULD HELP THE POLICE DEPARTMENT IN REMOVING DEBRIS AND HELPING GRADE THE GROUNDS AT THE FIRING RANGE THAT WE ARE BUILDING. THIS ALSO WILL HELP THE POLICE CUT THE GRASS AT THE FIRING RANGE,CANCELLED:  Item(s) has already been approved for another agency.
LESOHQ,2380153,AL,GURLEY POLICE DEPT,8430,016058856,"BOOTS,COMBAT",PR,1,93.57,2019-05-24 13:11:30.000002,THE GURLEY POLICE DEPT COULD USE THESE BOOTS AS THEY MATCH OUR CLASS B UNIFORM AND WOULD FIT OFFICER 501.,CYCLE: This item has moved into the unapproved General Services Administration GSA cycle and cannot be approved to LESO customers.
LESOHQ,2380154,AL,GURLEY POLICE DEPT,8430,016058631,"BOOTS,COMBAT",PR,2,93.57,2019-05-24 13:11:30.000002,THE GURLEY POLICE DEPT COULD USE THESE BOOTS AS THEY MATCH OUR CLASS B UNIFORM AND WOULD FIT OFFICER 504 AND 506,CYCLE: This item has moved into the unapproved General Services Administration GSA cycle and cannot be approved to LESO customers.
LESOHQ,2380152,AL,GURLEY POLICE DEPT,8430,016058624,"BOOTS,COMBAT",PR,2,93.57,2019-05-24 13:11:30.000002,"THE GURLEY POLICE DEPT COULD UTILISE THESE BOOTS AS THEY MATCH OUR CLASS B UNIFORM, THESE WOULD FIT OFFICER 505 AND 502",CYCLE: This item has moved into the unapproved General Services Administration GSA cycle and cannot be approved to LESO customers.
LESOHQ,2360661,AL,GURLEY POLICE DEPT,5930,010135108,"SWITCH,TRIGGER",EA,10,444.49,2019-04-19 17:42:56.999998,THE GURLEY POLICE DEPARTMENT COULD UTILIZE THESE SWITCHES FOR THE INSTILLATION OF ELECTRICAL EQUIPMENT IN OUR PATROL VEHICLES AND IN OUR HMMWV,CYCLE: This item has moved into the unapproved General Services Administration GSA cycle and cannot be approved to LESO customers.
LESOHQ,2360660,AL,GURLEY POLICE DEPT,8405,012249065,SWEATER,EA,50,16.47,2019-04-19 17:42:56.999998,"THE GURLEY POLICE DEPARTMENT COULD UTILIZE THESE SWEATERS AS PART OF OUR DISASTER AND SPECIAL RESPONSE PROGRAM, AFTER FIRES, TORNADOES AND OTHER MAJOR ISSUES WE HELP PROVIDE NEEDED ITEMS TO RENDER IMMEDIATE AID",CYCLE: This item has moved into the unapproved General Services Administration GSA cycle and cannot be approved to LESO customers.
LESOHQ,2369857,AL,GURLEY POLICE DEPT,7730,DSRECEIV2,"RECEIVER, HOME STEREO",EA,2,8375,2019-05-05 14:11:10.999997,THE GURLEY POLICE DEPT COULD USE THIS EQUIPMENT IN CONJUNCTION WITH OUR CURRENT SOUND EQUIPMENT FOR OUR PR EVENTS SUCK AS THE ANNUAL CAR SHOW AND 4TH OF JULY CELEBRATION THAT THE TOWN HAS.,"JUSTIFICATION: Please provide a justification that states these three requirements. We need to know that it will be used by the requesting Law Enforcement Agency, used for a Law Enforcement purpose and be persuasive. Provide specific examples of how the item will be used."
LESOHQ,2385393,AL,GURLEY POLICE DEPT,2310,010907739,"AUTOMOBILE,SEDAN",EA,1,9176,2019-06-05 12:21:56.000001,"THE GURLEY POLICE DEPT COULD UTILIZE THIS VEHICLE AS A SUPERVISORS VEHICLE AND FOR A TRAINING TRAVEL VEHICLE, AS CURRENTLY WHEN AN OFFICER HAS TO GO OUT OF TOWN FOR TRAINING THEY HAVE TO TAKE THEIR PERSONAL CAR, WHICH DOES COST THE TOWN A SUBSTANTIAL AMOUNT OF MONEY WHEN CONVERTED TO THE CURRENT MILEAGE RATE",CANCELLED:  Item(s) has already been approved for another agency.
LESOHQ,2385330,AL,GURLEY POLICE DEPT,2340,DSATV4WHE,"ALL TERRAIN VEHICLE, 4 WHEEL",EA,1,9895.66,2019-06-05 10:39:44.999997,"THE GURLEY POLICE DEPT COULD USE THIS FOR OUR PATROL OPERATIONS IN THE AREAS OF KEEL MTN AND PUTMAN MTN WHERE THERE ARE NO GOOD ROADS, WE ALSO HELP LOOK FOR AND EXFIL LOST OR STRANDED HIKERS, THIS WOULD BE VERY HELPFUL AND AN ASSET TO THE COMMUNITY.",CANCELLED:  Item(s) has already been approved for another agency.
LESOHQ,2385342,AL,GURLEY POLICE DEPT,2340,DSATV4WHE,"ALL TERRAIN VEHICLE, 4 WHEEL",EA,1,9895.66,2019-06-05 10:45:08.000004,"THE GURLEY POLICE DEPT COULD USE THIS FOR OUR PATROL OPERATIONS IN THE AREAS OF KEEL MTN AND PUTMAN MTN WHERE THERE ARE NO GOOD ROADS, WE ALSO HELP LOOK FOR AND EXFIL LOST OR STRANDED HIKERS, THIS WOULD BE VERY HELPFUL AND AN ASSET TO THE COMMUNITY.",CANCELLED:  Item(s) has already been approved for another agency.
LESOHQ,2385076,AL,GURLEY POLICE DEPT,6210,DSLIGHTSE,LIGHT SET,EA,1,6000,2019-06-04 19:38:07.000002,"THE GURLEY POLICE DEPT COULD UTILIZE THIS LIGHT FOR EMERGENCY SITUATIONS THAT OCCUR IN OUR AREA, THE POLICE DEPT COULD ALSO USE THIS AT OUR POLICE EVENTS SUCH AS THE 4TH OF JULY CELEBRATION AND CAR SHOW FOR ADDED SECURITY AND VISIBILITY",CANCELLED:  Item(s) has already been approved for another agency.
