Cancelled By,RTD Ref,State,Station Name (LEA),FSC,NIIN,Item Name,UI,Quantity,Acquisition Value,Date Requested,Justification,Reason Cancelled
LESOHQ,2449710,AL,AL STATE PARKS DIV,1730,002948883,MAINTENANCE PLATFOR,EA,1,3584.4,2019-10-03 19:35:18.000004,"THIS EQUIPMENT IS IDEAL FOR THE MAINTENANCE AND REPAIR OF LAW ENFORCEMENT AND OR LESO PROVIDED STRUCTURES AND EQUIPMENT, AS WELL AS FOR THE MAINTENANCE AND REPAIR OF STRUCTURES WHICH ARE USED FOR LE OPERATIONS AND STORAGE OF LE SUPPLIES, GEAR AND EQUIPMENT.",CANCELLED: Due to LESO approving same item with different DTID.
LESOHQ,2449269,AL,AL STATE PARKS DIV,2330,015984708,TRAILER,EA,1,5000,2019-10-02 21:48:49.999997,"THIS TRAILER WOULD BE IDEAL FOR STORING, PROTECTING, AND TRANSPORTING LAW ENFORCEMENT SUPPLIES, GEAR, AND EQUIPMENT, INCLUDING LE ITEMS SUPPLIED BY THE LESO PROGRAM.",CYCLE: This item has moved into the unapproved General Services Administration GSA cycle and cannot be approved to LESO customers.
LESOHQ,2452159,AL,AL STATE PARKS DIV,6230,DSLIGHT01,"ELECTRIC PORTABLE, HAND LIGHTING EQUIP",EA,2,5712,2019-10-08 22:04:39.999999,FOR USE IN ILLUMINATING AREAS OF STATE PARKS TO ASSIST LAW ENFORCEMENT RANGERS IN ANY OF OUR 21 STATE PARKS. MANY AREAS OF OUR PARKS ARE VERY SECLUDED AND DO NOT HAVE ADEQUATE NATURAL OR ARTIFICIAL LIGHT FOR NIGHT OPERATIONS.,CANCELLED:  Item(s) has already been approved for another agency.
LESOHQ,2452160,AL,AL STATE PARKS DIV,2340,DSATV4WHE,"ALL TERRAIN VEHICLE, 4 WHEEL",EA,1,6199,2019-10-08 22:04:39.999999,"FOR USE BY LAW ENFORCEMENT RANGERS TO ACCESS, PATROL, AND ENFORCE LAWS IN AREAS NOT ACCESSIBLE WITH FULL SIZE LE VEHICLES, NEEDED IN ALL OF OUR 21 STATE PARK LOCATIONS.",CANCELLED:  Item(s) has already been approved for another agency.
LESOHQ,2450014,AL,AL STATE PARKS DIV,2320,011644815,"TRUCK,CARGO",EA,1,5000,2019-10-04 11:57:28.999999,THIS SMALLER SERIES OF PICKUP TRUCK AS WELL AS THE COVERED CARGO AREA WOULD BE IDEAL FOR PATROLLING AND ENFORCING LAWS IN ANY OF OUR 22 PARK LOCATIONS AND ON NARROW ROADS AND TRAILS.,CANCELLED:  Item(s) has already been approved for another agency.
LESOHQ,2475812,AL,AL STATE PARKS DIV,2340,DSATVGATO,"ALL TERRAIN VEHICLE, AG/BVUS",EA,1,12253.91,2019-11-26 22:23:46.000001,THIS ATV IS NEEDED FOR PARTS TO REPAIR AND REPLACE BROKEN AND MISSING COMPONENTS OF ATVS PREVIOUSLY AWARDED UNDER THE LESO PROGRAM.,CANCELLED:  Item(s) has already been approved for another agency.
LESOHQ,2475814,AL,AL STATE PARKS DIV,2340,015495375,ALL TERRAIN VEHICLE WHEELED,EA,1,8000,2019-11-26 22:23:46.000001,"THIS ATV IS NEEDED FOR PARTS TO REPAIR AND REPLACE BROKEN AND MISSING COMPONENTS OF ATVS PREVIOUSLY AWARDED UNDER THE LESO PROGRAM - OR VICE-VERSA IF AFTER FLUIDS HAVE BEEN REPLACED IN THIS UNIT, IT IS DETERMINED IT IS IN BETTER CONDITION IN WHICH CASE THE PREVIOUSLY AWARDED UNIT WILL BE USED FOR PARTS.",CANCELLED:  Item(s) has already been approved for another agency.
LESOHQ,2475815,AL,AL STATE PARKS DIV,2340,DSATVGATO,"ALL TERRAIN VEHICLE, AG/BVUS",EA,1,8189,2019-11-26 22:23:46.000001,"THIS ATV IS NEEDED FOR PARTS TO REPAIR AND REPLACE BROKEN AND MISSING COMPONENTS OF ATVS PREVIOUSLY AWARDED UNDER THE LESO PROGRAM - OR VICE-VERSA IF AFTER FLUIDS HAVE BEEN REPLACED IN THIS UNIT, IT IS DETERMINED IT IS IN BETTER CONDITION IN WHICH CASE THE PREVIOUSLY AWARDED UNIT WILL BE USED FOR PARTS.",CANCELLED:  Item(s) has already been approved for another agency.
LESOHQ,2465176,AL,AL STATE PARKS DIV,5410,DSBUILDIN,PREFABRICATED AND PORTABLE BUILDINGS,EA,1,260000,2019-11-05 13:41:55.000003,"THIS ENCLOSED PRE-FAB BUILDING IS IDEAL FOR US TO PROTECT, STORE, AND PREPOSITION LE AND LESO PROVIDED GEAR, SUPPLIES, AND EQUIPMENT IN SUPPORT OF OUR LAW ENFORCEMENT RANGERS AS THEY PATROL AND ENFORCE LAWS IN OUR 21 STATE PARK LOCATIONS. ALSO IDEAL AS USE AS A CHECK STATION, REMOTE LE OUTPOST, AND PRECINCT OFFICE.",CANCELLED:  Item(s) has already been approved for another agency.
LESOHQ,2465555,AL,AL STATE PARKS DIV,2320,002711432,TRUCK TRACTOR,EA,1,116776,2019-11-06 12:10:15.999998,THIS TRUCK TRACTOR IS NEEDED TO HAUL LESO EQUIPMENT TO AND FROM DLA LOCATIONS. WE ARE HAVING A DIFFICULT TIME WITH THE PRIME MOVER WE CURRENTLY HAVE.,CYCLE: This item has moved into the unapproved General Services Administration GSA cycle and cannot be approved to LESO customers.
LESOHQ,2455042,AL,AL STATE PARKS DIV,2420,001776866,"TRACTOR,WHEELED,INDUSTRIAL",EA,1,63183,2019-10-16 10:47:22.000002,"THIS PIECE OF EQUIPMENT WILL BE IDEAL TO MAINTAIN AND REPAIR ROADS, TRACKS AND TRAILS FOR LAW ENFORCEMENT PATROLS AND ENFORCEMENT OF LAWS WITHIN AREAS OF OUR 21 STATE PARK LOCATIONS.",CANCELLED: Rolling stock property must have a photo uploaded into RTD.  Please contact the site to have them upload a picture of the property.
LESOHQ,2461498,AL,AL STATE PARKS DIV,2330,004455877,"TRAILER,BOAT MOVING",EA,1,7895.23,2019-10-29 19:37:02.000004,"THIS TRAILER WOULD USED TO REMOVE OUR BOATS USED FOR LAW ENFORCEMENT AND PATROLLING FROM LAKES AND RIVERS FOR STORAGE, REPAIR, OR TRANSPORT TO ANOTHER PARK LOCATION.",CANCELLED: Rolling stock property must have a photo uploaded into RTD.  Please contact the site to have them upload a picture of the property.
LESOHQ,2463252,AL,AL STATE PARKS DIV,8465,015167955,"BAG,KIT",EA,20,56.38,2019-11-01 19:02:06,THESE BAGS ARE IDEAL FOR OUR LAW ENFORCEMENT RANGERS AND LE SUPPORT PERSONNEL FOR CARRYING LE AND LESO GEAR AND EQUIPMENT WHILE PATROLLING AND ENFORCING LAWS IN REMOTE AREAS OF OUR 21 STATE PARKS.,CYCLE: This item has moved into the unapproved General Services Administration GSA cycle and cannot be approved to LESO customers.
LESOHQ,2466539,AL,AL STATE PARKS DIV,2340,DSCART000,"CART, MOTORIZED",EA,1,8515,2019-11-07 23:28:11.000001,"FOR USE BY LAW ENFORCEMENT AND LE SUPPORT PERSONNEL IN REMOTE AREAS AND IN AREAS WHERE FULL SIZE VEHICLES ARE NOT ABLE TO TRAVERSE, IN PATROLLING AND ENFORCING LAWS IN OUR 21 STATE PARK LOCATIONS.",ALLOCATION: Your agency is at their allocation limit or is over allocated for this National Stock Number (NSN) based on number of officers assigned.
LESOHQ,2480458,AL,ATMORE PD,4120,016128300,"COOLER,AIR,EVAPORAT",EA,2,5126.4,2019-12-09 03:21:03.999997,THE ATMORE POLICE DEPARTMENT WILL USE THIS EQUIPMENT FOR KEEPING OFFICER COOL DURING SPECIAL EVENTS DURING THE SUMMER MONTHS.,CYCLE: This item has moved into the unapproved General Services Administration GSA cycle and cannot be approved to LESO customers.
LESOHQ,2475715,AL,BARBOUR COUNTY SHERIFF DEPT        ,2340,DSATVGATO,"ALL TERRAIN VEHICLE, AG/BVUS",EA,1,12253.91,2019-11-26 17:34:46.999998,THE BARBOUR COUNTY SHERIFFS OFFICE COULD USE THIS UTV FOR RURAL PATROL AND SEARCH AND RESCUE.,CANCELLED:  Item(s) has already been approved for another agency.
LESOHQ,2461994,AL,BARBOUR COUNTY SHERIFF DEPT        ,2340,DSATV4WHE,"ALL TERRAIN VEHICLE, 4 WHEEL",EA,1,5600,2019-10-30 16:14:55.000003,OUR DEPT. IS TRYING TO ADD ATVS AND UTVS TO ASSIST IN OUR RURAL PATROL AND SEARCH AND RESCUE.,CANCELLED: Rolling stock property must have a photo uploaded into RTD.  Please contact the site to have them upload a picture of the property.
LESOHQ,2461993,AL,BARBOUR COUNTY SHERIFF DEPT        ,2340,DSATV4WHE,"ALL TERRAIN VEHICLE, 4 WHEEL",EA,1,5600,2019-10-30 16:14:55.000003,OUR DEPT. IS TRYING TO FIND ATVS AND UTVS TO ASSIST IN RURAL PATROL AND SEARCH AND RESCUE.,CANCELLED: Rolling stock property must have a photo uploaded into RTD.  Please contact the site to have them upload a picture of the property.
LESOHQ,2465851,AL,BARBOUR COUNTY SHERIFF DEPT        ,2330,DSTRAILE1,TRAILER,EA,1,3500,2019-11-06 19:20:08.999998,BARBOUR COUNTY SHERIFF'S OFFICE CAN USE THIS TRAILER FOR HAULING AND MAINTAINING THE ATVS AND UTVS.,CANCELLED:  Item(s) has already been approved for another agency.
LESOHQ,2487595,AL,BARBOUR COUNTY SHERIFF DEPT        ,2340,DSATV4WHE,"ALL TERRAIN VEHICLE, 4 WHEEL",EA,1,34154.1,2019-12-25 10:16:35.000002,THE BARBOUR COUNTY SHERIFFS OFFICE COULD USE THIS ATV FOR RURAL PATROL AND FOR SEARCH AND RESCUE.,RECEIPTS: Your Agency has overdue pending receipt(s) in FEPMIS. Please receipt for property prior to placing new requisitions.
LESOHQ,2450303,AL,BARBOUR COUNTY SHERIFF DEPT        ,2330,DSTRAILE1,TRAILER,EA,1,25000,2019-10-04 17:24:20.000001,"THIS TRAILER WILL ALLOW OUR DEPARTMENT TO CONDUCT ON SIGHT PROCESSING, ON SIGHT COMMAND FOR CRITICAL INCIDENTS AND ASSIST IN TRANSPORTING SHERIFF'S OFFICE PROPERTY.",CANCELLED:  Item(s) has already been approved for another agency.
LESOHQ,2487701,AL,BAY MINETTE POLICE DEPT            ,8465,011178699,"BAG,DUFFEL",EA,2,23.21,2019-12-26 11:00:13,BMPD POLICE OFFICERS WOULD UTILIZE THE BACKPACKS TO STORE PERSONAL AND POLICE ISSUED EQUIPMENT WHILE ON DUTY.,CYCLE: This item has moved into the unapproved General Services Administration GSA cycle and cannot be approved to LESO customers.
LESOHQ,2462104,AL,DALE COUNTY SHERIFF OFFICE,7021,DSNOTEBO1,NOTEBOOK COMPUTER,EA,4,1174.47,2019-10-30 20:54:44.000001,"WE ARE REQUESTING THESE COMPUTERS FOR WRITING REPORTS, CITATIONS AND INVESTIGATIVE PURPOSES. THEY WILL BE USED BOTH IN OUR OFFICES AND IN THE FIELD. THANK YOU",CANCELLED:  Item(s) has already been approved for another agency.
LESOHQ,2475795,AL,DALE COUNTY SHERIFF OFFICE,2340,DSATVGATO,"ALL TERRAIN VEHICLE, AG/BVUS",EA,1,12253.91,2019-11-26 21:03:18.999996,DALE COUNTY SHERIFFS OFFICE WOULD LIKE TO REQUISITION THIS VEHICLE TO USE FOR PATROL AND SEARCH AND RESCUE IN THE REMOTE AREAS AND WATERWAYS IN OUR COUNTY. THANK YOU FOR YOUR CONSIDERATION.,CANCELLED:  Item(s) has already been approved for another agency.
LESOHQ,2474081,AL,DALE COUNTY SHERIFF OFFICE,7025,DSHARDDR1,"HARD DRIVE, INTERNAL",EA,12,99.99,2019-11-22 20:21:08.999997,"WE ARE REQUESTING THESE PARTS TO UPGRADE AND REPAIR OUR COMPUTERS THAT ARE USED FOR REPORT WRITING, WARRANT SERVICE AND CITATIONS. THANK YOU FOR YOUR CONSIDERATION",CANCELLED:  Item(s) has already been approved for another agency.
LESOHQ,2452671,AL,DALE COUNTY SHERIFF OFFICE,2310,DSVAN0000,VAN,EA,1,23406.75,2019-10-09 20:42:19,"WE ARE REQUESTING THIS VEHICLE TO USE AS A PATROL VEHICLE FOR THE DALE COUNTY SHERIFFS OFFICE. IT WILL BE USED FOR PATROL FUNCTIONS, DRUG INTERDICTION, AND TRAFFIC ENFORCEMENT. THANK YOU FOR YOUR CONSIDERATION.",CANCELLED:  Item(s) has already been approved for another agency.
LESOHQ,2479799,AL,DALE COUNTY SHERIFF OFFICE,6515,015217976,"TOURNIQUET,NONPNEUM",EA,20,41.47,2019-12-06 16:52:04.999996,WE ARE REQUESTING THESE TO ISSUE TO OUR DEPUTIES TO TREAT LIFE THREATENING INJURIES THEY OR A MEMBER OF THE PUBLIC MAY RECEIVE IN A CRITICAL INCIDENT. THANK YOU,CANCELLED:  Item(s) has already been approved for another agency.
LESOHQ,2475796,AL,DALE COUNTY SHERIFF OFFICE,2340,015495375,ALL TERRAIN VEHICLE WHEELED,EA,1,8000,2019-11-26 21:03:18.999996,DALE COUNTY SHERIFFS OFFICE WOULD LIKE TO REQUISITION THIS VEHICLE TO USE FOR PATROL AND SEARCH AND RESCUE IN THE REMOTE AREAS AND WATERWAYS IN OUR COUNTY. THANK YOU FOR YOUR CONSIDERATION.,CANCELLED:  Item(s) has already been approved for another agency.
LESOHQ,2450342,AL,DALE COUNTY SHERIFF OFFICE,7021,DSNOTEBO1,NOTEBOOK COMPUTER,EA,8,420,2019-10-04 20:23:50.000004,"WE ARE REQUESTING THESE COMPUTERS TO ENHANCE OUR MOBILE COMPUTING CAPABILITIES IN OUR PATROL VEHICLES. THEY WILL BE USED FOR REPORT WRITING, CITATIONS, WARRANTS AND CIVIL PROCESS. THANK YOU",CANCELLED:  Item(s) has already been approved for another agency.
LESOHQ,2452094,AL,DALEVILLE DEPT OF PUBLIC SAFETY,2340,DSATV4WHE,"ALL TERRAIN VEHICLE, 4 WHEEL",EA,1,6199,2019-10-08 18:29:23,"THIS ITEM WILL BE USED FOR SEARCH AND RESCUE, RANGE DETAILS AND TO TRANSPORT ITEMS. IT WILL BE STORED IN A CLIMATE CONTROLLED AND LOCKED AREA.",CANCELLED:  Item(s) has already been approved for another agency.
LESOHQ,2465115,AL,DALEVILLE DEPT OF PUBLIC SAFETY,2340,DSCART000,"CART, MOTORIZED",EA,1,17000,2019-11-05 12:20:05.999997,THIS ITEM WILL BE USED TO TRANSPORT EMERGENCY RESPONSE AND SEARCH AND RESCUE ITEMS TO SCENES. THIS ITEM WILL BE STORED IN A CLIMATE CONTROLLED AND LOCKED AREA.,CANCELLED:  Item(s) has already been approved for another agency.
LESOHQ,2453267,AL,DALEVILLE DEPT OF PUBLIC SAFETY,2420,DSTRACTO1,"TRACTORS, WHEELED",EA,1,20000,2019-10-10 16:32:58.000001,THIS ITEM WILL BE USED TO MAINTAIN THE POLICE RANGE. IT WILL ALSO BE USED TO HELP BUILD A RANGE SHOOT HOUSE. THIS ITEM WILL BE STORED IN A CLIMATE CONTROLLED AND LOCKED AREA.,CANCELLED:  Item(s) has already been approved for another agency.
LESOHQ,2452092,AL,DALEVILLE DEPT OF PUBLIC SAFETY,6230,DSLIGHT01,"ELECTRIC PORTABLE, HAND LIGHTING EQUIP",EA,2,5712,2019-10-08 18:29:23,THIS ITEM WILL BE USED TO LIGHT UP CRIME SCENES AND OTHER EVENTS THAT WOULD REQUIRE A LARGE LIGHT SOURCE. THIS ITEM WILL BE STORED IN A LOCKED AND CLIMATE CONTROLLED FACILITIES.,CANCELLED:  Item(s) has already been approved for another agency.
LESOHQ,2459518,AL,DALEVILLE DEPT OF PUBLIC SAFETY,2320,DSPICKUP0,PICKUP,EA,1,20000,2019-10-25 14:52:54.999998,"THIS ITEM WILL BE USED BY OUR INVESTIGATORS TO CONDUCT INVESTIGATIONS, DRUG INTERDICTION AND PATROL. THIS VEHICLE WILL BE REGULARLY MAINTAINED AND STORED IN SECURED FACILITY.",CANCELLED: Rolling stock property must have a photo uploaded into RTD.  Please contact the site to have them upload a picture of the property.
LESOHQ,2479620,AL,DALEVILLE DEPT OF PUBLIC SAFETY,2320,005802955,"TRUCK,CARGO",EA,1,32330,2019-12-06 13:57:02.999998,THIS ITEM WILL BE USED BY OUR INVESTIGATORS AS A PATROL VEHICLE DURING TRAFFIC STOPS AND INVESTIGATIONS. IT WILL BE STORED IN A CLIMATE CONTROLLED AND LOCKED AREA,CYCLE: This item has moved into the unapproved General Services Administration GSA cycle and cannot be approved to LESO customers.
LESOHQ,2463052,AL,DALEVILLE DEPT OF PUBLIC SAFETY,2310,016231545,"UTILITY VEHICLE,OFF ROAD",EA,1,32000,2019-11-01 12:53:19.999997,THIS ITEM WILL BE USED FOR SEARCH AND RESCUE AND MAJOR INCIDENTS THAT CALLS FOR AN OFF ROAD VEHICLE. IT WILL BE STORED IN A CLIMATE CONTROLLED AND VIDEO MONITORED AREA.,RECEIPTS: Your Agency has overdue pending receipt(s) in FEPMIS. Please receipt for property prior to placing new requisitions.
LESOHQ,2484678,AL,DALEVILLE DEPT OF PUBLIC SAFETY,2320,005802955,"TRUCK,CARGO",EA,1,32330,2019-12-17 12:14:10.999997,THIS ITEM WILL BE USED FOR OUR INVESTIGATORS AS A PATROL AND DRUG INTERDICTION VEHICLE. IT WILL BE MAINTAINED AND STORED IN A LOCKED AREA.,CANCELLED:  Item(s) has already been approved for another agency.
LESOHQ,2468274,AL,DALEVILLE DEPT OF PUBLIC SAFETY,2310,016231545,"UTILITY VEHICLE,OFF ROAD",EA,2,32000,2019-11-13 10:40:42.999998,"THESE ITEMS WILL BE USED FOR OFF ROAD INCIDENTS, SEARCH AND RESCUE AND OTHER DETAILS. THEY WILL  BE STORED IN A CLIMATE CONTROLLED AND LOCKED AREA.",RECEIPTS: Your Agency has overdue pending receipt(s) in FEPMIS. Please receipt for property prior to placing new requisitions.
LESOHQ,2460320,AL,DALEVILLE DEPT OF PUBLIC SAFETY,2320,011236827,"TRUCK,CARGO",EA,1,15751,2019-10-28 16:53:02.999996,THIS VEHICLE WILL BE USED BY OUR INVESTIGATORS FOR DRUG INTERDICTION AND OTHER INVESTIGATION TASKS. THIS ITEM WILL BE REGULARLY MAINTAINED,CANCELLED: Rolling stock property must have a photo uploaded into RTD.  Please contact the site to have them upload a picture of the property.
LESOHQ,2483688,AL,DOJ/FBI HAZ DEVICES SCHOOL,8415,015386754,"JACKET,COLD WEATHER",EA,25,62.09,2019-12-16 07:57:17.000004,JACKETS WILL BE UTILIZED BY THE SPECIAL AGENT AND PUBLIC SERVICE BOMB TECHNICIANS DURING THEIR TRAINING AT THE SCHOOL.  THE JACKETS WILL BE ISSUED AND RETURNED TO BE UTILIZED FOR MULTIPLE CLASSES.,CYCLE: This item has moved into the unapproved General Services Administration GSA cycle and cannot be approved to LESO customers.
LESOHQ,2452256,AL,DOTHAN REGIONAL AIRPORT POLICE,2340,DSATV4WHE,"ALL TERRAIN VEHICLE, 4 WHEEL",EA,1,6199,2019-10-09 08:38:24,THIS PIECE OF EQUIPMENT WILL BE USED BY POLICE DEPARTMENT TO HAUL POLICE EQUIPMENT TO SPECIAL EVENTS AND CONDUCT SEARCH INCIDENTS ON AIRPORT PREMISES,CANCELLED:  Item(s) has already been approved for another agency.
LESOHQ,2452255,AL,DOTHAN REGIONAL AIRPORT POLICE,6230,DSLIGHT01,"ELECTRIC PORTABLE, HAND LIGHTING EQUIP",EA,1,5712,2019-10-09 08:38:24,"THIS PIECE OF EQUIPMENT WILL BE USED BY THE POLICE DEPARTMENT TO LIGHT UP DISASTER EVENTS, SPECIAL EVENTS AT THE AIRPORT. THE EQUIPMENT IS A MUCH NEEDED PIECE OF EQUIPMENT FOR AIRPORT SECURITY AND PROTECTION.",CANCELLED:  Item(s) has already been approved for another agency.
LESOHQ,2483156,AL,FAYETTE COUNTY SHERIFF DEPT,5180,013756928,"TOOL KIT,AIRCRAFT MAINTENANCE",KT,1,1058,2019-12-13 13:31:19.000004,THE FAYETTE COUNTY SHERIFF OFFICE WILL USE THIS KIT TO REPAIR AND MAINTAIN FLEET VEHICLES.,RECEIPTS: Your Agency has overdue pending receipt(s) in FEPMIS. Please receipt for property prior to placing new requisitions.
LESOHQ,2450311,AL,GURLEY POLICE DEPT,7021,DSNOTEBO1,NOTEBOOK COMPUTER,EA,6,420,2019-10-04 17:38:02.000002,THE GURLEY POLICE DEPT COULD UTILIZE THESE TABLETS INSIDE OF OUR PATROL CARS TO HELP MAKE REPORT WRITING AND EVERYDAY TASKS EASIER AND MORE CONVENIENT.,CANCELLED:  Item(s) has already been approved for another agency.
LESOHQ,2450309,AL,GURLEY POLICE DEPT,2330,DSTRAILE1,TRAILER,EA,1,25000,2019-10-04 17:38:02.000002,THE GURLEY POLICE DEPT COULD UTILIZE THIS TRAILER FOR THE STORAGE AND TRANSPORTATION OF ITEMS FROM THIS PROGRAM ALONG WITH EVIDENCE AND OTHER ITEMS THAT HAVE TO MOVED FROM ONE LOCATION TO ANOTHER.,CANCELLED:  Item(s) has already been approved for another agency.
LESOHQ,2457549,AL,HANCEVILLE POLICE DEPARTMENT,2310,DSVAN0000,VAN,EA,1,5000,2019-10-22 11:48:46.999996,HPD WOULD LIKE TO REQUISITION THIS VEHICLE FOR SURVEILLANCE ON ILLEGAL NARCOTICS ACTIVITY AND TRANSPORT OFFICERS DURING SEARCH WARRANTS.,CANCELLED:  Item(s) has already been approved for another agency.
LESOHQ,2457540,AL,HANCEVILLE POLICE DEPARTMENT,2310,DSVAN0000,VAN,EA,1,5000,2019-10-22 11:38:42.999999,HPD WOULD LIKE TO REQUISITION THIS VEHICLE TO TRANSPORT OUR  SOG TEAM DURING SEARCH WARRANTS AND DO SURVEILLANCE FOR ILLEGAL NARCOTIC ACTIVITIES.,CANCELLED:  Item(s) has already been approved for another agency.
LESOHQ,2469567,AL,HEADLAND POLICE DEPT,7105,DSCHAIRW1,"CHAIR, WOOD",EA,14,50,2019-11-15 15:01:12.999999,THE HEADLAND POLICE DEPARTMENT AND OFFICERS WOULD BENEFIT FROM THIS EQUIPMENT BY HAVING THE PROPER EQUIPMENT AT STATION TO PROPERLY AND SAFELY COMPLETE THIER JOB.,CYCLE: This item has moved into the unapproved General Services Administration GSA cycle and cannot be approved to LESO customers.
LESOHQ,2450866,AL,HELENA POLICE DEPT,7021,DSNOTEBO1,NOTEBOOK COMPUTER,EA,6,420,2019-10-07 14:13:45.999998,UNITS WOULD BE USED FOR INVESTIGATIONS FORENSICS  PATROL OFFICER ALONG WITH ADMINISTRATIVE OFFICERS,CANCELLED:  Item(s) has already been approved for another agency.
