Cancelled By,RTD Ref,State,Station Name (LEA),FSC,NIIN,Item Name,UI,Quantity,Acquisition Value,Date Requested,Justification,Reason Cancelled
LESOHQ,2410196,AL,AL STATE PARKS DIV,4910,015033086,"LIFT,MOTOR VEHICLE",EA,2,24070,2019-07-13 21:16:08,"THIS LIFT WOULD BE IDEAL FOR OUR AGENCY FOR THE MAINTENANCE AND REPAIR FOR OUR LAW ENFORCEMENT VEHICLES AND HEAVIER CAPACITY - LARGER SIZED LE SUPPORT AND POWER EQUIPMENT USED TO KEEP ROADWAYS CLEAR FOR LE VEHICLES TO PATROL AND ENFORCE PARK RULES AND REGULATIONS ESPECIALLY AFTER WEATHER EVENTS CAUSE ROAD TRAVEL IMPAIRMENT. WE WOULD PLACE ONE OF THESE AT ONE OF OUR LARGER GARAGES IN NORTH ALABAMA, AND ANOTHER ONE AT A LARGER PARK IN SOUTH ALABAMA.",RECEIPTS: Your Agency has overdue pending receipt(s) in FEPMIS. Please receipt for property prior to placing new requisitions.
LESOHQ,2438078,AL,ATMORE PD,8340,011852613,"TENT, TEMPER, TYPE VII, TAN",EA,2,7169.27,2019-09-09 17:08:43.999996,THE ATMORE POLICE DEPARTMENT WILL USE THIS EQUIPMENT TO ALLOWING OFFICERS TO UTILIZE DURING EXTREMELY HOT DAYS AND REMOVE THEM FROM THE SUN DURING SPECIAL EVENTS.,PAPERWORK: Your agency must have a State Plan of Operation SPO uploaded into FEPMIS before requesting excess DoD property in RTD Web. Please contact your LESO State Coordinators Office.
LESOHQ,2418099,AL,BOAZ POLICE DEPT,2340,DSATV4WHE,"ALL TERRAIN VEHICLE, 4 WHEEL",EA,2,10000,2019-07-30 09:58:59.999998,"TO BE USED FOR DRUG ERADICATION, SEARCH AND RESCUE OPERATIONS AND FOR OFF ROAD USE BY THE POLICE DEPARTMENT FOR POLICE RELATED CALLS. ALSO TO BE USED BY OFFICERS FOR PATROL ON SPECIAL COMMUNITY EVENTS AND OTHER POLICE RELATED ACTIVITIES.",CANCELLED:  Item(s) has already been approved for another agency.
LESOHQ,2418098,AL,BOAZ POLICE DEPT,2340,DSATV4WHE,"ALL TERRAIN VEHICLE, 4 WHEEL",EA,2,9330.44,2019-07-30 09:56:08.000002,"TO BE USED FOR DRUG ERADICATION, SEARCH AND RESCUE OPERATIONS AND FOR OFF ROAD USE BY THE POLICE DEPARTMENT FOR POLICE RELATED CALLS. ALSO TO BE USED BY OFFICERS FOR PATROL ON SPECIAL COMMUNITY EVENTS AND OTHER POLICE RELATED ACTIVITIES.",CANCELLED:  Item(s) has already been approved for another agency.
LESOHQ,2387580,AL,BUTLER COUNTY SHERIFF DEPT,1940,DSBOAT000,SMALL CRAFT BOAT,EA,1,4000,2019-06-10 10:24:46.999998,BUTLER COUNTY SHERIFFS OFFICE WILL USE THIS FOR WATER SEARCH AND RESCUES IN LAKES AND PONDS. ALSO FOR ANY OTHER DISASTERS SUCH AS FLOODING.,CANCELLED:  Item(s) has already been approved for another agency.
LESOHQ,2390396,AL,COTTONWOOD POLICE DEPTMENT,8115,DSCASE003,CASE,EA,8,700,2019-06-14 14:00:49.999997,TO BE USED BY THE COTTONWOOD POLICE DEPARTMENT FOR STORAGE OF SMALL MATERIALS AND EQUIPMENT.,CYCLE: This item has moved into the unapproved General Services Administration GSA cycle and cannot be approved to LESO customers.
LESOHQ,2390397,AL,COTTONWOOD POLICE DEPTMENT,8115,DSCASE003,CASE,EA,2,249.58,2019-06-14 14:00:49.999997,TO BE USED BY THE COTTONWOOD POLICE DEPARTMENT FOR MISC. EQUIPMENT STORAGE.,CYCLE: This item has moved into the unapproved General Services Administration GSA cycle and cannot be approved to LESO customers.
LESOHQ,2418113,AL,DALE COUNTY SHERIFF OFFICE,2340,DSATV4WHE,"ALL TERRAIN VEHICLE, 4 WHEEL",EA,2,10000,2019-07-30 10:08:20,WE REQUEST THESE MULES FOR SEARCHING AND SEARCH AND RESCUE IN OUR RURAL AREAS AND WATERWAYS. IF THESE ARE INOPERABLE WE CAN USE THEM FOR PARTS TO REPAIR OUR BROKE DOWN MULES. THANK YOU FOR YOUR CONSIDERATION.,CANCELLED:  Item(s) has already been approved for another agency.
LESOHQ,2396957,AL,DALE COUNTY SHERIFF OFFICE,6130,014970964,CHARGER SUBASSEMBLY,EA,20,533.28,2019-06-21 15:37:38.999997,WE REQUEST THESE CHARGERS TO USE ON OUR EQUIPMENT AND PATROL VEHICLES TO KEEP THE BATTERY'S CHARGED WHEN NOT IN USE. THANK YOU FOR YOUR CONSIDERATION.,CYCLE: This item has moved into the unapproved General Services Administration GSA cycle and cannot be approved to LESO customers.
LESOHQ,2403355,AL,DALE COUNTY SHERIFF OFFICE,6145,000516881,"WIRE,ELECTRICAL",FT,300,0.62,2019-06-30 20:47:25.000002,"WE ARE REQUESTING THIS WIRE FOR INSTALLING EMERGENCY EQUIPMENT, LIGHTS, SIRENS AND RADIOS IN OUR  PATROL VEHICLE AND FOR VEHICLE REPAIRS. THANK YOU",CYCLE: This item has moved into the unapproved General Services Administration GSA cycle and cannot be approved to LESO customers.
LESOHQ,2391882,AL,DALE COUNTY SHERIFF OFFICE,7035,DSSTANDAR,"STAND, COMPUTER",EA,6,80,2019-06-16 14:32:47.999999,WE REQUEST THESE STANDS FOR MOUNTING COMPUTER MONITORS AT OUR OFFICE AND OTHER FACILITIES. THESE WILL IMPROVE EFFICIENCY AND MAKE DATA ENTRY EASIER.,CYCLE: This item has moved into the unapproved General Services Administration GSA cycle and cannot be approved to LESO customers.
LESOHQ,2403357,AL,DALE COUNTY SHERIFF OFFICE,6145,010747532,"WIRE,ELECTRICAL",FT,200,0.09,2019-06-30 20:47:25.000002,"WE ARE REQUESTING THIS WIRE FOR INSTALLING EMERGENCY EQUIPMENT, LIGHTS, SIRENS AND RADIOS IN OUR  PATROL VEHICLE AND FOR VEHICLE REPAIRS. THANK YOU",CYCLE: This item has moved into the unapproved General Services Administration GSA cycle and cannot be approved to LESO customers.
LESOHQ,2383915,AL,DALE COUNTY SHERIFF OFFICE,2320,DSPICKUP0,PICKUP,EA,1,23194,2019-06-03 21:19:50.999998,"THE DALE COUNTY SHERIFFS OFFICE IS IN NEED OF PATROL VEHICLES. THIS VEHICLE WILL BE USED FOR PATROL, TRAFFIC ENFORCEMENT AND DRUG INTERDICTION AND OTHER LAWFUL PURPOSES.. WE ARE CURRENTLY SHORT OF PATROL VEHICLES.  
 AND THIS VEHICLE WILL BE A MUCH NEEDED VALUABLE ASSET.THANK YOU FOR YOUR CONSIDERATION.",CANCELLED:  Item(s) has already been approved for another agency.
LESOHQ,2383913,AL,DALE COUNTY SHERIFF OFFICE,2310,DSPASSMOT,PASSENGER MOTOR VEHICLES,EA,1,24000,2019-06-03 21:19:50.999998,"THE DALE COUNTY SHERIFFS OFFICE IS IN NEED OF PATROL VEHICLES. THIS VEHICLE WILL BE USED FOR PATROL, TRAFFIC ENFORCEMENT AND DRUG INTERDICTION AND OTHER LAWFUL PURPOSES.. WE ARE CURRENTLY SHORT OF PATROL VEHICLES.  
 AND THIS VEHICLE WILL BE A MUCH NEEDED VALUABLE ASSET.THANK YOU FOR YOUR CONSIDERATION.",CANCELLED:  Item(s) has already been approved for another agency.
LESOHQ,2383912,AL,DALE COUNTY SHERIFF OFFICE,2310,DSPASSMOT,PASSENGER MOTOR VEHICLES,EA,1,24000,2019-06-03 21:19:50.999998,"THE DALE COUNTY SHERIFFS OFFICE IS IN NEED OF PATROL VEHICLES. THIS VEHICLE WILL BE USED FOR PATROL, TRAFFIC ENFORCEMENT AND DRUG INTERDICTION AND OTHER LAWFUL PURPOSES.. WE ARE CURRENTLY SHORT OF PATROL VEHICLES.  
 AND THIS VEHICLE WILL BE A MUCH NEEDED VALUABLE ASSET.THANK YOU FOR YOUR CONSIDERATION.",CANCELLED:  Item(s) has already been approved for another agency.
LESOHQ,2383911,AL,DALE COUNTY SHERIFF OFFICE,2310,DSPASSMOT,PASSENGER MOTOR VEHICLES,EA,1,24000,2019-06-03 21:19:50.999998,"THE DALE COUNTY SHERIFFS OFFICE IS IN NEED OF PATROL VEHICLES. THIS VEHICLE WILL BE USED FOR PATROL, TRAFFIC ENFORCEMENT AND DRUG INTERDICTION AND OTHER LAWFUL PURPOSES.. WE ARE CURRENTLY SHORT OF PATROL VEHICLES.  
 AND THIS VEHICLE WILL BE A MUCH NEEDED VALUABLE ASSET.THANK YOU FOR YOUR CONSIDERATION.",CANCELLED:  Item(s) has already been approved for another agency.
LESOHQ,2383910,AL,DALE COUNTY SHERIFF OFFICE,2310,DSPASSMOT,PASSENGER MOTOR VEHICLES,EA,1,24000,2019-06-03 21:19:50.999998,"THE DALE COUNTY SHERIFFS OFFICE IS IN NEED OF PATROL VEHICLES. THIS VEHICLE WILL BE USED FOR PATROL, TRAFFIC ENFORCEMENT AND DRUG INTERDICTION AND OTHER LAWFUL PURPOSES.. WE ARE CURRENTLY SHORT OF PATROL VEHICLES.  
 AND THIS VEHICLE WILL BE A MUCH NEEDED VALUABLE ASSET.THANK YOU FOR YOUR CONSIDERATION.",CANCELLED:  Item(s) has already been approved for another agency.
LESOHQ,2428109,AL,DALE COUNTY SHERIFF OFFICE,2310,DSVAN0000,VAN,EA,1,28417.53,2019-08-16 16:10:47.000001,"DALE COUNTY SHERIFFS OFFICE REQUESTS THIS VEHICLE FOR PATROL FUNCTIONS, TRAFFIC ENFORCEMENT, SURVEILLANCE, PERSONNEL AND EQUIPMENT TRANSPORT TO AND FROM SCENES. WE ARE CURRENTLY IN SERIOUS NEED OF VEHICLES. THANK YOU FOR CONSIDERING US FOR THIS ITEM.",CANCELLED:  Item(s) has already been approved for another agency.
LESOHQ,2428904,AL,DALE COUNTY SHERIFF OFFICE,7025,DSHARDDR1,"HARD DRIVE, INTERNAL",EA,20,97.71,2019-08-19 16:32:27.000001,"WE REQUEST THESE COMPUTER PARTS TO USE IN COMPUTERS THAT WE WERE AWARDED THAT ARE MISSING PARTS. THE FINISHED COMPUTERS WILL BE USED FOR TRAFFIC CITATIONS, WARRANT AND CIVIL SERVICE AND REPORT WRITING. THANK YOU",CANCELLED: Per a DLA directive these devices cannot be reutilized as they have been found to contain personal sensitive data.
LESOHQ,2424174,AL,DALE COUNTY SHERIFF OFFICE,7025,DSEXTERNA,"HARD DRIVE, EXTERNAL",EA,7,94,2019-08-08 16:27:57.000001,WE REQUEST THESE PARTS FOR COMPUTER REPAIRS AND DATA STORAGE. THANK YOU,"JUSTIFICATION: Please provide a justification that states these three requirements. We need to know that it will be used by the requesting Law Enforcement Agency, used for a Law Enforcement purpose and be persuasive. Provide specific examples of how the item will be used."
LESOHQ,2445716,AL,DALE COUNTY SHERIFF OFFICE,2310,DSPASSMOT,PASSENGER MOTOR VEHICLES,EA,1,65500,2019-09-25 18:15:00.000003,"THE DALE COUNTY SHERIFFS OFFICE REQUEST THIS VEHICLE TO CONVERT TO A PATROL VEHICLE. IT WILL BE USE FOR PATROL, TRAFFIC ENFORCEMENT, DRUG  INTERDICTION, AND WARRANT SERVICE. THANK YOU FOR YOUR CONSIDERATION.",CANCELLED:  Item(s) has already been approved for another agency.
LESOHQ,2418112,AL,DALE COUNTY SHERIFF OFFICE,2340,DSATV4WHE,"ALL TERRAIN VEHICLE, 4 WHEEL",EA,2,9330.44,2019-07-30 10:08:20,WE REQUEST THESE MULES FOR SEARCHING AND SEARCH AND RESCUE IN OUR RURAL AREAS AND WATERWAYS. IF THESE ARE INOPERABLE WE CAN USE THEM FOR PARTS TO REPAIR OUR BROKE DOWN MULES. THANK YOU FOR YOUR CONSIDERATION.,CANCELLED:  Item(s) has already been approved for another agency.
LESOHQ,2445081,AL,DALE COUNTY SHERIFF OFFICE,2310,016231545,"UTILITY VEHICLE,OFF ROAD",EA,1,32000,2019-09-24 16:11:46.000003,WE REQUEST THIS VEHICLE TO USE TO PATROL OUR WATERWAYS AND RURAL AREAS THAT ARE HARD TO REACH WITH CONVENTIONAL VEHICLES. WE WILL USE IT FOR SEARCH AND RESCUE AS WELL. THANK YOU FOR YOUR CONSIDERATION.,CANCELLED:  Item(s) has already been approved for another agency.
LESOHQ,2390525,AL,GURLEY POLICE DEPT,5855,014609157,"GRIP,PISTOL,LASER",EA,6,304.43,2019-06-14 18:45:52.000004,"THE GURLEY POLICE DEPT COULD USE THESE TO ISSUE TO EACH OFFICER TO BE ATTACHED TO HIS PATROL RIFLE, THESE WOULD HELP WITH VISION AND TARGET ACQUISITION IN LOW LIGHT CONDITIONS",CANCELLED:  Item(s) has already been approved for another agency.
LESOHQ,2385393,AL,GURLEY POLICE DEPT,2310,010907739,"AUTOMOBILE,SEDAN",EA,1,9176,2019-06-05 12:21:56.000001,"THE GURLEY POLICE DEPT COULD UTILIZE THIS VEHICLE AS A SUPERVISORS VEHICLE AND FOR A TRAINING TRAVEL VEHICLE, AS CURRENTLY WHEN AN OFFICER HAS TO GO OUT OF TOWN FOR TRAINING THEY HAVE TO TAKE THEIR PERSONAL CAR, WHICH DOES COST THE TOWN A SUBSTANTIAL AMOUNT OF MONEY WHEN CONVERTED TO THE CURRENT MILEAGE RATE",CANCELLED:  Item(s) has already been approved for another agency.
LESOHQ,2385330,AL,GURLEY POLICE DEPT,2340,DSATV4WHE,"ALL TERRAIN VEHICLE, 4 WHEEL",EA,1,9895.66,2019-06-05 10:39:44.999997,"THE GURLEY POLICE DEPT COULD USE THIS FOR OUR PATROL OPERATIONS IN THE AREAS OF KEEL MTN AND PUTMAN MTN WHERE THERE ARE NO GOOD ROADS, WE ALSO HELP LOOK FOR AND EXFIL LOST OR STRANDED HIKERS, THIS WOULD BE VERY HELPFUL AND AN ASSET TO THE COMMUNITY.",CANCELLED:  Item(s) has already been approved for another agency.
LESOHQ,2401966,AL,GURLEY POLICE DEPT,2340,DSMTRCYCL,MOTORCYCLE,EA,1,3000,2019-06-27 17:38:41.000003,THE GURLEY POLICE DEPT COULD UTILIZE THIS MOTORCYCLE OUR SGT HAS EXTENSIVE EXPERIENCE WITH MOTOR PATROL AND BEING ON A MAJOR HIGHWAY WE COULD BENEFIT FROM THIS FOR TRAFFIC ENFORCEMENT.,CANCELLED:  Item(s) has already been approved for another agency.
LESOHQ,2401964,AL,GURLEY POLICE DEPT,2340,DSMTRCYCL,MOTORCYCLE,EA,1,3000,2019-06-27 17:36:17.000001,THE GURLEY POLICE DEPT COULD UTILIZE THIS MOTORCYCLE OUR SGT HAS EXTENSIVE EXPERIENCE WITH MOTOR PATROL AND BEING ON A MAJOR HIGHWAY WE COULD BENEFIT FROM THIS FOR TRAFFIC ENFORCEMENT.,CANCELLED:  Item(s) has already been approved for another agency.
LESOHQ,2385076,AL,GURLEY POLICE DEPT,6210,DSLIGHTSE,LIGHT SET,EA,1,6000,2019-06-04 19:38:07.000002,"THE GURLEY POLICE DEPT COULD UTILIZE THIS LIGHT FOR EMERGENCY SITUATIONS THAT OCCUR IN OUR AREA, THE POLICE DEPT COULD ALSO USE THIS AT OUR POLICE EVENTS SUCH AS THE 4TH OF JULY CELEBRATION AND CAR SHOW FOR ADDED SECURITY AND VISIBILITY",CANCELLED:  Item(s) has already been approved for another agency.
LESOHQ,2404878,AL,GURLEY POLICE DEPT,6545,015300929,"FIRST AID KIT,UNIVE",KT,10,86.78,2019-07-02 10:33:02.000002,"THE GURLEY POLICE DEPT COULD UTILIZE THESE BY ISSUING ONE TO EACH OFFICER FOR HIS OR HER PATROL CAR AND PLACING ONE IN THE OFFICE, WAREHOUSE, AND IN THE ARMORY",CYCLE: This item has moved into the unapproved General Services Administration GSA cycle and cannot be approved to LESO customers.
LESOHQ,2401965,AL,GURLEY POLICE DEPT,2340,DSMTRCYCL,MOTORCYCLE,EA,1,3000,2019-06-27 17:36:17.000001,THE GURLEY POLICE DEPT COULD UTILIZE THIS MOTORCYCLE OUR SGT HAS EXTENSIVE EXPERIENCE WITH MOTOR PATROL AND BEING ON A MAJOR HIGHWAY WE COULD BENEFIT FROM THIS FOR TRAFFIC ENFORCEMENT.,CANCELLED:  Item(s) has already been approved for another agency.
LESOHQ,2385342,AL,GURLEY POLICE DEPT,2340,DSATV4WHE,"ALL TERRAIN VEHICLE, 4 WHEEL",EA,1,9895.66,2019-06-05 10:45:08.000004,"THE GURLEY POLICE DEPT COULD USE THIS FOR OUR PATROL OPERATIONS IN THE AREAS OF KEEL MTN AND PUTMAN MTN WHERE THERE ARE NO GOOD ROADS, WE ALSO HELP LOOK FOR AND EXFIL LOST OR STRANDED HIKERS, THIS WOULD BE VERY HELPFUL AND AN ASSET TO THE COMMUNITY.",CANCELLED:  Item(s) has already been approved for another agency.
LESOHQ,2400706,AL,HANCEVILLE POLICE DEPARTMENT,2310,DSSEDAN00,SEDAN,EA,1,20000,2019-06-26 13:13:26.999996,THE HANCEVILLE POLICE DEPARTMENT REQUEST THIS ITEM TO USE AS AN UNDERCOVER VEHICLE FOR OUR NARCOTIC UNIT DURING SPECIAL OPERATION ASSIGNMENTS.,CANCELLED:  Item(s) has already been approved for another agency.
LESOHQ,2428268,AL,HOUSTON COUNTY SHERIFF DEPT,2320,010907831,"TRUCK,CARRYALL",EA,1,15000,2019-08-17 12:44:07.000002,THE HOUSTON COUNTY SHERIFFS OFFICE WILL USE ASSIGN THIS VEHICLE TO OUR NARCOTICS AND VICE UNIT TO USE IN UNDERCOVER LAW ENFORCEMENT ACTIVITIES TO DETECT ILLEGAL DRUG ACTIVITY AND TO CONDUCT OTHER LAW ENFORCEMENT OPERATIONS THAT ARE DIFFICULT TO ACCOMPLISH ON A MARKED PATROL UNIT,CANCELLED:  Item(s) has already been approved for another agency.
LESOHQ,2442751,AL,JEFFERSON COUNTY SHERIFF'S OFFICE,2420,DSTRACTO1,"TRACTORS, WHEELED",EA,1,42770,2019-09-19 09:24:23.999996,THIS EQUIPMENT WILL BE USED FOR GROUNDS UPKEEP AND MAINTENANCE OF OUR LAW ENFORCEMENT TRAINING ACADEMY AND RECRUIT BARRACKS FACILITY.,CANCELLED:  Item(s) has already been approved for another agency.
LESOHQ,2445128,AL,JEFFERSON COUNTY SHERIFF'S OFFICE,2340,015746673,ALL TERRAIN VEHICLE WHEELED,EA,2,11365,2019-09-24 19:23:43.999996,THIS EQUIPMENT WILL BE USED AS HIGH MOBILITY TRANSPORTATION FOR LAW ENFORCEMENT RESPONSE DURING SEARCH AND RESCUE OPERATIONS AND NATURAL DISASTERS.,CANCELLED:  Item(s) has already been approved for another agency.
LESOHQ,2387502,AL,JEFFERSON COUNTY SHERIFF'S OFFICE,1940,DSBOAT000,SMALL CRAFT BOAT,EA,1,4000,2019-06-10 08:27:52.000001,EQUIPMENT WILL BE USED FOR LAW ENFORCEMENT WATER SEARCH AND RESCUE.,CANCELLED:  Item(s) has already been approved for another agency.
LESOHQ,2410489,AL,MIDFIELD POLICE DEPT,2310,011112274,"TRUCK,AMBULANCE",EA,1,96466,2019-07-15 11:56:40.000001,TO BE CONVERTED AND USED AS A PERSONELL CARRIER TO GET POLICE INTO A DISATER SITUATION SUCH AS A TORNADO OR FLOOD EVENT.,RECEIPTS: Agency has overdue property receipts
LESOHQ,2384809,AL,MIDFIELD POLICE DEPT,6210,DSLIGHTSE,LIGHT SET,EA,1,6000,2019-06-04 14:57:58.999997,TO BE USED FOR NIGHT CRIME SCENE TECH WORK,CANCELLED:  Item(s) has already been approved for another agency.
LESOHQ,2428652,AL,NORTHPORT POLICE DEPT,2310,DSVAN0000,VAN,EA,1,28417.53,2019-08-19 08:32:06,THE NORTHPORT PD WILL USE THIS VEHICLE TO TRANSPORT OFFICERS TO AND FROM POLICE RELATED TRAINING EVENTS.,CANCELLED:  Item(s) has already been approved for another agency.
LESOHQ,2443703,AL,ODENVILLE POLICE DEPT,2320,015015871,"TRUCK,CARRYALL",EA,1,30000,2019-09-22 15:16:22.999998,THE TRUCK WILL BE USED BY THE POLICE DEPARTMENT NARCOTICS UNIT AS AN UNDERCOVER UNIT. UNDERCOVER AND SURVEILLANCE UNITS SUCCESS DEPENDS ON VEHICLES THAT DO NOT STAND OUT. OLDER CIVILIAN VEHICLES ARE OPTIMAL.,CANCELLED:  Item(s) has already been approved for another agency.
LESOHQ,2387649,AL,TROY UNIVERSITY POLICE DEPT HI_ED,2310,011745748,"AUTOMOBILE,SEDAN",EA,1,7000,2019-06-10 12:00:28.999996,VEHICLE WILL BE REPAIRED AND PAINTED UNIVERSITY POLICE COLORS AND USED AS A PATROL VEHICLE BY OFFICERS ON CAMPUS. IT WILL REPLACE OLDER VEHICLES THAT HAVE RECENTLY FAILED DUE TO ENGINE AND TRANSMISSION PROBLEMS. THE PONTIAC G6 IS THE SAME VEHICLE AS OUR CHEVY CAPRICES SO IT WILL FIT INTO THE FLEET NICELY.,CANCELLED:  Item(s) has already been approved for another agency.
LESOHQ,2384540,AL,TUSCALOOSA POLICE DEPT,2320,DSPICKUP0,PICKUP,EA,1,23194,2019-06-04 07:51:30.000004,"TPD REQUESTS THIS TRUCK TO BE USED FOR THE TRANSPORT AND STAGING OF OFFICERS, SUPPLIES IN EQUIPMENT DURING EMERGENCY, SPECIAL EVENT AND DISASTER RESPONSES.",CANCELLED:  Item(s) has already been approved for another agency.
LESOHQ,2384539,AL,TUSCALOOSA POLICE DEPT,2310,DSPASSMOT,PASSENGER MOTOR VEHICLES,EA,1,24000,2019-06-04 07:49:03.999996,"TPD REQUESTS THIS TRUCK TO BE USED FOR THE TRANSPORT AND STAGING OF OFFICERS, SUPPLIES IN EQUIPMENT DURING EMERGENCY, SPECIAL EVENT AND DISASTER RESPONSES.",CANCELLED:  Item(s) has already been approved for another agency.
LESOHQ,2384538,AL,TUSCALOOSA POLICE DEPT,2310,DSPASSMOT,PASSENGER MOTOR VEHICLES,EA,1,24000,2019-06-04 07:49:03.999996,"TPD REQUESTS THIS TRUCK TO BE USED FOR THE TRANSPORT AND STAGING OF OFFICERS, SUPPLIES IN EQUIPMENT DURING EMERGENCY, SPECIAL EVENT AND DISASTER RESPONSES.",CANCELLED:  Item(s) has already been approved for another agency.
LESOHQ,2384537,AL,TUSCALOOSA POLICE DEPT,2310,DSPASSMOT,PASSENGER MOTOR VEHICLES,EA,1,24000,2019-06-04 07:49:03.999996,"TPD REQUESTS THIS TRUCK TO BE USED FOR THE TRANSPORT AND STAGING OF OFFICERS, SUPPLIES IN EQUIPMENT DURING EMERGENCY, SPECIAL EVENT AND DISASTER RESPONSES.",CANCELLED:  Item(s) has already been approved for another agency.
LESOHQ,2384536,AL,TUSCALOOSA POLICE DEPT,2310,DSPASSMOT,PASSENGER MOTOR VEHICLES,EA,1,24000,2019-06-04 07:49:03.999996,"TPD REQUESTS THIS TRUCK TO BE USED FOR THE TRANSPORT AND STAGING OF OFFICERS, SUPPLIES IN EQUIPMENT DURING EMERGENCY, SPECIAL EVENT AND DISASTER RESPONSES.",CANCELLED:  Item(s) has already been approved for another agency.
