State,Station Name (LEA),Requisition ID,FSC,NIIN,Item Name,UI,Quantity,Acquisition Value,Date Shipped,Justification
OH,CLARK CTY SHERIFF DEPT             ,2YTCFQ91774109,6720,DSDIGITA0,"CAMERA, DIGITAL",EA,1,2021.34,2019-07-01 00:00:00,DETECTIVES WOULD USE FOR CRIME SCENE PHOTO AND EVIDENCE CAPTURE ON CRIME WCENES
NH,HAMPTON POLICE DEPARTMENT,2YTE2V91631656,2320,014473890,"TRUCK,CARGO",EA,1,184333,2019-07-01 00:00:00,POLICE ACTIVITY AND EMERGENCY MANAGEMENT OPERATIONS TO INCLUDE EVACUATIONS OF HAMPTON BEACH
VA,FREDERICK COUNTY SHERIFF'S OFFICE,2YTEBY91702685,7105,DSSOFA000,SOFA,EA,1,1205.25,2019-07-01 00:00:00,AGENCY WILL USE FURNITURE IN MEETING AREA OF SPECIAL ASSIGNMENT DIVISION OFFICE WHERE CASES AND SURVEILLANCE IS REVIEWED.
NY,GREENWOOD LAKE POLICE DEPT,2YTEVV91692627,2310,011112274,"TRUCK,AMBULANCE",EA,1,96466,2019-07-01 00:00:00,THE VILLAGE OF GREENWOOD LAKE POLICE DEPARTMENT IS REQUESTING THIS AMBULANCE TO CONTINUE TO ENSURE OUR FAST AND EFFICIENT RESPONSE TO RESCUE CALLS. THIS AMBULANCE WILL BE UTILIZED TO TRANSPORT MAN POWER AS WELL AS DIVE AND ICE RESCUE EQUIPMENT TO A EMERGENCY SCENE WHERE IT CAN BE QUICKLY ACCESSED AND PUT TO USE. THIS AMBULANCE WILL ALSO BE TOWING OUR RESCUE TRAILER TO SCENES  TO PROVIDE A ADDITIONAL COMMAND POST FOR LARGER INCIDENTS.
NH,KINGSTON POLICE DEPT,2YTF8A91621421,2330,DSTRAILE1,TRAILER,EA,1,5720,2019-07-01 00:00:00,THIS UNIT WILL BE USED TO TRANSPORT POLICE RELATED EQUIPMENT TO AND FROM EMERGENCY SCENES. TO STORE POLICE EQUIPMENT AND TO TRANSPORT UNLAWFUL DRUGS TO A POLICE STORAGE AREA. WE ARE A HIDTA.
NH,KINGSTON POLICE DEPT,2YTF8A91692483,2330,DSTRAILE1,TRAILER,EA,1,14555,2019-07-01 00:00:00,I AM ACQUIRING THIS UNIT FOR THE NH STATE POLICE. THIS UNIT WILL BE TRANSFERRED TO THEM UPON RECEIVING THE UNIT. THIS WAS A PREVIOUS AGREEMENT WITH LESO.
CA,LOS ANGELES COUNTY SHERIFF DEPT,2YTGX491487996,6150,014975786,"CABLE ASSEMBLY,POWE",EA,10,62.91,2019-07-01 00:00:00,"USED BY LASD FACILITIES SERVICES BUREAU FOR BUILDINGS AND ROOMS USED FOR INTERROGATION, INTERVIEW WITNESSES, AND TRAINING OF PERSONNEL ON COUNTER NARCOTICS AND COUNTER TERRORISM OPERATIONS."
CA,LOS ANGELES COUNTY SHERIFF DEPT,2YTGX491488001,4240,DSGOGGLES,SAFETY GOGGLES,EA,50,120,2019-07-01 00:00:00,"USED BY LASD PERSONNEL DURING WEAPONS TRAINING EXERCISES, FIELD PATROL, SEARCH AND RESCUE, MARIJUANA ERADICATION AND COUNTER TERRORISM OPERATIONS."
CA,LOS ANGELES COUNTY SHERIFF DEPT,2YTGX491488003,4240,DSGOGGLES,SAFETY GOGGLES,EA,75,120,2019-07-01 00:00:00,"USED BY LASD PERSONNEL DURING WEAPONS TRAINING EXERCISES, FIELD PATROL, SEARCH AND RESCUE, MARIJUANA ERADICATION AND COUNTER TERRORISM OPERATIONS."
CA,LOS ANGELES COUNTY SHERIFF DEPT,2YTGX491488004,4240,DSGOGGLES,SAFETY GOGGLES,EA,12,120,2019-07-01 00:00:00,"USED BY LASD PERSONNEL DURING WEAPONS TRAINING EXERCISES, FIELD PATROL, SEARCH AND RESCUE, MARIJUANA ERADICATION AND COUNTER TERRORISM OPERATIONS."
TN,LORETTO POLICE DEPARTMENT,2YTGXX91672245,7910,DSFLRVACU,"FLOOR POLISHERS, VACUUM CLEANING EQUIP",EA,1,200,2019-07-01 00:00:00,THIS WILL BE USED AT THE POLICE DEPARTMENT FOR FLOOR CLEANING.
TN,LORETTO POLICE DEPARTMENT,2YTGXX91672247,5411,DSSHELTER,RIGID WALL SHELTERS,EA,1,4000,2019-07-01 00:00:00,THIS WILL BE USED AS A DRY STORAGE AT OUR IMPOUND LOT FOR SEIZED ITEMS.
NJ,MARLBORO TOWNSHIP POLICE DEPT,2YTHBT91641940,5998,016264536,PC DELL OPTIPLEX 90,EA,45,1020,2019-07-01 00:00:00,THESE COMPUTERS CAN DIRECTLY HELP THE MARLBORO POLICE OFFICERS BY ALLOWING THEM TO ACCESS INFORMATION ON EMERGENCIES AND DISASTERS.
VA,MIDDLETOWN POLICE DEPARTMENT,2YTHPQ91702838,7105,DSTABLE01,"TABLE, HOUSEHOLD",EA,1,189.18,2019-07-01 00:00:00,"TABLE WOULD BE PLACED INSIDE POLICE DEPARTMENT AND BE USED BY LAW ENFORCEMENT OFFICIALS. TABLE WOULD SERVE AS A PIECE OF FURNITURE TO BE USED FOR PAPERWORK, REPORTS AND INTERVIEWS"
VA,MIDDLETOWN POLICE DEPARTMENT,2YTHPQ91702839,7110,DSBOOKCA1,BOOKCASE,EA,1,257.86,2019-07-01 00:00:00,BOOKCASE WOULD BE PLACED INSIDE LOCAL POLICE DEPARTMENT AND BE USED BY LAW ENFORCEMENT OFFICIALS. BOOKCASE WOULD SERVE AS A PIECE OF FURNITURE TO HOLD VIRGINIA LAW AND TRAFFIC CODE BOOKS
VA,SOUTHAMPTON COUNTY SHERIFF DEPT,2YTK9591773944,2530,015765896,"WHEEL,PNEUMATIC TIRE",EA,4,3336,2019-07-01 00:00:00,ITEMS TO USED FOR TACTICAL VEHICLE AWARDED TO THE SWORN MEMBERS OF THE SOUTHAMPTON COUNTY SHERIFF'S OFFICE THAT WILL BE USED TO PROTECT THE OFFICERS DURING HIGH RISK ARREST AND APPREHENSIONS. HAVING THESE ITEMS FOR THE TACTICAL VEHICLE WILL ENSURE THE ABILITY TO HAVE THE VEHICLE READILY AVAILABLE TO DEPLOY IN AN EMERGENCY.
OH,ST LOUISVILLE POLICE DEPT          ,2YTLES91621488,7110,DSSAFE000,SAFE,EA,1,2206.29,2019-07-01 00:00:00,WOULD SECURE EVIDENCE FOR THE POLICE DEPARTMENT
FL,WASHINGTON COUNTY SHERIFF OFFICE,2YTM9191784326,2530,015765896,"WHEEL,PNEUMATIC TIRE",EA,4,3336,2019-07-01 00:00:00,THESE TIRES WILL ACCOMPANY OUR RECENTLY REQUISITIONED MATV SO WE HAVE SPARES IN THE EVENT OF FAILURE OF ONE OF THE ONES THAT ARE ON IT
NJ,UPPER SADDLE RIVER POLICE DEPT,2YTMAP91437362,6530,015626008,"THERMAL GUARD,ABSOR",EA,4,1498,2019-07-01 00:00:00,"THIS EQUIPMENT TO BE USED BY UPPER SADDLE RIVER POLICE OFFICERS DURING MEDICAL EMERGENCIES, ACTIVE SHOOTER SITUATIONS, EMERGENCY RESPONSE OR ANY OTHER INCIDENT NECESSITATING THE USE OF A DEVICE USED TO CARRY PATIENTS AND RETAIN BODY TEMPERATURE."
WA,YAKIMA COUNTY SHERIFFS OFFICE,2YTNYL91723337,2355,016230967,MINE RESISTANT VEHICLE,EA,1,767360,2019-07-01 00:00:00,THE YAKIMA COUNTY SHERIFFS OFFICE IS REQUESTING A WHEELED MINE RESISTANT VEHICLE CAPABLE OF TRAVELING ON IMPROVED AND UNIMPROVED ROADWAYS.  THE VEHICLE WILL BE USED TO CARRY LAW ENFORCEMENT OFFICERS OR CITIZENS TO OR FROM DANGEROUS INCIDENTS WHERE THE PROTECTION IS NEEDED. THE (MRAP) TYPE VEHICLE CAN ALSO BE USED DURING NARCOTIC INVESTIGATION CASES.
MA,NAHANT POLICE DEPARTMENT,2YTRGY91620747,2310,011112274,"TRUCK,AMBULANCE",EA,1,96466,2019-07-01 00:00:00,VEHICLE IS FOR EMERGENCY MANAGEMENT FOR TOWN OF NAHANT.
FL,OKALOOSA COUNTY SHERIFF'S DEPT,2YT11Q91621384,2355,015525199,MINE RESISTANT VEHICLE,EA,1,300000,2019-07-02 00:00:00,"OKALOOSA COUNTY SHERIFF'S OFFICE USE FOR LAW ENFORCEMENT OPERATIONS: SPECIAL RESPONSE TEAM (SWAT) USE, HIGH WATER RESCUE DEPLOYMENT, BARRICADED SUSPECT USE, HOSTAGE RESCUE USE, AND ACTIVE SHOOTER EVENTS."
MO,NEW HAVEN POLICE DEPT,2YT1GL91672270,4910,DSVEHMAIN,MOTOR VEHICLE MAINTENANCE AND REPAIR,EA,1,37315,2019-07-02 00:00:00,THE NEW HAVEN POLICE DEPARTMENT WOULD USE THIS VEHICLE LIFT TO REDUCE MAINTENANCE COSTS FOR THE NEW HAVEN POLICE DEPARTMENT FLEET BY DOING MAINTENANCE IN HOUSE THROUGH ITS SUPPORT SERVICES DIVISION.
TN,BENTON COUNTY SHERIFF'S OFFICE,2YTA5C91702821,2410,011636962,"TRACTOR,FULL TRACKE",EA,1,131501,2019-07-02 00:00:00,"THE BENTON CO SHERIFF'S OFFICE IS IN NEED OF THIS EQUIPMENT FOR STARTING THE CONSTRUCTION ON FIRING RANGE AND MAINTENANCE AT THE DEPARTMENT. 
WE PUT IN FOR THE A COUPLE WEEKS AGO AND TERRIBLE LUCK WITH THE TRANSPORTATION COMPANY."
SC,BEAUFORT COUNTY SHERIFF'S OFFICE,2YTAZ291794861,8430,001441647,"OVERSHOES,MEN'S",PR,10,27.73,2019-07-02 00:00:00,THIS ITEM IS BEING REQUESTED BY BEAUFORT CSO FOR USE BY BEAUFORT CSO PERSONNEL.  THIS ITEM WILL BE USED AS A RUBBER BOOT TO PROTECT PERSONNEL FEET FROM INCLEMENT WEATHER DURING OPERATIONAL OR TRAINING EVENTS.
SC,BEAUFORT COUNTY SHERIFF'S OFFICE,2YTAZ291794866,6510,002003190,"BANDAGE,GAUZE",EA,125,4.49,2019-07-02 00:00:00,THIS ITEM IS BEING REQUESTED BY BEAUFORT CSO FOR USE BY BEAUFORT CSO PERSONNEL.  THIS ITEM WILL BE USED AS A BANDAGE FOR WOUNDS THAT HAVE OCCURRED DURING OPERATIONAL USES OR TRAINING EVENTS. ALSO USED TO REPLENISH IFAK KITS ALREADY IN SERVICE.
SC,BEAUFORT COUNTY SHERIFF'S OFFICE,2YTAZ291804986,8145,015884719,"LOCKER,FOOT,CLOTH",EA,5,200.34,2019-07-02 00:00:00,"THIS ITEM IS BEING REQUESTED BY BEAUFORT CSO FOR USE BY BEAUFORT CSO PERSONNEL.  THIS ITEM WILL BE USED TO STORE, CARRY AND TRANSPORT ITEMS AND OR EQUIPMENT USED FIELD OPERATIONS AND TRAINING EVENTS."
AL,CHAMBERS COUNTY SHERIFF'S OFFICE,2YTB6Z91621282,5430,DSTANKFUE,FUEL STORAGE TANKS,EA,1,9518.36,2019-07-02 00:00:00,TO BE USED BY THE SHERIFFS DEPARTMENT TO FUEL AIR CRAFT AT THE HANGER. AND AT REMOTE SITES IN THE COUNTY
AL,CHEROKEE COUNTY SHERIFF DEPT,2YTB9191702883,2355,016230967,MINE RESISTANT VEHICLE,EA,1,767360,2019-07-02 00:00:00,THE CHEROKEE COUNTY SHERIFFS OFFICE IS PART OF A MULTIJURISDICTIONAL FIRST RESPONDER TEAM AND WILL BE VITAL TO THE CITIZENS WE SERVE
AL,CHEROKEE COUNTY SHERIFF DEPT,2YTB9191763588,2530,015765896,"WHEEL,PNEUMATIC TIRE",EA,4,3336,2019-07-02 00:00:00,SET OF TIRES WILL NEEDED FOR THE VEHICLE AWARDED TO CHEROKEE COUNTY
OR,BOARDMAN POLICE DEPT,2YTBCF91784387,4240,013043194,E-LANYARD,EA,13,61.62,2019-07-02 00:00:00,THE BOARDMAN POLICE DEPARTMENT WILL USE THIS EQUIPMENT AS PART OF THEIR OFFICIAL DUTIES. THE FOLLOWING WILL BE USED TO PROVIDE FIRST AID AND TRAINING.
NE,DAKOTA COUNTY SHERIFF OFFICE,2YTC2391713017,2355,016230967,MINE RESISTANT VEHICLE,EA,1,767360,2019-07-02 00:00:00,"THE DAKOTA COUNTY SHERIFF'S OFFICE INTENDS TO USE THIS RESOURCE FOR (SWAT), ACTIVE SHOOTER, BARRICADED SUSPECT, EMERGENCY RESPONSE, FIRST RESPONDER, CRITICAL INCIDENT, HOSTAGE RESCUE, NATURAL DISASTER RESCUE, HOMELAND SECURITY, COUNTERDRUG, COUNTER TERRORISM).  THE IMPACT THAT THIS RESOURCE WOULD HAVE ON OUR JURISDICTION WOULD BE LIFE SAVING AND THAT'S NOT ONLY FOR LAW ENFORCEMENT BUT ALSO FOR THE CITIZENS WE ARE SWORN TO PROTECT."
NE,DAKOTA COUNTY SHERIFF OFFICE,2YTC2391763666,2530,015765896,"WHEEL,PNEUMATIC TIRE",EA,4,3336,2019-07-02 00:00:00,WE JUST REQUISITIONED A MATV AND IT WOULD BE NICE TO HAVE AN EXTRA SET OF WHEELS AND TIRES FOR THAT PIECE OF EQUIPMENT.
AL,DALE COUNTY SHERIFF OFFICE,2YTC2891672042,5855,015479489,"SIGHT,NIGHT VISION SNIPERSCOPE",EA,2,8795,2019-07-02 00:00:00,"WE REQUEST THESE SCOPES TO INCREASE OUR LOW LIGHT CAPABILITIES ON TACTICAL MISSIONS, INVESTIGATIONS AND SEARCHES. THE DEPOT STATED THEY APPEAR IN GOOD CONDITION BUT CAN NOT TEST THEM"
AL,DALE COUNTY SHERIFF OFFICE,2YTC2891672061,5180,000645178,"TOOL KIT,ELECTRONIC",EA,1,451,2019-07-02 00:00:00,"WE REQUEST THIS TOOL KIT FOR VEHICLE, BUILDING AND EQUIPMENT MAINTENANCE. WE MAINTAIN AND REPAIR MUCH OF OUR OWN EQUIPMENT. SOME OF THESE KITS HAVE USABLE TOOLS THAT WE CAN RE UTILIZE. THANK YOU"
AL,DALE COUNTY SHERIFF OFFICE,2YTC2891672197,1005,009215004,"MAGAZINE,CARTRIDGE",EA,20,13.56,2019-07-02 00:00:00,WE REQUEST THESE MAGAZINES TO DEPLOY TO OUR DEPUTIES WITH THEIR PATROL RIFLES AND TO USE AT OUR TRAINING FACILITY FOR FIREARMS TRAINING. THANK YOU
AL,DALE COUNTY SHERIFF OFFICE,2YTC2891672199,5180,015068287,"TOOL KIT,SMALL ARMS",KT,1,1783,2019-07-02 00:00:00,"WE REQUEST THIS TOOL KIT FOR VEHICLE, BUILDING AND EQUIPMENT MAINTENANCE. WE MAINTAIN AND REPAIR MUCH OF OUR OWN EQUIPMENT. SOME OF THESE KITS HAVE USABLE TOOLS THAT WE CAN RE UTILIZE. THANK YOU"
AL,DALE COUNTY SHERIFF OFFICE,2YTC2891672200,5180,014543787,"TOOL KIT,GENERAL ME",SE,1,1762,2019-07-02 00:00:00,"WE REQUEST THIS TOOL KIT FOR VEHICLE, BUILDING AND EQUIPMENT MAINTENANCE. WE MAINTAIN AND REPAIR MUCH OF OUR OWN EQUIPMENT. SOME OF THESE KITS HAVE USABLE TOOLS THAT WE CAN RE UTILIZE. THANK YOU"
AL,DALE COUNTY SHERIFF OFFICE,2YTC2891682420,2320,010907831,"TRUCK,CARRYALL",EA,1,15000,2019-07-02 00:00:00,"DALE COUNTY SHERIFFS OFFICE REQUESTS THIS VEHICLE TO USE AS A PATROL VEHICLE. IT WILL BE USED FOR PATROL FUNCTIONS, TRAFFIC ENFORCEMENT AND INTERDICTION. THANK YOU FOR YOUR CONSIDERATION."
AL,DALE COUNTY SHERIFF OFFICE,2YTC2891723374,7025,DSMONIT08,"MONITOR, COMPUTER",EA,6,50,2019-07-02 00:00:00,"WE REQUEST THESE MONITORS TO USE AT OUR JAIL AND SHERIFFS OFFICE FOR COMPUTING PURPOSES, DATA ENTRY AND REPORT WRITING. THANK YOU"
AL,DALE COUNTY SHERIFF OFFICE,2YTC2891723376,7025,DSKEYBOA3,KEYBOARD,EA,6,100,2019-07-02 00:00:00,"WE REQUEST THESE MONITORS TO USE AT OUR JAIL AND SHERIFFS OFFICE FOR COMPUTING PURPOSES, DATA ENTRY AND REPORT WRITING. THANK YOU"
AL,DALE COUNTY SHERIFF OFFICE,2YTC2891723379,5855,145219283,"VIEWER,NIGHT VISION",EA,1,46000,2019-07-02 00:00:00,"WE REQUEST THIS NIGHT VISION DEVICE TO ENHANCE OUR LOW LIGHT CAPABILITIES, WHEN SEARCHING OR PERFORMING NIGHT TIME OPERATIONS. THANK YOU"
AL,DALE COUNTY SHERIFF OFFICE,2YTC2891723383,6675,000113457,TRIPOD,EA,2,200,2019-07-02 00:00:00,"WE REQUEST THESE TRIPODS FOR MOUNTING CAMERAS FOR SURVEILLANCE, INTERVIEWS, AND RECORDING TRAINING. THANK YOU"
NC,COLUMBUS COUNTY SHERIFFS OFFICE,2YTCP291569979,2320,011077155,"TRUCK,UTILITY",EA,1,41061,2019-07-02 00:00:00,THIS VEHICLE WILL BE USED TO HAUL CARGO AND PULL GENERATORS IN THE EVENT OF A MAJOR DISASTER ALONG WITH ANY OTHER DAY TO DAY USE. CURRENTLY WE HAVE OTHER DOD EQUIPMENT BUT WE DO NOT HAVE ANY TRUCKS TO PULL THEM. THIS VEHICLE WILL BE ASSIGNED TO THE SPECIAL OPERATIONS UNIT AND OPERATED BY COLUMBUS COUNTY SHERIFFS OFFICE EMPLOYEES.
NC,COLUMBUS COUNTY SHERIFFS OFFICE,2YTCP291569984,8465,015151156,"STRAP,INVOLUNTARY,R",BX,1,96.08,2019-07-02 00:00:00,THESE ITEMS WILL BE USED TO DETAIN OR ARREST IN SITUATIONS OF DURESS OR OTHER TIMES WHERE MASS ARREST SHOULD BE MADE. THE ARREST OR DETENTION ARE NEEDED IN TIMES WHERE PUBLIC SAFETY AND OFFICER SAFETY IS AT RISK. SAFETY IS PARAMOUNT AND THESE ITEMS WILL ASSIST GREATLY IN THIS AREA OF ENFORCEMENT. THESE ITEMS WILL BE MAINTAINED BY COLUMBUS COUNTY SHERIFFS OFFICE EMPLOYEES.
NC,COLUMBUS COUNTY SHERIFFS OFFICE,2YTCP291570424,7730,DSTELEVI3,"TELEVISION, PERSONAL/HOME USE",EA,1,1500,2019-07-02 00:00:00,THIS ITEM WILL BE UTILIZED BY THE COLUMBUS COUNTY SHERIFFS OFFICE TO INSTALL IN THE MAIN OFFICE TO ACCESS LIVE NEWS FEED FOR UPDATES ON CURRENT EVENTS HAPPENING IN NEIGHBORING  COUNTIES.  THIS ITEM WILL ALSO BE UTILIZED DURING NATURAL DISASTER TIMES TO MONITOR CURRENT WEATHER CONDITIONS.
NC,COLUMBUS COUNTY SHERIFFS OFFICE,2YTCP291600964,2805,015185011,"OUTBOARD MOTOR,GASO",EA,1,4734.04,2019-07-02 00:00:00,THIS ITEM WILL BE UTILIZED BY THE COLUMBUS COUNTY SHERIFFS OFFICE TO BE INSTALLED ON A BOAT WHICH IS USED DURING SEARCH AND RECOVERY MISSIONS.  THIS ITEM WILL ALSO BE UTILIZED TO PROPEL A BOAT DURING EVACUATIONS DURING TIMES OF FLOODING WHERE OFFICERS ARE REQUIRED TO MOVE THE GENERAL PUBLIC FROM HARMS WAY.
NC,COLUMBUS COUNTY SHERIFFS OFFICE,2YTCP291631788,6530,015375210,"STRAP,LITTER,TIEDOW",EA,27,406.57,2019-07-02 00:00:00,THESE ITEMS WILL BE UTILIZED BY THE COLUMBUS COUNTY SHERIFFS OFFICE TO BE DEPLOYED AND PLACED INTO OPERATION ON VARIOUS EQUIPMENT VEHICLES ASSIGNED TO SWAT AND DIVE TEAMS TO HOLD FRAGILE PIECES OF EQUIPMENT IN PLACE TO AVOID DAMAGE AND LOSS OF EQUIPMENT WHICH IS ESSENTIAL TO LIFE SAVING AND CRITICAL INCIDENTS.
NC,COLUMBUS COUNTY SHERIFFS OFFICE,2YTCP291713173,7025,016410660,DISPLAY UNIT,EA,10,179,2019-07-02 00:00:00,"THESE UNITS WILL BE USED TO EQUIP OUR DEPUTIES WITH THE HARDWARE NEEDED TO GENERATE INVESTIGATION REPORTS, CONDUCT WEB BASED INVESTIGATIONS, AND MAINTAIN ELECTRONIC FILES. THESE UNITS WILL BE USED BY LAW ENFORCEMENT PERSONNEL OF THE COLUMBUS COUNTY SHERIFFS OFFICE."
NC,COLUMBUS COUNTY SHERIFFS OFFICE,2YTCP291774172,2340,DSMULE000,MULE,EA,1,11810.15,2019-07-02 00:00:00,"THIS UNIT WILL BE USED DAILY ON THE SHERIFFS OFFICE GROUNDS FOR TRANSPORT OF CARGO, EVIDENCE, AND OTHER ITEMS FROM STRUCTURE TO STRUCTURE AS WELL AS HELP KEEP THE GROUNDS MAINTAINED AND MONITORED INSTEAD OF USING LARGER VEHICLES. THIS UNIT WILL BE USED BY SWORN EMPLOYEES OF THE COLUMBUS COUNTY SHERIFFS OFFICE FOR LAW ENFORCEMENT USE."
IN,FISHERS POLICE DEPT,2YTD2U91641434,5855,015345931,"ILLUMINATOR,INTEGRATED,SMALL ARMS",EA,20,878,2019-07-02 00:00:00,THE FISHERS POLICE DEPARTMENT CURRENTLY HAS 20 MEMBERS ON OUR SWAT TEAM.  THESE DEVICES WOULD BE USED IN CONJUNCTION WITH OUR NV OPTICS FOR WARRANT SERVICES AND DRUG RAIDS.  WE WOULD ATTEMPT TO HAVE THESE REPAIRED BY L3 TO MAKE THEM SERVICEABLE.
TX,EDINBURG POLICE DEPT,2YTDNN91641845,2330,DSTRAILE1,TRAILER,EA,1,15000,2019-07-02 00:00:00,THIS ITEM WILL BE USED BY OFFICERS OF THE EDINBURG POLICE DEPARTMENT. THE ITEM WILL BE USED TO STORE POLICE EQUIPMENT FOR USE AT DIFFERENT TRAINING LOCATIONS. THE ITEM WILL ALSO BE USED TO PICK UP EQUIPMENT AT LOCATIONS FOR USE IN TRAINING AND REAL WORLD CALLS.
TN,FRANKLIN COUNTY SHERIFF'S OFFICE,2YTEAZ91631658,2320,DSPICKUP0,PICKUP,EA,1,11614,2019-07-02 00:00:00,THIS VEHICLE WILL BE ISSUED TO THE FRANKLIN COUNTY SHERIFF'S OFFICE NARCOTIC TACTICAL TEAM. IT WILL BE UTILIZED TO MORE PERSONNEL AND EQUIPMENT TO AND FROM DESIGNATED LOCATIONS.
WA,GRANT COUNTY SHERIFFS OFFICE,2YTERM91713093,2340,DSCART000,"CART, MOTORIZED",EA,1,10020.87,2019-07-02 00:00:00,THE GRANT COUNTY SHERIFF'S OFFICE WOULD UTILIZE THIS VEHICLE FOR MAINTENANCE AND PATROLS AT THE GORGE AMPHITHEATER.  THANK YOU FOR YOUR CONSIDERATION.
