Cancelled By,RTD Ref,State,Station Name (LEA),FSC,NIIN,Item Name,UI,Quantity,Acquisition Value,Date Requested,Justification,Reason Cancelled
LESOHQ,2491841,AL,STATE PARKS DIV,5410,DSBUILDIN,PREFABRICATED AND PORTABLE BUILDINGS,EA,2,2200,2020-01-08 13:46:39,"THESE HAZARDOUS MATERIAL STORAGE BUILDINGS ARE NEEDED TO STORE AND SECURE HAZARDOUS CHEMICALS AND MATERIALS USED IN THE OPERATION, REPAIR AND MAINTENANCE OF LAW ENFORCEMENT GEAR, EQUIPMENT AND VEHICLES.",CYCLE: This item has moved into the unapproved General Services Administration GSA cycle and cannot be approved to LESO customers.
LESOHQ,2495909,AL,STATE PARKS DIV,6130,016081226,"CHARGER,CAR",EA,5,29.95,2020-01-18 01:20:54.000004,THESE ARE NEEDED TO KEEP BATTERIES CHARGED ON OUR LAW ENFORCEMENT VEHICLES AND LESO PROVIDED GENERATOR SETS.,CYCLE: This item has moved into the unapproved General Services Administration GSA cycle and cannot be approved to LESO customers.
LESOHQ,2495907,AL,STATE PARKS DIV,6115,004639092,"WHEEL KIT,GENERATOR",EA,4,6000,2020-01-18 01:20:54.000004,"THESE WHEELED TRAILERS AND GEN SETS ARE NEEDED TO REPLACE PREVIOUSLY OBTAINED LESO GEN SETS WHICH ARE UNDER POWERED AND OR NO LONGER SERVICEABLE AND THESE WHEEL KITS ARE MUCH EASIER TO MANEUVER WITHIN OUR PARKS AND TRAILS, TO SUPPORT REMOTE LE OPERATIONS AND PROVIDE EMERGENCY BACKUP POWER TO OUR 21 STATE PARKS",CYCLE: This item has moved into the unapproved General Services Administration GSA cycle and cannot be approved to LESO customers.
LESOHQ,2530842,AL,STATE PARKS DIV,2340,DSMULE000,MULE,EA,1,11000,2020-03-20 22:06:50.999999,"THIS ATV IS IDEAL FOR USE BY OUR RANGERS TO PATROL AND ENFORCE LAWS IN REMOTE AREAS AND ON NARROW TRACKS AND TRAILS AT DESOTO STATE PARK IN FT PAYNE, AL.",ALLOCATION:  LESO HQ has deemed that this property is not needed based on the property the agency already has on their books.
LESOHQ,2492377,AL,STATE PARKS DIV,6115,004639092,"WHEEL KIT,GENERATOR",EA,4,6000,2020-01-09 15:20:47.000002,THESE WHEEL KITS ARE NEEDED FOR THE SKID MOUNTED GENERATOR SETS PREVIOUSLY AWARDED BY THE LESO PROGRAM SO THAT THE GEN SETS MAY BE MORE READILY MOVED WITHIN THE ASSIGNED PARKS.,CYCLE: This item has moved into the unapproved General Services Administration GSA cycle and cannot be approved to LESO customers.
LESOHQ,2530751,AL,TANNEHILL IRONWORKS HIST ST RGRS,8140,009601699,"CHEST,AMMUNITION",EA,25,11.1,2020-03-20 16:34:23.000002,THE OFFICERS AT ALABAMA HISTORIC IRONWORKS POLICE DEPT COULD USE THE TO STORE ITEMS FROM PERSONAL ITEMS NEEDED ON PATROL TO SENSITIVE ITEMS THAT NEED TO BE PROTECTED FROM THE ELEMENTS.,ALLOCATION: Your agency is at their allocation limit or is over allocated for this National Stock Number (NSN) based on number of officers assigned.
LESOHQ,2525173,AL,TANNEHILL IRONWORKS HIST ST RGRS,1240,014111265,"SIGHT,REFLEX",EA,1,321,2020-03-13 20:50:58.000004,THE OFFICERS AT ALABAMA HISTORIC IRONWORKS PD COULD MOUNT THIS ON A PATROL RIFLE IN LIEU OF THE IRON SITES.,"CANCELLED: At this time the LESO will not approve any Night Vision or Optics that has been turned in by a LESO customer (meaning DTIDs that start with 2YT) or with a condition code of F, G, or H without the acknowledgement from the requesting agency stating they have contacted the site where the property is located to confirm condition."
LESOHQ,2532885,AL,TANNEHILL IRONWORKS HIST ST RGRS,2310,DSPASSMOT,PASSENGER MOTOR VEHICLES,EA,1,62665,2020-03-25 17:25:15.000004,THE OFFICERS AT ALABAMA HISTORIC IRONWORKS POLICE DEPT COULD USE THIS AS A SEARCH AND RESCUE VEHICLE. THE STORAGE SPACE WOULD BE PERFECT FOR SEARCH AND RESCUE EQUIPMENT.,CANCELLED: Property has been issued to another agency
LESOHQ,2511304,AL,TANNEHILL IRONWORKS HIST ST RGRS,5855,014072300,"IMAGE INTENSIFIER,NIGHT VISION",EA,1,12739,2020-02-20 12:00:08.000001,THE OFFICERS AT ALABAMA HISTORIC IRONWORKS POLICE DEPT COULD USE THE IMAGE INTENSIFIERS TO BETTER PATROL THE PARK IN LOW LIGHT CONDITIONS. THEY COULD ALSO USE THEM WHILE PATROLLING FOR POACHERS SPOTLIGHTING IN THE PARK AFTER DARK.,"CANCELLED: At this time the LESO will not approve any Night Vision or Optics that has been turned in by a LESO customer (meaning DTIDs that start with 2YT) or with a condition code of F, G, or H without the acknowledgement from the requesting agency stating they have contacted the site that the property is located at to confirm condition."
LESOHQ,2512330,AL,TANNEHILL IRONWORKS HIST ST RGRS,2340,005403900,"SCOOTER,MOTOR",EA,1,5376.51,2020-02-22 14:21:07.000002,THE OFFICERS AT ALABAMA HISTORIC IRONWORKS PD COULD USE THIS CART FOR SEARCH AND RESCUE OPERATIONS AND TO BETTER BE ABLE TO PATROL THE TRAILS AND FOREVER WILD LANDS.,CANCELLED:  Item(s) has already been approved for another agency.
LESOHQ,2512129,AL,TROY POLICE DEPT,9930,013316244,"POUCH,HUMAN REMAINS",EA,25,40.33,2020-02-21 15:57:17.000001,"TO BE USED BY THE TROY POLICE DEPARTMENT CRIME SCENE, EVIDENCE TECHNICIAN TO TRANSPORT HUMAN REMAINS.",CYCLE: This item has moved into the unapproved General Services Administration GSA cycle and cannot be approved to LESO customers.
LESOHQ,2499686,AL,TROY UNIVERSITY POLICE DEPT HI_ED,3720,DSHARVEST,HARVESTING EQUIPMENT,EA,1,6000,2020-01-27 16:34:05.999998,THIS MOWER WILL BE USED TO HANDLE THE MAINTENANCE ISSUES WE ARE CURRENTLY HAVING AT THE FIRING RANGE AND AROUND OR OFFICE TO KEEP THE GRASS IN CHECK.,CANCELLED:  Item(s) has already been approved for another agency.
LESOHQ,2512302,AL,TUSCALOOSA POLICE DEPT,2340,005403900,"SCOOTER,MOTOR",EA,1,5376.51,2020-02-22 10:46:47.000001,"TPD REQUESTS THIS UNIT FOR USE DURING EMERGENCY, SPECIAL EVENT AND DISASTER OPERATIONS WHEN TRADITIONAL POLICE VEHICLES ARE IMPRACTICAL.",CANCELLED:  Item(s) has already been approved for another agency.
LESOHQ,2508863,AL,TUSCALOOSA POLICE DEPT,2320,014580380,"TRUCK,STAKE",EA,1,38530,2020-02-14 16:43:42.000001,"TPD REQUESTS THIS TRUCK TO BE USED FOR THE STAGING AND TRANSPORT OF EQUIPMENT AND SUPPLIES DURING EMERGENCY, DISASTER, AND SPECIAL EVENT OPERATIONS.",CANCELLED:  Item(s) has already been approved for another agency.
LESOHQ,2512436,AL,WALKER COUNTY SHERIFF DEPT,7240,DSUTILCAN,HOUSEHOLD AND COMMERCIAL UTILITY CONTAIN,EA,23,5,2020-02-23 09:49:17.999999,TO BE USED TO COLLECT AND PRESERVE EVIDENCE WITHIN THE NARCOTIC AND PATROL DIVISIONS.,CANCELLED:  Item(s) has already been approved for another agency.
LESOHQ,2512437,AL,WALKER COUNTY SHERIFF DEPT,2340,005403900,"SCOOTER,MOTOR",EA,1,5376.51,2020-02-23 09:49:17.999999,UNIT WOULD BE UTILIZED AT OUR DEPARTMENT TRAINING FACILITY TO MOVE TRAINING EQUIPMENT AND PERSONNEL AROUND.,CANCELLED:  Item(s) has already been approved for another agency.
LESOHQ,2514236,AR,AR DEPART OF AGRICULTURE LE DIV,2340,DSATVGATO,"ALL TERRAIN VEHICLE, AG/BVUS",EA,1,10000,2020-02-26 11:48:42.000002,"TO CONDUCT TIMBER THEFT INVESTIGATIONS IN THE FIELD, AND ASSIST IN SEARCH AND RESCUE OPERATIONS. NAVIGATE ROUGH TERRAIN FOR LAW ENFORCEMENT USE ONLY.",CANCELLED:  Item(s) has already been approved for another agency.
LESOHQ,2514237,AR,AR DEPART OF AGRICULTURE LE DIV,2340,DSATVGATO,"ALL TERRAIN VEHICLE, AG/BVUS",EA,1,10000,2020-02-26 11:48:42.000002,TO CONDUCT TIMBER THEFT INVESTIGATIONS IN THE FIELD AND ASSIST IN SEARCH AND RESCUE OPERATIONS. NAVIGATE ROUGH TERRAIN FOR LAW ENFORCEMENT USE ONLY.,CANCELLED:  Item(s) has already been approved for another agency.
LESOHQ,2501459,AR,BELLA VISTA POLICE DEPT,2330,DSTRAILE1,TRAILER,EA,1,1800,2020-01-30 11:04:02.000003,"THE BELLA VISTA POLICE DEPARTMENT IS LOOKING TO ACQUIRE SEVERAL TRAILERS TO TOW EQUIPMENT SUCH AS, POLICE MOTORCYCLES, POLICE FOUR-WHEELERS, TRAFFIC CONTROL EQUIPMENT, AND MORE. THIS TRAILER WOULD AID OUR DEPARTMENT IN THESE TASKS.",CANCELLED:  Item(s) has already been approved for another agency.
LESOHQ,2525022,AR,BENTON POLICE DEPARTMENT,6515,DSMEDSUPB,MEDICAL SUPPLIES,BX,29,139.42,2020-03-13 16:09:50.999996,THESE ITEMS WILL BE ISSUED TO CERTIFIED POLICE OFFICERS TO HELP PREVENT THE SPREAD OF COMMUNICABLE DISEASES THEY MAY ENCOUNTER WHILE DURING CALLS OF SERVICE DURING THIS WORLD VIRAL OUTBREAK.,CYCLE: This item has moved into the unapproved General Services Administration GSA cycle and cannot be approved to LESO customers.
LESOHQ,2525007,AR,BENTON POLICE DEPARTMENT,6515,DSMEDSUPB,MEDICAL SUPPLIES,BX,24,139.42,2020-03-13 16:05:38,THESE ITEMS WILL BE ISSUED TO CERTIFIED POLICE OFFICERS TO HELP PREVENT THE SPREAD OF COMMUNICABLE DISEASES THEY MAY ENCOUNTER WHILE DURING CALLS OF SERVICE DURING THIS WORLD VIRAL OUTBREAK.  THE DEPARTMENT RECOGNIZES AND ACCEPTS THE CONDITION H LISTED.,CYCLE: This item has moved into the unapproved General Services Administration GSA cycle and cannot be approved to LESO customers.
LESOHQ,2511358,AR,OZARK POLICE DEPARTMENT,1240,015082073,"RANGE FINDER,LASER",EA,2,11500,2020-02-20 13:00:05.999999,THIS WILL BE USED BY THE OZARK POLICE DEPARTMENT'S SPECIAL RESPONSE TEAM.  IT WILL BE USED BY CERTIFIED LAW ENFORCEMENT ONLY.,"CANCELLED: At this time the LESO will not approve any Night Vision or Optics that has been turned in by a LESO customer (meaning DTIDs that start with 2YT) or with a condition code of F, G, or H without the acknowledgement from the requesting agency stating they have contacted the site that the property is located at to confirm condition."
LESOHQ,2511359,AR,OZARK POLICE DEPARTMENT,6650,005300960,"TELESCOPE,STRAIGHT",EA,5,442,2020-02-20 13:00:05.999999,THESE WILL BE USED BY THE OZARK POLICE DEPARTMENT'S SPECIAL RESPONSE TEAM.  THESE WILL BE USED BY CERTIFIED LAW ENFORCEMENT OFFICERS ONLY.,"CANCELLED: At this time the LESO will not approve any Night Vision or Optics that has been turned in by a LESO customer (meaning DTIDs that start with 2YT) or with a condition code of F, G, or H without the acknowledgement from the requesting agency stating they have contacted the site that the property is located at to confirm condition."
LESOHQ,2517922,AR,OZARK POLICE DEPARTMENT,1385,DSROBTEOD,EOD ROBOT,EA,1,120000,2020-03-03 16:55:26.999999,THESE WILL BE USED BY THE OZARK POLICE DEPARTMENT'S SPECIAL RESPONSE TEAM (SRT).  THEY WILL BE USED ONLY FOR LAW ENFORCEMENT PURPOSES AND BY CERTIFIED LAW ENFORCEMENT OFFICERS ON THE SRT TEAM. 2 ROBOTS WOULD ALLOW US A PRIMARY AND SECONDARY UNIT.,CANCELLED:  Item(s) has already been approved for another agency.
LESOHQ,2509354,AR,PEA RIDGE POLICE DEPT,5965,016190258,HEADSET-MICROPHONE,EA,15,2875,2020-02-17 15:38:31.000001,FOR USE WITH THE PEA RIDGE PD. CITY BUDGET IS LOW AND THESE ITEMS WOULD BE A GREAT ASSET FOR TACTICAL RESPONSE TEAM.,"JUSTIFICATION: Please provide a justification that states these three requirements. We need to know that it will be used by the requesting Law Enforcement Agency, used for a Law Enforcement purpose and be persuasive. Provide specific examples of how the item will be used."
LESOHQ,2514206,AR,SPRINGDALE POLICE DEPARTMENT,2340,DSATVGATO,"ALL TERRAIN VEHICLE, AG/BVUS",EA,1,10000,2020-02-26 10:36:22,SPRINGDALE PD WILL USE THIS FOR PATROLLING OUR TRAIL SYSTEM FOR LAW ENFORCEMENT USE.,CANCELLED:  Item(s) has already been approved for another agency.
LESOHQ,2514203,AR,SPRINGDALE POLICE DEPARTMENT,2340,DSATVGATO,"ALL TERRAIN VEHICLE, AG/BVUS",EA,1,10000,2020-02-26 10:36:22,SPRINGDALE PD WILL USE THIS FOR PATROLLING OUR TRAIL SYSTEM FOR LAW ENFORCEMENT USE.,CANCELLED:  Item(s) has already been approved for another agency.
