Cancelled By,RTD Ref,State,Station Name (LEA),FSC,NIIN,Item Name,UI,Quantity,Acquisition Value,Date Requested,Justification,Reason Cancelled
LESOHQ,2105598,AL,AL STATE UNIV  POLICE DEPT HI_ED,2310,011112275,"TRUCK,AMBULANCE",EA,1,78499,2018-02-28 09:52:36,"POLICE DEPARTMENT WILL USE THIS VEHICLE IN EMERGENCY SITUATIONS, TO INCLUDE TRANSPORTING PERSONNEL. WILL ALSO BE USED AS A MOBILE COMMUNICATION STATION.",CANCELLED:  Item(s) has already been approved for another agency.
LESOHQ,2107958,AL,AL STATE UNIV  POLICE DEPT HI_ED,2340,DSSCOOTER,SCOOTER,EA,3,3000,2018-03-05 09:53:45,"THE ALABAMA STATE UNIVERSITY POLICE DEPARTMENT, WILL USE THE SCOOTERS IN OUR DAY TO DAY OPERATIONS AS FAR PATROLLING THE CAMPUS IN THE AREA WHERE IT IS MORE PRACTICAL THE USING A PATROL CAR.",CANCELLED:  Item(s) has already been approved for another agency.
LESOHQ,2089109,AL,AL STATE UNIV  POLICE DEPT HI_ED,2320,015039540,"TRUCK,UTILITY",EA,4,9859,2018-01-29 12:33:47,TO BE USED FOR DAY-TO-DAY OPERATIONS.,CANCELLED:  LESO HQ is unable to approve your request for property. An authorized screener from your Agency was not physically on site when requesting the property for the Walk-in request.
LESOHQ,2082877,AL,ALTOONA POLICE DEPT,2320,010907831,"TRUCK,CARRYALL",EA,1,15000,2018-01-18 12:55:31,OUR SCHOOL RESOURCE OFFICERS VEHICLE HAS QUIT RUNNING AND WILL COST TO MUCH TO FIX. WE WOULD USE THIS VEHICLE TO REPLACE IT.,CANCELLED:  Item(s) has already been approved for another agency.
LESOHQ,2081556,AL,ALTOONA POLICE DEPT,3805,DSEARTHMO,EARTH MOVING AND EXCAVATING EQUIPMENT,EA,1,38546,2018-01-15 11:20:06,THE POLICE DEPARTMENT HAS BEEN PUT IN CHARGE OF MAINTAINING THE NEW STORM SHELTER THAT IS NEXT TO OUR TRAINING FACILITY THAT WE  ARE IN THE PROCESS OF COMPLETING. THIS EQUIPMENT WOULD BE USED TO FINISH MOVING DIRT TO AND FROM EACH SITE.,CANCELLED:  Item(s) has already been approved for another agency.
LESOHQ,2087092,AL,ANDALUSIA POLICE DEPT,2330,003563990,"TRAILER,RADAR EQUIP",EA,1,8000,2018-01-24 16:40:23,OUR POLICE DEPARTMENT WOULD MAKE ANY REPAIRS AND PLACE THIS RADAR UNIT IN AREAS AROUND OUR CITY SCHOOLS WHERE SPEEDING HAS BEEN A PROBLEM.  THIS SHOULD HELP AS A REMINDER TO SPEEDING DRIVERS TO SLOW DOWN AND BE SAFE.,CANCELLED:  Item(s) has already been approved for another agency.
LESOHQ,2131991,AL,BLOUNTSVILLE POLICE DEPT,3895,DSMISCCO0,MISCELLANEOUS CONSTRUCTION EQUIPMENT,EA,1,4500,2018-03-26 15:21:50,THE POLICE WOULD USE THIS IMPLEMENT WITH THEIR BOBCATS TO SWEEP PARKING LOTS ON POLICE OWNED PROPERTY AND DURING NATURAL DISASTER OR INCLIMATE WEATHER TO KEEP POLICE OWNED PROPERTY CLEAN FROM DEBRIS.,CANCELLED:  Item(s) has already been approved for another agency.
LESOHQ,2115076,AL,BLOUNTSVILLE POLICE DEPT,1240,014925264,"SIGHT,HOLOGRAPHIC",EA,5,508.76,2018-03-15 03:27:28,THE POLICE WOULD USE THIS SIGHT TO PLACE ON OUR M16 RIFLES TO ALLOW OFFICERS TO BE MORE ACCURATE IN ENGAGING AN ACTIVE SHOOTER OR THREAT IN CLOSE QUARTERS. THIS SIGHT WOULD ALLOW OFFICERS TO UTILIZE BOTH EYES WHEN FIRING THEIR WEAPONS.,CANCELLED: At this time the LESO will not approve any Night Vision or Optics (meaning DTIDs that start with 2YT) that has been turned in by a LESO customer without the acknowledgement from the requesting agency stating they have contacted the site that the property is located at to confirm condition.
LESOHQ,2084852,AL,BLOUNTSVILLE POLICE DEPT,2330,003563990,"TRAILER,RADAR EQUIP",EA,1,8000,2018-01-22 09:21:25,"THE POLICE WOULD USE THIS EQUIPMENT TO HELP ENFORCE SPEEDING THROUGH TOWN, IN WORK ZONES, AND DURING TOWN EVENTS.",CANCELLED:  Item(s) has already been approved for another agency.
LESOHQ,2081746,AL,BLOUNTSVILLE POLICE DEPT,3805,DSEARTHMO,EARTH MOVING AND EXCAVATING EQUIPMENT,EA,1,38546,2018-01-16 11:25:06,"THE POLICE WOULD USE THIS EQUIPMENT TO BUILD AND MAINTAIN A NEW FIRING RANGE AND TRAINING FACILITY. POLICE WOULD USE IT TO MAINTAIN THE BERM AND ROADS ON POLICE OWNED PROPERTY. THE POLICE WOULD USE IT TO CLEAN DEBRIS FROM POLICE OWNED PROPERTY DURING TIMES OF STORMS, NATURAL DISASTER, AND SNOW.",CANCELLED:  Item(s) has already been approved for another agency.
LESOHQ,2131990,AL,BLOUNTSVILLE POLICE DEPT,3895,DSMISCCO0,MISCELLANEOUS CONSTRUCTION EQUIPMENT,EA,1,5000,2018-03-26 15:21:50,THE POLICE WOULD USE THIS IMPLEMENT TO ATTACH TO OUR BOBCAT TO MAINTAIN DRAINAGE DITCHES AND SHOOTING BERM ON THE POLICE FIRING RANGE AND TRAINING FACILITY.,CANCELLED:  Item(s) has already been approved for another agency.
LESOHQ,2131992,AL,BLOUNTSVILLE POLICE DEPT,3895,DSMISCCO0,MISCELLANEOUS CONSTRUCTION EQUIPMENT,EA,1,1200,2018-03-26 15:21:50,"THE POLICE WOULD USE THIS IMPLEMENT TO ATTACH IT OUR BOBCAT THAT DID NOT COME WITH ONE TO MOVE DIRT, BRUSH, OR STORM DEBRIS FROM POLICE OWNED PROPERTY. THE POLICE WOULD ALSO USE THIS IMPLEMENT TO MAINTAIN THE FIRING RANGE WHEN WORK WAS NEEDED TO BE PERFORMED ON IT.",CANCELLED:  Item(s) has already been approved for another agency.
LESOHQ,2115072,AL,BLOUNTSVILLE POLICE DEPT,2330,DSTRAILE1,TRAILER,EA,1,28800,2018-03-15 02:48:02,"THE POLICE WOULD USE THIS TRAILER TO TRANSPORT SEARCH AND RESCUE EQUIPMENT, CRISIS NEGOTIATION EQUIPMENT, NARCOTIC ERADICATION EQUIPMENT, NATURAL DISASTER RELIEF EQUIPMENT, AND POLICE OFF ROAD EQUIPMENT. THIS TRAILER WOULD SERVE AS A MOBILE COMMAND UNIT IN CRISIS SITUATION.",CANCELLED:  Item(s) has already been approved for another agency.
LESOHQ,2108937,AL,CEDAR BLUFF POLICE DEPT,2330,DSTRAILE1,TRAILER,EA,1,10404.8,2018-03-06 09:52:25,THIS TRAILER WOULD BE USED BY OUR POLICE DEPARTMENT TO MAKE A MOBILE CRIME SCENE UNIT. IT COULD HOUSE EVIDENCE MARKING AND GATHERING MATERIALS. IT COULD SERVE AS AN AREA WHERE EVIDENCE CAN BE PROCESSED OUT OF THE WEATHER.,CANCELLED:  Item(s) has already been approved for another agency.
LESOHQ,2108041,AL,COLBERT COUNTY SHERIFF'S OFFICE,2340,DSSCOOTER,SCOOTER,EA,1,3000,2018-03-05 13:10:54,"NEEDED TO HELP ASSIST IN CROWD CONTROL, AND DO PATROLS DURING SPECIAL EVENTS WITH LARGE AREAS TO COVER AND LARGE CROWDS.",CANCELLED:  Item(s) has already been approved for another agency.
LESOHQ,2107744,AL,CROSSVILLE POLICE DEPT,6230,014393732,"FLOODLIGHT SET,ELEC",EA,1,12000,2018-03-04 17:48:23,"THIS ITEM WILL BE USED FOR ANY ACTIVITY WHERE LIGHTING IS ESSENTIAL. CRIME SCENE INVESTIGATION AND PROCESSING, SEARCH AND RESCUE OPERATIONS, VEHICLE ACCIDENTS, AND COMMUNITY ACTIVITIES.",CANCELLED:  Item(s) has already been approved for another agency.
LESOHQ,2107743,AL,CROSSVILLE POLICE DEPT,5836,DSVIDEORE,VIDEO RECORDING AND REPRODUCING EQUIPMEN,EA,2,7595,2018-03-04 17:48:23,FOR THE PURPOSE OF RECORDING AND REVIEWING TRAINING EXERCISES. FOR RECORDING THE CROWDS IN AND AROUND PUBLIC EVENTS WHERE SUSPECT ACTIVITY MAY BE PRESENT.,CYCLE: This item has moved into the unapproved General Services Administration GSA cycle and cannot be approved to LESO customers.
LESOHQ,2093261,AL,CULLMAN POLICE DEPT,5120,DSHANDTOL,"HAND TOOLS NONEDGED, NONPOWERED",LT,1,10500,2018-02-06 15:40:17,"THE HAND TOOLS WILL BE USED BY THE FLEET MAINTENANCE OFFICER TO PERFORM WORK ON EQUIPMENT USED BY THE CULLMAN POLICE DEPARTMENT. TRUCKS, CARS VANS, TRACTORS ETC.",CANCELLED: LESO HQ is unable to approved property that has a Unit of Issue LT. LESO has no control of what items are in the Lot.
LESOHQ,2068750,AL,DOJ/FBI HAZ DEVICES SCHOOL,8140,013169143,"SHIPPING AND STORAGE CONTAINER,CARTRIDGE",EA,126,22.26,2017-12-15 13:43:34,CONTAINERS WILL BE USED IN THE TRAINING OF BOMB TECHS WHILE DOING SPECIAL PURPOSE TOOLS TRAINING.  THESE WILL BE DESTROYED.,CYCLE: This item has moved into the unapproved General Services Administration GSA cycle and cannot be approved to LESO customers
LESOHQ,2087588,AL,DOTHAN REGIONAL AIRPORT POLICE LEA,2330,003563990,"TRAILER,RADAR EQUIP",EA,1,8000,2018-01-25 10:04:42,THIS ITEM WILL BE USED BY THE POLICE DEPARTMENT TO MONITOR PUBLIC SPEED ENTERING THE TERMINAL AREA,CANCELLED:  Item(s) has already been approved for another agency.
LESOHQ,2084803,AL,DOTHAN REGIONAL AIRPORT POLICE LEA,2330,003563990,"TRAILER,RADAR EQUIP",EA,1,8000,2018-01-22 07:45:34,THIS ITEM WILL BE USED FOR POLICE OFFICERS TO MONITOR TRAFFIC SPEED OF  MOTORISTS TRAVELLING ON THE AIRPORT PROPERTIES.,CANCELLED:  Item(s) has already been approved for another agency.
LESOHQ,2077815,AL,DOTHAN REGIONAL AIRPORT POLICE LEA,5820,015496407,RECEIVER-TRANSMITTE,EA,8,3760.17,2018-01-05 08:10:02,THESE ITEMS WILL BE USED BY THE POLICE DEPARTMENT FOR EXTENDED COMMUNICATIONS BETWEEN OFFICERS DURING EMERGENCY INCIDENTS.,ALLOCATION: Your agency is at their allocation limit or is over allocated for this National Stock Number (NSN) based on number of officers assigned.
LESOHQ,2076398,AL,HARTSELLE POLICE DEPT,2340,016273510,ALL TERRAIN VEHICLE WHEELED,EA,1,8000,2018-01-02 17:35:40,"SEEKING A UTV FOR PATROL OFFICERS TO UTILIZE DURING SPECIAL EVENTS, TO ALLOW OFFICERS TO RESPOND IN CONGESTED AREAS WITH GREATER SPEED, IT WILL ALSO RELIEVE EARLY EXHAUSTION FROM OFFICERS COVERING LARGE AREAS FOR EXTENDED TIME ON THEIR FEET. IT WILL ALSO ALLOW US TO HAVE BETTER MOBILITY IN AND AFTER INCLEMENT WEATHER",CANCELLED:  Item(s) has already been approved for another agency.
LESOHQ,2087893,AL,HARTSELLE POLICE DEPT,2320,013543385,"TRUCK,CARGO",EA,1,104626,2018-01-25 21:12:46,SEEKING A TRANSPORT TRUCK TO PICKUP DLA LESO AWARDED ITEMS AS WELL AS TRANSPORT LARGE VEHICLE BARRICADES FOR SPECIAL EVENTS AND AID IN TRANSPORT DURING INCLEMENT WEATHER.,CANCELLED:  Item(s) has already been approved for another agency.
LESOHQ,2116479,AL,HARTSELLE POLICE DEPT,2320,014473888,"TRUCK,CARGO",EA,1,149600,2018-03-17 09:38:07,ATTEMPTING TO ACQUIRE TO SUPPORT THE PATROL DIVISION DURING INCLEMENT WEATHER WHERE STANDARD PATROL VEHICLES WOULD BE INCAPABLE OF OPERATING.  AS WELL AS TRANSPORT LARGE TRAFFIC BARRIERS TO CLOSE ROADWAYS FOR SPECIAL EVENTS.,CANCELLED:  Item(s) has already been approved for another agency.
LESOHQ,2077660,AL,HARTSELLE POLICE DEPT,5855,014643150,"SIGHT,THERMAL",EA,2,12512,2018-01-04 17:53:09,LOOKING TO ACQUIRE SIGHTS CAPABLE OF ENHANCING OFFICER SAFETY AND ACCURACY DURING NIGHTTIME INCIDENTS.  THESE SIGHTS WILL ALLOW OFFICERS THE ABILITY TO TARGET HOSTILE TARGETS WITH LESS CHANCE OF FRIENDLY FIRE OR STRIKING INNOCENT PARTIES.,CANCELLED:  Item(s) has already been approved for another agency.
LESOHQ,2078551,AL,HENRY COUNTY SHERIFFS OFFICE,5855,014886563,"ILLUMINATOR,INFRARE",EA,1,1756.63,2018-01-08 11:33:06,THE HENRY COUNTY SHERIFFS OFFICE WILL UTILIZE THIS PROPERTY TO ISSUE TO DEPUTIES AND TACTICAL OPERATORS. THE EQUIPMENT WILL BE MOUNTED TO CARBINE RIFLES TO BE USED IN CONJUNCTION WITH NIGHT VISION GOOGLES DURING NIGHT OPERATIONS.,CANCELLED: At this time the LESO will not approve any Night Vision or Optics (meaning DTIDs that start with 2YT) that has been turned in by a LESO customer without the acknowledgement from the requesting agency stating they have contacted the site that the property is located at to confirm condition.
LESOHQ,2078552,AL,HENRY COUNTY SHERIFFS OFFICE,5855,014886563,"ILLUMINATOR,INFRARE",EA,1,1756.63,2018-01-08 11:33:06,THE HENRY COUNTY SHERIFFS OFFICE WILL UTILIZE THIS PROPERTY TO ISSUE TO DEPUTIES AND TACTICAL OPERATORS. THE EQUIPMENT WILL BE MOUNTED TO CARBINE RIFLES TO BE USED IN CONJUNCTION WITH NIGHT VISION GOOGLES DURING NIGHT OPERATIONS.,CANCELLED: At this time the LESO will not approve any Night Vision or Optics (meaning DTIDs that start with 2YT) that has been turned in by a LESO customer without the acknowledgement from the requesting agency stating they have contacted the site that the property is located at to confirm condition.
LESOHQ,2078544,AL,HENRY COUNTY SHERIFFS OFFICE,5855,014886563,"ILLUMINATOR,INFRARE",EA,1,1756.63,2018-01-08 11:33:06,THE HENRY COUNTY SHERIFFS OFFICE WILL UTILIZE THIS PROPERTY TO ISSUE TO DEPUTIES AND TACTICAL OPERATORS. THE EQUIPMENT WILL BE MOUNTED TO CARBINE RIFLES TO BE USED IN CONJUNCTION WITH NIGHT VISION GOOGLES DURING NIGHT OPERATIONS.,CANCELLED: At this time the LESO will not approve any Night Vision or Optics (meaning DTIDs that start with 2YT) that has been turned in by a LESO customer without the acknowledgement from the requesting agency stating they have contacted the site that the property is located at to confirm condition.
LESOHQ,2078039,AL,HENRY COUNTY SHERIFFS OFFICE,5855,014886563,"ILLUMINATOR,INFRARE",EA,1,1756.63,2018-01-05 18:57:25,THE HENRY COUNTY SHERIFFS OFFICE WILL USE THIS EQUIPMENT TO AID THE SWAT TEAM IN NARCOTIC AND HIGH RISK MISSIONS.,CANCELLED: At this time the LESO will not approve any Night Vision or Optics (meaning DTIDs that start with 2YT) that has been turned in by a LESO customer without the acknowledgement from the requesting agency stating they have contacted the site that the property is located at to confirm condition.
LESOHQ,2078037,AL,HENRY COUNTY SHERIFFS OFFICE,5855,014886563,"ILLUMINATOR,INFRARE",EA,1,1756.63,2018-01-05 18:57:25,THE HENRY COUNTY SHERIFFS OFFICE WILL USE THIS EQUIPMENT TO AID THE SWAT TEAM IN NARCOTIC AND HIGH RISK MISSIONS.,CANCELLED: At this time the LESO will not approve any Night Vision or Optics (meaning DTIDs that start with 2YT) that has been turned in by a LESO customer without the acknowledgement from the requesting agency stating they have contacted the site that the property is located at to confirm condition.
LESOHQ,2078049,AL,HENRY COUNTY SHERIFFS OFFICE,5855,014886563,"ILLUMINATOR,INFRARE",EA,1,1756.63,2018-01-05 19:44:03,THE HENRY COUNTY SHERIFFS OFFICE WILL USE THIS EQUIPMENT TO AID THE SWAT TEAM IN NARCOTIC AND HIGH RISK MISSIONS.,CANCELLED: At this time the LESO will not approve any Night Vision or Optics (meaning DTIDs that start with 2YT) that has been turned in by a LESO customer without the acknowledgement from the requesting agency stating they have contacted the site that the property is located at to confirm condition.
LESOHQ,2078048,AL,HENRY COUNTY SHERIFFS OFFICE,5855,014886563,"ILLUMINATOR,INFRARE",EA,1,1756.63,2018-01-05 19:44:03,THE HENRY COUNTY SHERIFFS OFFICE WILL USE THIS EQUIPMENT TO AID THE SWAT TEAM IN NARCOTIC AND HIGH RISK MISSIONS.,CANCELLED: At this time the LESO will not approve any Night Vision or Optics (meaning DTIDs that start with 2YT) that has been turned in by a LESO customer without the acknowledgement from the requesting agency stating they have contacted the site that the property is located at to confirm condition.
LESOHQ,2078550,AL,HENRY COUNTY SHERIFFS OFFICE,5855,014886563,"ILLUMINATOR,INFRARE",EA,1,1756.63,2018-01-08 11:33:06,THE HENRY COUNTY SHERIFFS OFFICE WILL UTILIZE THIS PROPERTY TO ISSUE TO DEPUTIES AND TACTICAL OPERATORS. THE EQUIPMENT WILL BE MOUNTED TO CARBINE RIFLES TO BE USED IN CONJUNCTION WITH NIGHT VISION GOOGLES DURING NIGHT OPERATIONS.,CANCELLED: At this time the LESO will not approve any Night Vision or Optics (meaning DTIDs that start with 2YT) that has been turned in by a LESO customer without the acknowledgement from the requesting agency stating they have contacted the site that the property is located at to confirm condition.
LESOHQ,2078549,AL,HENRY COUNTY SHERIFFS OFFICE,5855,014886563,"ILLUMINATOR,INFRARE",EA,1,1756.63,2018-01-08 11:33:06,THE HENRY COUNTY SHERIFFS OFFICE WILL UTILIZE THIS PROPERTY TO ISSUE TO DEPUTIES AND TACTICAL OPERATORS. THE EQUIPMENT WILL BE MOUNTED TO CARBINE RIFLES TO BE USED IN CONJUNCTION WITH NIGHT VISION GOOGLES DURING NIGHT OPERATIONS.,CANCELLED: At this time the LESO will not approve any Night Vision or Optics (meaning DTIDs that start with 2YT) that has been turned in by a LESO customer without the acknowledgement from the requesting agency stating they have contacted the site that the property is located at to confirm condition.
LESOHQ,2078040,AL,HENRY COUNTY SHERIFFS OFFICE,5855,014886563,"ILLUMINATOR,INFRARE",EA,1,1756.63,2018-01-05 18:57:25,THE HENRY COUNTY SHERIFFS OFFICE WILL USE THIS EQUIPMENT TO AID THE SWAT TEAM IN NARCOTIC AND HIGH RISK MISSIONS.,CANCELLED: At this time the LESO will not approve any Night Vision or Optics (meaning DTIDs that start with 2YT) that has been turned in by a LESO customer without the acknowledgement from the requesting agency stating they have contacted the site that the property is located at to confirm condition.
LESOHQ,2078041,AL,HENRY COUNTY SHERIFFS OFFICE,5855,014886563,"ILLUMINATOR,INFRARE",EA,1,1756.63,2018-01-05 18:57:25,THE HENRY COUNTY SHERIFFS OFFICE WILL USE THIS EQUIPMENT TO AID THE SWAT TEAM IN NARCOTIC AND HIGH RISK MISSIONS.,CANCELLED: At this time the LESO will not approve any Night Vision or Optics (meaning DTIDs that start with 2YT) that has been turned in by a LESO customer without the acknowledgement from the requesting agency stating they have contacted the site that the property is located at to confirm condition.
LESOHQ,2078036,AL,HENRY COUNTY SHERIFFS OFFICE,5855,014886563,"ILLUMINATOR,INFRARE",EA,1,1756.63,2018-01-05 18:57:25,THE HENRY COUNTY SHERIFFS OFFICE WILL USE THIS EQUIPMENT FOR NIGHT OPERATIONS BY THE SWAT TEAM TO AID IN NARCOTIC AND HIGH RISK MISSIONS.,CANCELLED: At this time the LESO will not approve any Night Vision or Optics (meaning DTIDs that start with 2YT) that has been turned in by a LESO customer without the acknowledgement from the requesting agency stating they have contacted the site that the property is located at to confirm condition.
LESOHQ,2078042,AL,HENRY COUNTY SHERIFFS OFFICE,5855,014886563,"ILLUMINATOR,INFRARE",EA,1,1756.63,2018-01-05 18:57:25,THE HENRY COUNTY SHERIFFS OFFICE WILL USE THIS EQUIPMENT TO AID THE SWAT TEAM IN NARCOTIC AND HIGH RISK MISSIONS.,CANCELLED: At this time the LESO will not approve any Night Vision or Optics (meaning DTIDs that start with 2YT) that has been turned in by a LESO customer without the acknowledgement from the requesting agency stating they have contacted the site that the property is located at to confirm condition.
LESOHQ,2078043,AL,HENRY COUNTY SHERIFFS OFFICE,5855,014886563,"ILLUMINATOR,INFRARE",EA,1,1756.63,2018-01-05 18:57:25,THE HENRY COUNTY SHERIFFS OFFICE WILL USE THIS EQUIPMENT TO AID THE SWAT TEAM IN NARCOTIC AND HIGH RISK MISSIONS.,CANCELLED: At this time the LESO will not approve any Night Vision or Optics (meaning DTIDs that start with 2YT) that has been turned in by a LESO customer without the acknowledgement from the requesting agency stating they have contacted the site that the property is located at to confirm condition.
LESOHQ,2078038,AL,HENRY COUNTY SHERIFFS OFFICE,5855,014886563,"ILLUMINATOR,INFRARE",EA,1,1756.63,2018-01-05 18:57:25,THE HENRY COUNTY SHERIFFS OFFICE WILL USE THIS EQUIPMENT TO AID THE SWAT TEAM IN NARCOTIC AND HIGH RISK MISSIONS.,CANCELLED: At this time the LESO will not approve any Night Vision or Optics (meaning DTIDs that start with 2YT) that has been turned in by a LESO customer without the acknowledgement from the requesting agency stating they have contacted the site that the property is located at to confirm condition.
LESOHQ,2130459,AL,HENRY COUNTY SHERIFFS OFFICE,2320,010948229,"TRUCK,CARGO",EA,1,9989.75,2018-03-23 18:02:11,THE HENRY COUNTY SHERIFFS DEPARTMENT WOULD USE THIS VEHICLE FOR HAULING EMERGENCY EQUIPMENT TO AND FROM CRIME SCENES,CANCELLED:  Item(s) has already been approved for another agency.
LESOHQ,2078543,AL,HENRY COUNTY SHERIFFS OFFICE,5855,014886563,"ILLUMINATOR,INFRARE",EA,1,1756.63,2018-01-08 11:33:06,THE HENRY COUNTY SHERIFFS OFFICE WILL UTILIZE THIS PROPERTY TO ISSUE TO DEPUTIES AND TACTICAL OPERATORS. THE EQUIPMENT WILL BE MOUNTED TO CARBINE RIFLES TO BE USED IN CONJUNCTION WITH NIGHT VISION GOOGLES DURING NIGHT OPERATIONS.,CANCELLED: At this time the LESO will not approve any Night Vision or Optics (meaning DTIDs that start with 2YT) that has been turned in by a LESO customer without the acknowledgement from the requesting agency stating they have contacted the site that the property is located at to confirm condition.
LESOHQ,2078545,AL,HENRY COUNTY SHERIFFS OFFICE,5855,014886563,"ILLUMINATOR,INFRARE",EA,1,1756.63,2018-01-08 11:33:06,THE HENRY COUNTY SHERIFFS OFFICE WILL UTILIZE THIS PROPERTY TO ISSUE TO DEPUTIES AND TACTICAL OPERATORS. THE EQUIPMENT WILL BE MOUNTED TO CARBINE RIFLES TO BE USED IN CONJUNCTION WITH NIGHT VISION GOOGLES DURING NIGHT OPERATIONS.,CANCELLED: At this time the LESO will not approve any Night Vision or Optics (meaning DTIDs that start with 2YT) that has been turned in by a LESO customer without the acknowledgement from the requesting agency stating they have contacted the site that the property is located at to confirm condition.
LESOHQ,2078548,AL,HENRY COUNTY SHERIFFS OFFICE,5855,014886563,"ILLUMINATOR,INFRARE",EA,1,1756.63,2018-01-08 11:33:06,THE HENRY COUNTY SHERIFFS OFFICE WILL UTILIZE THIS PROPERTY TO ISSUE TO DEPUTIES AND TACTICAL OPERATORS. THE EQUIPMENT WILL BE MOUNTED TO CARBINE RIFLES TO BE USED IN CONJUNCTION WITH NIGHT VISION GOOGLES DURING NIGHT OPERATIONS.,CANCELLED: At this time the LESO will not approve any Night Vision or Optics (meaning DTIDs that start with 2YT) that has been turned in by a LESO customer without the acknowledgement from the requesting agency stating they have contacted the site that the property is located at to confirm condition.
