Cancelled By,RTD Ref,State,Station Name (LEA),FSC,NIIN,Item Name,UI,Quantity,Acquisition Value,Date Requested,Justification,Reason Cancelled
LESOHQ,2339369,AL,COFFEE COUNTY SHERIFF OFFICE,2320,DSPICKUP0,PICKUP,EA,1,28770,2019-03-12 09:13:01.000004,THIS VEHICLE WILL BE USED BY THE COFFEE COUNTY SHERIFF'S OFFICE TO BE UTILIZED AS A INVESTIGATIONS VEHICLE. THIS WILL ASSIST IN ADDING ANOTHER VEHICLE TO OUR FLEET.,CANCELLED:  Item(s) has already been approved for another agency.
LESOHQ,2312913,AL,COFFEE COUNTY SHERIFF OFFICE,2310,016231545,"UTILITY VEHICLE,OFF ROAD",EA,1,32000,2019-02-01 09:07:39,THIS UNIT WILL BE USED BY THE COFFEE COUNTY SHERIFF'S OFFICE TO ASSIST IN RECOVERY ON SEARCH AND RESCUE OPERATIONS AND NARCOTICS FIELD OPERATIONS IN ROUGH TERRAIN.,CANCELLED:  Item(s) has already been approved for another agency.
LESOHQ,2312901,AL,COFFEE COUNTY SHERIFF OFFICE,2310,DSSEDAN00,SEDAN,EA,1,20345,2019-02-01 08:53:39.000002,THIS CAR WOULD BE USED BY THE COFFEE COUNTY SHERIFF'S OFFICE NARCOTICS DIVISION TO ASSIST IN UNDERCOVER DRUG INVESTIGATIONS.,CANCELLED:  Item(s) has already been approved for another agency.
LESOHQ,2336015,AL,COLBERT COUNTY SHERIFF'S OFFICE,4220,200070218,DIVER'S DRESS,EA,7,1246.83,2019-03-06 11:37:12.999997,DRY SUITS ARE NEEDED FOR OUR DIVE TEAM TO USE FOR SEARCH AND RESCUE DURING COLD WATER TIMES.,CANCELLED:  Item(s) has already been approved for another agency.
LESOHQ,2318817,AL,COLBERT COUNTY SHERIFF'S OFFICE,2310,016231545,"UTILITY VEHICLE,OFF ROAD",EA,1,32000,2019-02-08 17:08:59.000004,THIS ITEM WILL BE USED AS A SEARCH AND RESCUE OFF ROAD VEHICLE. ALSO WILL BE USED WITH OUR EMERGENCY RESPONSE TEAM IN TRAINING AND REAL LIFE MISSIONS.,CANCELLED:  Item(s) has already been approved for another agency.
LESOHQ,2309493,AL,COTTONWOOD POLICE DEPTMENT,3805,DSEARTHMO,EARTH MOVING AND EXCAVATING EQUIPMENT,EA,1,101343.73,2019-01-28 19:35:19.999999,THIS EQUIPMENT IS TO BE USED BY THE COTTONWOOD POLICE DEPT. FOR BUILDING AND MAINTENANCE OF OUR DEPARTMENT SHOOTING RANGE GROUNDS.,CANCELLED:  Item(s) has already been approved for another agency.
LESOHQ,2319182,AL,CULLMAN POLICE DEPT,2310,016231545,"UTILITY VEHICLE,OFF ROAD",EA,1,32000,2019-02-10 09:13:38.000001,FOR USE BY POLICE DEPARTMENT TACTICAL UNIT AND EMERGENCY RESPONSE TEAMS DURING EMERGENCIES TO MOVE GOODS OR PEOPLE,CANCELLED:  Item(s) has already been approved for another agency.
LESOHQ,2312923,AL,DALE COUNTY SHERIFF OFFICE,2310,DSSEDAN00,SEDAN,EA,1,20345,2019-02-01 09:17:18.000001,"DALE COUNTY SHERIFFS OFFICE REQUESTS THIS VEHICLE TO USE FOR CIVIL PROCESS SERVING, SURVEILLANCE, AND SCHOOL RESOURCE PATROL. THANK YOU FOR YOUR CONSIDERATION.",CANCELLED:  Item(s) has already been approved for another agency.
LESOHQ,2307494,AL,DALE COUNTY SHERIFF OFFICE,5855,014748904,"SIGHT,NIGHT VISION SNIPERSCOPE",EA,1,5314,2019-01-24 15:50:36.000001,I CONTACTED THE DEPOT AND THEY STATED THE SCOPE APPEARS TO BE IN GOOD PHYSICAL SHAPE BUT ITS UNKNOWN IF THE IMAGE TUBE IS INSTALLED. WE REQUEST THIS SCOPE TO ENHANCE OUR LOW LIGHT CAPABILITIES. THANK YOU DALE COUNTY SHERIFFS OFFICE,CANCELLED:  Item(s) has already been approved for another agency.
LESOHQ,2302749,AL,DALE COUNTY SHERIFF OFFICE,2320,DSTRUCK00,TRUCKS AND TRUCK TRACTORS,EA,1,25500,2019-01-16 09:49:54.000002,THE DALE COUNTY SHERIFFS OFFICE REQUEST THIS VEHICLE TO CONVERT TO A MOBILE COMMAND CENTER. THIS VEHICLE WILL BE STOCKED WITH LIFE SAVING EQUIPMENT AND WILL RESPOND TO AL MANNERS OF DISASTERS AND CRITICAL INCIDENTS. THANK YOU FOR YOUR CONSIDERATION.,CANCELLED:  Item(s) has already been approved for another agency.
LESOHQ,2312922,AL,DALE COUNTY SHERIFF OFFICE,2310,DSSEDAN00,SEDAN,EA,1,20345,2019-02-01 09:17:18.000001,"DALE COUNTY SHERIFFS OFFICE REQUESTS THIS VEHICLE TO USE FOR CIVIL PROCESS SERVING, SURVEILLANCE, AND SCHOOL RESOURCE PATROL. THANK YOU FOR YOUR CONSIDERATION.",CANCELLED:  Item(s) has already been approved for another agency.
LESOHQ,2312921,AL,DALE COUNTY SHERIFF OFFICE,2340,016072482,ALL TERRAIN VEHICLE WHEELED,EA,1,14918,2019-02-01 09:17:18.000001,"DALE COUNTY SHERIFFS OFFICE REQUEST THIS VEHICLE TO USE FOR SEARCH AND RESCUE IN OUR RURAL AREAS, AND TO SCOUT FOR MARIJUANA GROW FIELDS HIDDEN IN REMOTE AREAS OUR OUR COUNTY. THANK YOU FOR YOUR CONSIDERATION.",CANCELLED:  Item(s) has already been approved for another agency.
LESOHQ,2312920,AL,DALE COUNTY SHERIFF OFFICE,2310,016231545,"UTILITY VEHICLE,OFF ROAD",EA,1,32000,2019-02-01 09:17:18.000001,"DALE COUNTY SHERIFFS OFFICE REQUEST THIS VEHICLE TO USE FOR SEARCH AND RESCUE IN OUR RURAL AREAS, AND TO SCOUT FOR MARIJUANA GROW FIELDS HIDDEN IN REMOTE AREAS OUR OUR COUNTY. THANK YOU FOR YOUR CONSIDERATION.",CANCELLED:  Item(s) has already been approved for another agency.
LESOHQ,2299523,AL,DALE COUNTY SHERIFF OFFICE,2320,015041443,"TRUCK,MAINTENANCE",EA,1,20800.68,2019-01-09 09:13:30,"THE DALE COUNTY SHERIFFS OFFICE REQUESTS THIS VEHICLE TO CONVERT TO A PATROL VEHICLE. IT WILL BE USED FOR PATROL FUNCTIONS, DRUG INTERDICTION, AND TRAFFIC ENFORCEMENT. IN OUR COUNTY. THANK YOU FOR YOUR CONSIDERATION.",CANCELLED:  Item(s) has already been approved for another agency.
LESOHQ,2299522,AL,DALE COUNTY SHERIFF OFFICE,2320,015041443,"TRUCK,MAINTENANCE",EA,1,20800.68,2019-01-09 09:13:30,"THE DALE COUNTY SHERIFFS OFFICE REQUESTS THIS VEHICLE TO CONVERT TO A PATROL VEHICLE. IT WILL BE USED FOR PATROL FUNCTIONS, DRUG INTERDICTION, AND TRAFFIC ENFORCEMENT. IN OUR COUNTY. THANK YOU FOR YOUR CONSIDERATION.",CANCELLED:  Item(s) has already been approved for another agency.
LESOHQ,2306182,AL,DALE COUNTY SHERIFF OFFICE,2340,DSBAG2340,"MOTORCYCLES, MOTOR SCOOTERS AND BICYCLES",LB,1,1584.45,2019-01-22 22:16:31.999996,THE DALE COUNTY SHERIFFS OFFICE REQUEST THIS SCOOTER TO CONVERT TO A MOVING TARGET SYSTEM TO USE AT OUR TRAINING FACILITY. THESE SCOOTERS CAN BE UPGRADED WITH REMOTE CONTROL PARTS MAKING THIS EXCELLENT LIVE FIRE SIMULATORS. THAN YOU FOR YOUR CONSIDERATION.,CANCELLED:  Item is under review. The item name and or NSN-LSN are incorrect.
LESOHQ,2300042,AL,DALE COUNTY SHERIFF OFFICE,2320,001960976,"TRUCK,CARRYALL",EA,1,28503,2019-01-09 21:33:38.000002,"THE DALE COUNTY SHERIFFS OFFICE REQUESTS THIS VEHICLE TO CONVERT IN TO A PATROL VEHICLE. IT WILL BE USED FOR TRAFFIC ENFORCEMENT, DRUG INTERDICTION, PATROL AND INVESTIGATIONS. THANK YOU FOR YOUR CONSIDERATION.",CANCELLED:  Item(s) has already been approved for another agency.
LESOHQ,2316418,AL,DALE COUNTY SHERIFF OFFICE,7021,DSHANDHE0,HANDHELD DEVICE,EA,8,1500,2019-02-05 16:34:39.000003,"WE REQUEST THESE GETAC F110 TABLETS TO ENHANCE OUR MOBILE COMPUTING CAPABILITIES WHILE WORKING IN THE FIELD. THEY WILL BE USED FOR TRAFFIC CITATION, WARRANT SERVICE, AND REPORT WRITING. I UNDERSTAND WE CANT GET THE APPLE IPADS BECAUSE THEY MAY HAVE PERSONAL INFORMATION ON THEM BUT THESE ARE THE SAME AS LAPTOPS AND ARE DEGAUSSED AND WE HAVE TO INSTALL NEW HARD DRIVES AND SOFTWARE. THANK YOU FOR YOUR CONSIDERATION.",CANCELLED: Per a DLA directive these devices cannot be reutilized as they have been found to contain personal sensitive data.
LESOHQ,2314094,AL,DALE COUNTY SHERIFF OFFICE,7021,DSHANDHE0,HANDHELD DEVICE,EA,8,1500,2019-02-04 15:15:23.999996,"WE REQUEST THESE TABLETS TO USE FOR PATROL FUNCTIONS SUCH AS ISSUING CITATIONS, CHECKING WARRANTS AND GENERAL REPORT WRITING. THESE DEVICES WILL INCREASE EFFICIENCY WHILE WORKING IN THE FIELD. THANK YOU FOR YOUR CONSIDERATION.",CANCELLED: Per a DLA directive these devices cannot be reutilized as they have been found to contain personal sensitive data.
LESOHQ,2339373,AL,DALE COUNTY SHERIFF OFFICE,2320,DSPICKUP0,PICKUP,EA,1,28770,2019-03-12 09:18:44.000004,"THE DALE COUNTY SHERIFFS OFFICE REQUEST THIS TRUCK TO USE AS A PATROL VEHICLE. THIS VEHICLE WILL BE USED FOR PATROL, TRAFFIC ENFORCEMENT, WARRANT AND CIVIL SERVICE. WE ARE CURRENTLY DOWN THREE PATROL VEHICLES SO THIS WOULD BE A VALUABLE ASSET. THANK YOU FOR YOUR CONSIDERATION.",CANCELLED:  Item(s) has already been approved for another agency.
LESOHQ,2317017,AL,DALE COUNTY SHERIFF OFFICE,7021,DSHANDHE0,HANDHELD DEVICE,EA,2,200,2019-02-06 11:44:21.999998,"WE REQUEST THESE COMPUTERS TO ENHANCE OUR MOBILE COMPUTING CAPABILITIES WHILE WORKING IN THE FIELD. THEY WILL BE USED FOR TRAFFIC CITATIONS, WARRANT CHECKS AND REPORT WRITING. THANK YOU",CANCELLED: Per a DLA directive these devices cannot be reutilized as they have been found to contain personal sensitive data.
LESOHQ,2317016,AL,DALE COUNTY SHERIFF OFFICE,7021,DSHANDHE0,HANDHELD DEVICE,EA,8,500,2019-02-06 11:44:21.999998,"WE REQUEST THESE COMPUTERS TO ENHANCE OUR MOBILE COMPUTING CAPABILITIES WHILE WORKING IN THE FIELD. THEY WILL BE USED FOR TRAFFIC CITATIONS, WARRANT CHECKS AND REPORT WRITING. THANK YOU",CANCELLED: Per a DLA directive these devices cannot be reutilized as they have been found to contain personal sensitive data.
LESOHQ,2300813,AL,DALE COUNTY SHERIFF OFFICE,2320,001960976,"TRUCK,CARRYALL",EA,1,28503,2019-01-11 11:42:17.999997,"THE DALE COUNTY SHERIFFS OFFICE REQUESTS THIS VEHICLE TO USE A PATROL VEHICLE. IT WILL BE USED FOR TRAFFIC ENFORCEMENT, DRUG INTERDICTION, AND ALL OTHER LAW ENFORCEMENT DUTIES. THANK YOU FOR YOUR CONSIDERATION.",CANCELLED:  Item(s) has already been approved for another agency.
LESOHQ,2344663,AL,DALE COUNTY SHERIFF OFFICE,5855,015282743,"IMAGE INTENSIFIER,NIGHT VISION",EA,2,6392,2019-03-20 09:44:57.000002,"WE REQUEST THESE DEVICES TO INCREASE OUR LOW LIGHT CAPABILITIES IN SEARCH AND RESCUE, TACTICAL MISSIONS AND IN OUR AVIATION DEPARTMENT. THE DEPOT STATED THAT THESE DEVICES ARE IN EXCELLENT CONDITION. THANK YOU FOR YOUR CONSIDERATION.",CANCELLED:  Item(s) has already been approved for another agency.
LESOHQ,2344662,AL,DALE COUNTY SHERIFF OFFICE,2310,000676727,"AUTOMOBILE,SEDAN",EA,1,16400,2019-03-20 09:44:57.000002,"IF STILL AVAILABLE WE REQUEST THIS VEHICLE TO USE AS A PATROL CAR. IT WILL BE USED FOR TRAFFIC ENFORCEMENT, DRUG INTERDICTION, CIVIL AND WARRANT SERVICE. THANK YOU DALE COUNTY SHERIFFS OFFICE",CANCELLED:  Item(s) has already been approved for another agency.
LESOHQ,2300814,AL,DALE COUNTY SHERIFF OFFICE,2320,001960976,"TRUCK,CARRYALL",EA,1,28503,2019-01-11 11:42:17.999997,"THE DALE COUNTY SHERIFFS OFFICE REQUESTS THIS VEHICLE TO USE A PATROL VEHICLE. IT WILL BE USED FOR TRAFFIC ENFORCEMENT, DRUG INTERDICTION, AND ALL OTHER LAW ENFORCEMENT DUTIES. THANK YOU FOR YOUR CONSIDERATION.",CANCELLED:  Item(s) has already been approved for another agency.
LESOHQ,2346992,AL,DALE COUNTY SHERIFF OFFICE,2310,DSVAN0000,VAN,EA,1,2000,2019-03-25 10:30:55.000002,WE REQUEST THIS VAN TO USE AS A MULTI AGENCY SURVEILLANCE VEHICLE IN OUR COUNTY. IT WILL SUPPORT 10 MUNICIPALITIES PLUS ALEA. THANK YOU FOR YOUR CONSIDERATION.,CANCELLED:  Item(s) has already been approved for another agency.
LESOHQ,2305738,AL,DOJ/FBI HAZ DEVICES SCHOOL,8465,015245250,ASSAULT PACK,EA,9,77.08,2019-01-22 08:52:38.000004,PACKS WILL BE USED AS INERT IED'S FOR USE IN THE TRAINING OF PSBT'S AND SABT'S IN RENDER SAFE PROCEDURES.  THIS PACK WILL BE DESTROYED.,CYCLE: This item has moved into the unapproved General Services Administration GSA cycle and cannot be approved to LESO customers.
LESOHQ,2305739,AL,DOJ/FBI HAZ DEVICES SCHOOL,8465,015245250,ASSAULT PACK,EA,10,77.08,2019-01-22 08:52:38.000004,PACKS WILL BE USED AS INERT IED'S FOR USE IN THE TRAINING OF PSBT'S AND SABT'S IN RENDER SAFE PROCEDURES.  THIS PACK WILL BE DESTROYED.,CYCLE: This item has moved into the unapproved General Services Administration GSA cycle and cannot be approved to LESO customers.
LESOHQ,2305736,AL,DOJ/FBI HAZ DEVICES SCHOOL,8465,015245250,ASSAULT PACK,EA,2,77.08,2019-01-22 08:52:38.000004,PACKS WILL BE USED AS INERT IED'S FOR USE IN THE TRAINING OF PSBT'S AND SABT'S IN RENDER SAFE PROCEDURES.  THIS PACK WILL BE DESTROYED.,CYCLE: This item has moved into the unapproved General Services Administration GSA cycle and cannot be approved to LESO customers.
LESOHQ,2319378,AL,DOJ/FBI HAZ DEVICES SCHOOL,8140,009601699,"CHEST,AMMUNITION",EA,50,11.1,2019-02-11 09:42:23.000002,ITEMS WILL BE UTILIZED IN THE TRAINING OF PSBT'S AND SABT'S DURING LOCATE AND RENDER SAFE TRAINING CONDUCTED BY THE SCHOOL.  THE ITEMS WILL BE DESTROYED.,CYCLE: This item has moved into the unapproved General Services Administration GSA cycle and cannot be approved to LESO customers.
LESOHQ,2319379,AL,DOJ/FBI HAZ DEVICES SCHOOL,8140,009601699,"CHEST,AMMUNITION",EA,78,11.1,2019-02-11 09:42:23.000002,ITEMS WILL BE UTILIZED IN THE TRAINING OF PSBT'S AND SABT'S DURING LOCATE AND RENDER SAFE TRAINING CONDUCTED BY THE SCHOOL.  THE ITEMS WILL BE DESTROYED.,CYCLE: This item has moved into the unapproved General Services Administration GSA cycle and cannot be approved to LESO customers.
LESOHQ,2305737,AL,DOJ/FBI HAZ DEVICES SCHOOL,8465,015245250,ASSAULT PACK,EA,4,77.08,2019-01-22 08:52:38.000004,PACKS WILL BE USED AS INERT IED'S FOR USE IN THE TRAINING OF PSBT'S AND SABT'S IN RENDER SAFE PROCEDURES.  THIS PACK WILL BE DESTROYED.,CYCLE: This item has moved into the unapproved General Services Administration GSA cycle and cannot be approved to LESO customers.
LESOHQ,2305734,AL,DOJ/FBI HAZ DEVICES SCHOOL,8465,015245250,ASSAULT PACK,EA,12,77.08,2019-01-22 08:52:37.000001,PACKS WILL BE USED AS INERT IED'S FOR USE IN THE TRAINING OF PSBT'S AND SABT'S IN RENDER SAFE PROCEDURES.  THIS PACK WILL BE DESTROYED.,CYCLE: This item has moved into the unapproved General Services Administration GSA cycle and cannot be approved to LESO customers.
LESOHQ,2341829,AL,FAYETTE COUNTY SHERIFF DEPT,4240,015457920,"GOGGLES,INDUSTRIAL",EA,28,250,2019-03-15 13:22:53.000003,TO PROVIDE EYE SAFETY WHILE TRAINING,"JUSTIFICATION: Please provide a justification that states these three requirements. We need to know that it will be used by the requesting Law Enforcement Agency, used for a Law Enforcement purpose and be persuasive. Provide specific examples of how the item will be used."
LESOHQ,2341812,AL,FAYETTE COUNTY SHERIFF DEPT,6115,012561059,"GENERATOR SET,DIESEL ENGINE",EA,1,1325,2019-03-15 12:45:59.999996,"USE OF LIGHTING OF CRIME SCENES, SAFETY CHECK POINTS AND EMERGENCIES","JUSTIFICATION: Please provide a justification that states these three requirements. We need to know that it will be used by the requesting Law Enforcement Agency, used for a Law Enforcement purpose and be persuasive. Provide specific examples of how the item will be used."
LESOHQ,2341813,AL,FAYETTE COUNTY SHERIFF DEPT,6115,014351565,"GENERATOR SET,DIESEL ENGINE",EA,1,5262,2019-03-15 12:45:59.999996,"USE OF LIGHTING OF CRIME SCENES, SAFETY CHECK POINTS AND EMERGENCIES","JUSTIFICATION: Please provide a justification that states these three requirements. We need to know that it will be used by the requesting Law Enforcement Agency, used for a Law Enforcement purpose and be persuasive. Provide specific examples of how the item will be used."
LESOHQ,2341814,AL,FAYETTE COUNTY SHERIFF DEPT,6115,012853012,"GENERATOR SET,DIESEL ENGINE",EA,1,9922.25,2019-03-15 12:45:59.999996,TO USE FOR LIGHTING CRIME SCENES AND SAFETY CHECK POINTS,"JUSTIFICATION: Please provide a justification that states these three requirements. We need to know that it will be used by the requesting Law Enforcement Agency, used for a Law Enforcement purpose and be persuasive. Provide specific examples of how the item will be used."
LESOHQ,2324169,AL,HANCEVILLE POLICE DEPARTMENT,8465,015151156,"STRAP,INVOLUNTARY,R",BX,36,96.08,2019-02-19 15:13:38.000001,THE HANCEVILLE POLICE DEPARTMENT WILL USE THESE ITEMS TO GIVE TO PATROL AND SPECIAL OPERATIONS OFFICERS.,CANCELLED:  Item(s) has already been approved for another agency.
LESOHQ,2305902,AL,HEADLAND POLICE DEPT,2340,DSCART000,"CART, MOTORIZED",EA,1,3000,2019-01-22 12:46:30.000003,THE HEADLAND POLICE DEPARTMENT AND OFFICERS WOULD BENEFIT FROM THIS EQUIUPMENT BY HAVING THE MEANS OF TRANSPORTING RESOURCES AND PERSONELL TO AREAS OF NEEDS,CANCELLED:  Agency has assigned - closed like items on their property book that can satisfy what is being asked in their justification. Please let the LESO know the status of the closed property and why the requested property is needed.
LESOHQ,2302886,AL,HENRY COUNTY SHERIFFS OFFICE,2330,DSTRAILE1,TRAILER,EA,1,6000,2019-01-16 12:24:20.999998,"THE HENRY COUNTY SHERIFF DEPARTMENT WOULD USE THIS TRAILER TO TRANSPORT CRIME SCENE EQUIPMENT TO CRIME SCENES AND LARGE OPERATIONS CONDUCTED BY THE SHERIFFS DEPARTMENT
",CANCELLED:  Item(s) has already been approved for another agency.
LESOHQ,2335454,AL,HOUSTON COUNTY SHERIFF DEPT,5855,015711258,"ILLUMINATOR,INTEGRATED,SMALL ARMS",EA,31,1049,2019-03-05 11:52:22.999996,THE HOUSTON COUNTY SHERIFFS OFFICE WILL ISSUE THESE LIGHTS TO MEMBERS OF OUR SWAT TEAM TO MOUNT ON DEPARTMENT ISSUED RIFLES TO ILLUMINATE DARK ROOMS AND AREAS AT NIGHT WHEN CONDUCTING LAW ENFORCEMENT DUTIES.,CANCELLED:  Item(s) has already been approved for another agency.
LESOHQ,2337641,AL,JASPER POLICE DEPT,8105,001429345,"BAG,SAND",HD,50,55.35,2019-03-08 20:00:41.999996,TO BE USED TO SECURE EQUIPMENT DURING CRITICAL INCIDENTS,CYCLE: This item has moved into the unapproved General Services Administration GSA cycle and cannot be approved to LESO customers.
LESOHQ,2313084,AL,NEW SITE POLICE DEPARTMENT,2340,016072482,ALL TERRAIN VEHICLE WHEELED,EA,2,14918,2019-02-01 11:56:02.000003,THE NEW SITE POLICE DEPARTMENT WOULD LIKE TO REQUEST THIS VEHICLE. THIS VEHICLE WOULD BE USED EXCLUSIVELY BY THE NEW SITE POLICE DEPARTMENT FOR SEARCH AND RESCUE ALONG THE TALLAPOOSA RIVER AND IN THE PATROL OF AREAS DURING FLOODING. THANK YOU IN ADVANCE FOR YOUR APPROVAL.,CANCELLED:  Item(s) has already been approved for another agency.
LESOHQ,2305916,AL,NEW SITE POLICE DEPARTMENT,2340,016273510,ALL TERRAIN VEHICLE WHEELED,EA,1,1000,2019-01-22 13:09:46.999996,THE NEW SITE POLICE DEPARTMENT WOULD LIKE TO REQUEST THIS VEHICLE. THIS VEHICLE WILL BE USED EXCLUSIVELY BY THE NEW SITE POLICE DEPARTMENT FOR SEARCH AND RESCUE AND TO ACCESS AREAS PRONE TO FLOODING ALONG THE TALLAPOOSA RIVER. THANKS YOU IN ADVANCE FOR YOUR APPROVAL.,CANCELLED:  Item(s) has already been approved for another agency.
LESOHQ,2313083,AL,NEW SITE POLICE DEPARTMENT,2310,016231545,"UTILITY VEHICLE,OFF ROAD",EA,1,32000,2019-02-01 11:52:03.000003,THE NEW SITE POLICE DEPARTMENT WOULD LIKE TO REQUEST THIS VEHICLE. THIS VEHICLE WILL BE USED EXCLUSIVELY BY THE NEW SITE POLICE IN SEARCH AND RESCUE SITUATIONS ALONG THE TALLAPOOSA RIVER AND IN THE PATROL OF THIS AREA WHERE TRADITIONAL PATROL VEHICLES CAN'T TRAVEL. THANKYOU IN ADVANCE FOR YOUR APPROVAL.,CANCELLED:  Item(s) has already been approved for another agency.
LESOHQ,2339341,AL,NORTHPORT POLICE DEPT,2320,DSPICKUP0,PICKUP,EA,1,28770,2019-03-12 08:19:04.999996,"THE NORTHPORT PD WILL UTILIZE THIS VEHICLE FOR POLICE INVESTIGATIONS, TRAVEL AND TRAINING EVENTS.",CANCELLED:  Item(s) has already been approved for another agency.
LESOHQ,2302871,AL,ODENVILLE POLICE DEPT,2330,DSTRAILE1,TRAILER,EA,1,6000,2019-01-16 11:57:12.000004,THE TRAILER IS GOING TO USED BY THE POLICE DEPARTMENT TO TRANSPORT ATV'S TO AREA CRIME SCENES AND FOR PROJECT LIFESAVER SEARCH SITES. IT WILL ALSO BE USED TO MOVE DEPARTMENT EQUIPMENT AND BE USED A MOBILE COMMAND POST.,CANCELLED:  Item(s) has already been approved for another agency.
LESOHQ,2337724,AL,ODENVILLE POLICE DEPT,2320,011275077,"TRUCK,CARGO",EA,1,14141,2019-03-09 08:27:15.999999,THE TRUCK WILL BE USED BY THE POLICE DEPARTMENT ON THE TRAINING SITE TO MOVE TRAINING EQUIPMENT AND RANGE EQUIPMENT DURING POLICE TRAINING EVENTS.,CANCELLED:  Agency has assigned - closed like items on their property book that can satisfy what is being asked in their justification. Please let the LESO know the status of the closed property and why the requested property is needed.
