Cancelled By,RTD Ref,State,Station Name (LEA),FSC,NIIN,Item Name,UI,Quantity,Acquisition Value,Demil Code,Date Requested,Justification,Reason Cancelled
LESOHQ,1873313,AL,BLOUNT COUNTY SHERIFF OFFICE,2310,DSVAN0000,VAN,EA,1,17878,A,2017-06-13 10:18:46,THE TRUCK WILL BE USED FOR DEPARTMENT MAINTENANCE AT THE OFFICE AT THE JAIL AND AT THE RANGE TO HALL LAWN MOWERS AND OTHER EQUIPMENT AND WILL ALSO BE USED FOR THE ROAD CREW OF INMATES THAT ARE SENT OUT TO PICK UP TRASH ON THE SIDES OF THE ROADWAYS WITH IN THE COUNTY   ,JUSTIFICATION: Please clarify use of vehicles for inmates as it reads they will be sent out with the van. The provided justification was hard to understand. Please clarify entirely.
LESOHQ,1862127,AL,BLOUNT COUNTY SHERIFF OFFICE,3805,002601967,"LOADER,SCOOP TYPE",EA,1,120944,A,2017-05-25 11:22:07,TO BE USED AT THE RANGE AND TO MAINTAIN GROUNDS AT THE SHERIFFS OFFICE ,CANCELLED:  Item has already been approved for another agency.
LESOHQ,1886793,AL,BLOUNTSVILLE POLICE DEPT,2310,016231545,"UTILITY VEHICLE,OFF ROAD",EA,1,32000,A,2017-06-29 09:14:53,"THE POLICE WOULD USE THIS VEHICLE FOR SPECIAL OPERATIONS IN REMOTE AREAS I.E. SEARCH AND RESCUE, NARCOTICS ENFORCEMENT AND ERADICATION, EMERGENCY RESPONSE, OFFICER TRANSPORT TO SCENES WHERE STANDARD VEHICLES CAN NOT ACCESS, NATURAL DISASTER, AND INCLIMATE WEATHER.",CANCELLED:  Item(s) has already been approved for another agency.
LESOHQ,1886792,AL,BLOUNTSVILLE POLICE DEPT,2310,016231545,"UTILITY VEHICLE,OFF ROAD",EA,1,32000,A,2017-06-29 09:14:53,"THE POLICE WOULD USE THIS VEHICLE FOR SPECIAL OPERATIONS IN REMOTE AREAS I.E. SEARCH AND RESCUE, NARCOTICS ENFORCEMENT AND ERADICATION, EMERGENCY RESPONSE, OFFICER TRANSPORT TO SCENES WHERE STANDARD VEHICLES CAN NOT ACCESS, NATURAL DISASTER, AND INCLIMATE WEATHER.",CANCELLED:  Item(s) has already been approved for another agency.
LESOHQ,1886798,AL,BLOUNTSVILLE POLICE DEPT,2310,016231545,"UTILITY VEHICLE,OFF ROAD",EA,1,32000,A,2017-06-29 09:16:29,"THE POLICE WOULD USE THIS VEHICLE FOR SPECIAL OPERATIONS IN REMOTE AREAS I.E. SEARCH AND RESCUE, NARCOTICS ENFORCEMENT AND ERADICATION, EMERGENCY RESPONSE, OFFICER TRANSPORT TO SCENES WHERE STANDARD VEHICLES CAN NOT ACCESS, NATURAL DISASTER, AND INCLIMATE WEATHER.",CANCELLED:  Item(s) has already been approved for another agency.
LESOHQ,1886791,AL,BLOUNTSVILLE POLICE DEPT,2310,016231545,"UTILITY VEHICLE,OFF ROAD",EA,1,32000,A,2017-06-29 09:13:52,"THE POLICE WOULD USE THIS VEHICLE FOR SPECIAL OPERATIONS IN REMOTE AREAS I.E. SEARCH AND RESCUE, NARCOTICS ENFORCEMENT AND ERADICATION, EMERGENCY RESPONSE, OFFICER TRANSPORT TO SCENES WHERE STANDARD VEHICLES CAN NOT ACCESS, NATURAL DISASTER, AND INCLIMATE WEATHER.",CANCELLED:  Item(s) has already been approved for another agency.
LESOHQ,1881181,AL,BLOUNTSVILLE POLICE DEPT,2340,DSATVGATO,"ALL TERRAIN VEHICLE, AG/BVUS",EA,1,9844.26,A,2017-06-22 11:17:48,"THE POLICE WOULD USE THIS EQUIPMENT FOR SEARCH AND RESCUE OPERATIONS, NARCOTICS ENFORCEMENT OR ERADICATION, INCLIMATE WEATHER, NATURAL DISASTER, AND ANY LAW ENFORCEMENT INCIDENT IN REMOTE AREAS WERE STANDARD PATROL VEHICLES CAN'T ACCESS AS AN OFFICER TRANSPORT.",CANCELLED:  Item(s) has already been approved for another agency
LESOHQ,1857798,AL,BLOUNTSVILLE POLICE DEPT,2320,012725029,TRUCK TRACTOR,EA,1,98101,A,2017-05-19 13:23:18,THE POLICE WOULD USE THIS TO TRANSPORT POLICE OWNED LARGE EQUIPMENT TO LOCATIONS WHERE IT IS NOT PRACTICAL TO DRIVE THE EQUIPMENT TO SCENES. WE WOULD USE THIS EQUIPMENT TO TRANSPORT LARGE EQUIPMENT AWARDED FROM RTD TO POLICE DEPARTMENT STORAGE LOCATIONS. THIS EQUIPMENT WOULD SAVE THE POLICE DEPARTMENT EXTRA FUNDS THAT IS PAID OUT FOR TRANSPORT SERVICES FROM CONTACTORS.,CANCELLED:  Item has already been approved for another agency.
LESOHQ,1840417,AL,BLOUNTSVILLE POLICE DEPT,2340,DSATV4WHE,"ALL TERRAIN VEHICLE, 4 WHEEL",EA,1,7206.07,A,2017-04-25 13:23:13,"THE POLICE WOULD USE THIS ATV TO ACCESS REMOTE LOCATIONS FOR OFFICER TRANSPORT FOR NARCOTICS ERADICATION ENFORCEMENT, TO PATROL OUR SPORTS COMPLEX DURING EVENTS WHERE STANDARD PATROL VEHICLES CAN'T ACCESS AND TO PATROL DURING TOWN EVENTS WHEN STREETS ARE CLOSED TO VEHICLE TRAFFIC. THE ATV WOULD AID OFFICERS IN SEARCH AND RESCUE OPERATIONS. THE ATV WOULD BE USED DURING EXTREME WEATHER AND NATURAL DISASTER AS OFFICER TRANSPORT.",CANCELLED:  Item has already been approved for another agency.
LESOHQ,1826601,AL,BLOUNTSVILLE POLICE DEPT,3750,DSLAWNRID,"LAWN MOWER, RIDING",EA,2,3000,A,2017-04-11 11:42:17,THE POLICE WOULD USE THESE MOWERS TO UP KEEP THE GROUNDS AT POLICE DEPARTMENT OWNED PROPERTY AND TO UP KEEP THE DEPARTMENT FIRING RANGE GROUNDS.,CANCELLED:  Item has already been approved for another agency.
LESOHQ,1843864,AL,BLOUNTSVILLE POLICE DEPT,2320,012300302,TRUCK TRACTOR,EA,1,86203,Q,2017-05-01 09:44:20,"THE POLICE WOULD USE THIS TRUCK TO PULL LARGE TRAILER AND TRANSPORT LARGE POLICE EQUIPMENT TO LOCATIONS WHEN DRIVING THE EQUIPMENT IS NOT PRACTICAL. THE POLICE WOULD USE THIS TRUCK TO PULL TRAILER AND TRANSPORT AWARDED LARGE PROPERTY FROM DLA SITES TO POLICE STORAGE LOT. (MRAP, EARTH MOVING, ETC.) THE POLICE COULD USE THIS TRUCK TO TRANSPORT NEW FLEET PATROL VEHICLES, WHEN ORDERED, FROM DEALERSHIP TO POLICE DEPARTMENT TO SAVE DRIVING THEM AND SAVE MAN POWER REQUIRED TO DO THIS. ",PAPERWORK: Agency does not have approved EO paperwork.  Please contact State Coordinator for guidance
LESOHQ,1820248,AL,CEDAR BLUFF POLICE DEPT,2330,DSTRAILE1,TRAILER,EA,1,7595,A,2017-04-03 12:34:06,"THIS TRAILER WOULD BE USED EXCLUSIVELY BY OUR POLICE DEPT. FOR STORING AND HAULING ATV'S, TOOLS AND EQUIPMENT FOR MARIJUANA AND COUNTER DRUG ERADICATION.",CANCELLED:  Item has already been approved for another agency.
LESOHQ,1823599,AL,COLLINSVILLE POLICE DEPT,2340,DSATV4WHE,"ALL TERRAIN VEHICLE, 4 WHEEL",EA,1,400,A,2017-04-06 18:47:03,THE ATV WILL BE USED BY OUR POLICE DEPARTMENTS OFFICERS TO GAIN ACCESS TO THE RAILROAD WHEN EMERGENCIES EXIST THAT CAN'T BE ACCESSED BY REGULAR VEHICLES. THE ATV WILL BE USED OFF ROAD TO LOOK FOR MISSING PERSONS AND MARIJUANA GROW AND METH LAB LOCATIONS.,CANCELLED:  Item has already been approved for another agency.
LESOHQ,1823598,AL,COLLINSVILLE POLICE DEPT,2340,DSATV4WHE,"ALL TERRAIN VEHICLE, 4 WHEEL",EA,1,400,A,2017-04-06 18:45:34,THE ATV WILL BE USED BY OUR POLICE DEPARTMENTS OFFICERS TO GAIN ACCESS TO THE RAILROAD WHEN EMERGENCIES EXIST THAT CAN'T BE ACCESSED BY REGULAR VEHICLES. THE ATV WILL BE USED OFF ROAD TO LOOK FOR MISSING PERSONS AND MARIJUANA GROW AND METH LAB LOCATIONS.,CANCELLED:  Item has already been approved for another agency.
LESOHQ,1861259,AL,CULLMAN POLICE DEPT,2320,014886962,TRUCK TRACTOR,EA,1,166223,A,2017-05-24 13:48:39,NEEDED FOR OVER THE ROAD HAULING. OUR CURRENT TRUCK HAS BECOME UNRELIABLE DUE TO ELECTRICAL ISSUES. THIS UNIT WOULD BE USED ANYTIME WE NEED TO TRANSPORT PROPERTY AT LONG DISTANCE USING OUR LOW BOY TRAILER AND OTHER TRAILERS THAT WE HAVE.,"JUSTIFICATION: Please provide a justification that states these three requirements.. We need to know that it will be used by the requesting Law Enforcement Agency, used for a Law Enforcement purpose and be convincing. Provide specific examples of how the item will be used."
LESOHQ,1865754,AL,CULLMAN POLICE DEPT,2420,DSTRACTO1,"TRACTORS, WHEELED",EA,1,22500,A,2017-05-31 22:07:28,THIS UNIT WOULD BE USED AT THE CULLMAN POLICE DEPARTMENT FIRING RANGE AND SNIPER RANGE. A BUSH HOG WOULD BE PURCHASED TO DO THE MOWING AND UPKEEP ON SEVERAL ACRES OF LAND.,"JUSTIFICATION: Please provide a justification that states these three requirements. We need to know that it will be used by the requesting Law Enforcement Agency, used for a Law Enforcement purpose and be persuasive. Provide specific examples of how the item will be used."
LESOHQ,1828443,AL,CULLMAN POLICE DEPT,2320,011644815,"TRUCK,CARGO",EA,1,5000,A,2017-04-13 12:07:25,TO USE AS A FUEL TRUCK FOR AVIATION UNIT. WILL ADD A PORTABLE TANK AND PUMP FOR FUELING AIRCRAFT ON STATION.,"JUSTIFICATION: Please provide a justification that states these three requirements. We need to know that it will be used by the requesting Law Enforcement Agency, used for a Law Enforcement purpose and be convincing. Provide specific examples of how the item will be used."
LESOHQ,1843929,AL,CULLMAN POLICE DEPT,2320,013543384,"TRUCK,VAN",EA,1,124607,A,2017-05-01 12:06:48,"TO BE USED AS A SMALL MOBILE COMMAND POST, AS IT CAN BE EQUIPED WITH RADIOS AND USED AS A COMMUNICATIONS CENTER. ALSO THE VEHICLE COULD BE USED AS A DEPLOYMENT FOR OUR TACTICAL UNIT",CANCELLED:  Item has already been approved for another agency.
LESOHQ,1840300,AL,DEMOPOLIS POLICE DEPT,2340,DSATV4WHE,"ALL TERRAIN VEHICLE, 4 WHEEL",EA,1,7206.07,A,2017-04-25 11:44:37,THIS ITEM WILL BE USED BY THE DEMOPOLIS POLICE DEPT FOR COUNTER DRUG OPERATIONS AND RURAL SEARCH WARRANTS. ,CANCELLED:  Item has already been approved for another agency.
LESOHQ,1887205,AL,DOTHAN REGIONAL AIRPORT POLICE LEA,2310,016231545,"UTILITY VEHICLE,OFF ROAD",EA,1,32000,A,2017-06-29 12:48:32,THIS ITEM WILL BE USED FOR POLICE PATROL OF THE FENCED SECURE PERIMETER AREA WITHIN THE AIRPORT PROPERTY AND CAN ALSO BE USED IN SEARCH AND RESCUE WITHIN OUR JURISDICTION,CANCELLED:  Item(s) has already been approved for another agency.
LESOHQ,1886761,AL,DOTHAN REGIONAL AIRPORT POLICE LEA,2310,016231545,"UTILITY VEHICLE,OFF ROAD",EA,1,32000,A,2017-06-29 08:48:20,THIS ITEM WILL BE USED FOR POLICE PATROL OF THE FENCED SECURE PERIMETER AREA WITHIN THE AIRPORT PROPERTY AND CAN ALSO BE USED IN SEARCH AND RESCUE WITHIN OUR JURISDICTION,CANCELLED:  Item(s) has already been approved for another agency.
LESOHQ,1861879,AL,DOTHAN REGIONAL AIRPORT POLICE LEA,6720,DSDIGITA0,"CAMERA, DIGITAL",EA,2,450,A,2017-05-25 06:48:49,"THIS WILL BE USED FOR POLICE DOCUMENTATION OF VARIOUS INCIDENTS INCLUDING CRIME SCENES, DISASTER AND ACCIDENT INVESTIGATIONS.",CANCELLED:  Item has already been approved for another agency.
LESOHQ,1876474,AL,DOTHAN REGIONAL AIRPORT POLICE LEA,8105,013862410,"BAG,PLASTIC",BX,1,52.35,A,2017-06-16 14:42:14,USED FOR TRASH REMOVAL AND PAPER RECYCLING FROM THE POLICE DEPARTMENT,"JUSTIFICATION: Please provide a justification that states these three requirements. We need to know that it will be used by the requesting Law Enforcement Agency, used for a Law Enforcement purpose and be persuasive. Provide specific examples of how the item will be used."
LESOHQ,1862584,AL,DOTHAN REGIONAL AIRPORT POLICE LEA,3805,DSEARTHMO,EARTH MOVING AND EXCAVATING EQUIPMENT,EA,1,1000,A,2017-05-26 08:35:18,THIS ITEM WILL BE USED TO MAINTAIN GROUNDS AT THE POLICE DEPARTMENT FIRING RANGE. IT MAY ALSO BE ALTERED TO DO  DOOR BREACHING TYPE ITEMS TO ITS FRONT VIA ROBOTIC REMOTE.,CANCELLED:  Item is under review. The item name and NSN-LSN are incorrect.
LESOHQ,1882170,AL,DOTHAN REGIONAL AIRPORT POLICE LEA,2310,DSPASSMOT,PASSENGER MOTOR VEHICLES,EA,1,25224,A,2017-06-23 08:54:48,THIS ITEM WILL BE USED FOR POLICE PATROL OF THE AIRPORT PROPERTIES. THIS ITEM WILL BE USED TO TRANSPORT DIGNITARIES AND PRISONERS,CANCELLED:  Item(s) has already been approved for another agency.
LESOHQ,1887206,AL,DOTHAN REGIONAL AIRPORT POLICE LEA,2310,016231545,"UTILITY VEHICLE,OFF ROAD",EA,1,32000,A,2017-06-29 12:48:32,THIS ITEM WILL BE USED FOR POLICE PATROL OF THE FENCED SECURE PERIMETER AREA WITHIN THE AIRPORT PROPERTY AND CAN ALSO BE USED IN SEARCH AND RESCUE WITHIN OUR JURISDICTION,CANCELLED:  Item(s) has already been approved for another agency.
LESOHQ,1871447,AL,DOTHAN REGIONAL AIRPORT POLICE LEA,5130,DSTOOL00L,"HAND TOOLS, POWER DRIVEN",LT,1,300,A,2017-06-09 08:19:19,THIS IS A LARGE CONTAINER OF ASSORTED TOOLS. THESE TOOLS WOULD SUPPLEMENT TOOLS USED BY POLICE DEPARTMENT TO SERVICE AND MAINTAIN POLICE EQUIPMENT AND CLASS ROOM EQUIPMENT FOR THE POLICE DEPARTMENT,CANCELLED: LESO HQ is unable to approved property that has a Unit of Issue LT. LESO has no control of what items are in the Lot.
LESOHQ,1861142,AL,DOTHAN REGIONAL AIRPORT POLICE LEA,2330,DSTRAILE1,TRAILER,EA,1,36317.31,A,2017-05-24 10:49:43,THIS ITEM WILL BE USED FOR AN ONSITE INCIDENT COMMAND POST FOR THE POLICE DEPARTMENT DURING NATURAL DISASTERS AND ALSO DURING AIRCRAFT EMERGENCIES,CANCELLED:  Item has already been approved for another agency.
LESOHQ,1860179,AL,DOTHAN REGIONAL AIRPORT POLICE LEA,3820,004030456,"AUGER,EARTH,PORTABLE",EA,1,250,A,2017-05-23 08:29:43,THIS ITEM WILL BE USED FOR BEAUTIFICATION PROJECTS AROUND POLICE DEPARTMENT AND WILL BE USED AT THE POLICE FIRING RANGE TO SET TARGETS AND MAINTENANCE,"JUSTIFICATION: Please provide a justification that states these three requirements. We need to know that it will be used by the requesting Law Enforcement Agency, used for a Law Enforcement purpose and be convincing. Provide specific examples of how the item will be used."
LESOHQ,1886762,AL,DOTHAN REGIONAL AIRPORT POLICE LEA,2310,016231545,"UTILITY VEHICLE,OFF ROAD",EA,1,32000,A,2017-06-29 08:48:20,THIS ITEM WILL BE USED FOR POLICE PATROL OF THE FENCED SECURE PERIMETER AREA WITHIN THE AIRPORT PROPERTY AND CAN ALSO BE USED IN SEARCH AND RESCUE WITHIN OUR JURISDICTION,CANCELLED:  Item(s) has already been approved for another agency.
LESOHQ,1848494,AL,FLORENCE POLICE DEPT,1240,014392730,BINOCULAR,EA,4,419,F,2017-05-07 21:17:34,DETECTIVES WILL USE THE BINOCULARS WHILE CONDUCTING SURVEILLANCE FROM A DISTANCE.  ,PROHIBITED: LESO HQ is unable to approve this DEMIL Code F property as the Department of Defense restricts reutilization to DOD Special Programs such as the LESO Program. Please contact your State Coordinator with any questions.
LESOHQ,1887014,AL,FULTONDALE POLICE DEPT,2320,010909562,"TRUCK,CARGO",EA,2,17137,A,2017-06-29 11:14:46,WILL BE USED TO PULL AND CARRY EMERGENCY EQUIPMENT DURING MAN MADE AND NATURAL  DISASTERS..,"JUSTIFICATION: Please provide a justification that states these three requirements. We need to know that it will be used by the requesting Law Enforcement Agency, used for a Law Enforcement purpose and be persuasive. Provide specific examples of how the item will be used."
LESOHQ,1886934,AL,FULTONDALE POLICE DEPT,2310,016231545,"UTILITY VEHICLE,OFF ROAD",EA,1,32000,A,2017-06-29 10:36:50,WILL BE USED FOR OFF ROAD SEARCH AND RESCUE MISSIONS.,CANCELLED:  Item(s) has already been approved for another agency.
LESOHQ,1886922,AL,FULTONDALE POLICE DEPT,2310,016231545,"UTILITY VEHICLE,OFF ROAD",EA,1,32000,A,2017-06-29 10:23:24,WILL BE BE USED FOR OFF ROAD SEARCH AND RESCUE.,CANCELLED:  Item(s) has already been approved for another agency.
