State,Station Name (LEA),NSN,Item Name,Quantity,UI,Acquisition Value,Ship Date
CA,DHS/ICE ERO SAN FRANCISCO,8465-01-398-5428,"STUFF SACK,COMPRESS",11,Each,16.23,2018-08-15 00:00:00
CA,DHS/ICE ERO SAN FRANCISCO,8465-01-524-7309,BANDOLEER AMMUNITION POUCHES,20,Each,11.5,2018-08-15 00:00:00
CA,DHS/ICE ERO SAN FRANCISCO,8465-01-524-7226,SUSTAINMENT POUCH  ,10,Each,12.04,2018-08-15 00:00:00
CA,DHS/ICE ERO SAN FRANCISCO,8465-01-525-0577,FIGHTING LOAD CARRIER,4,Each,43.52,2018-08-15 00:00:00
CA,DHS/ICE ERO SAN FRANCISCO,8465-01-599-7049,KNEE PAD SYSTEM    ,8,Pair,22.35,2018-08-15 00:00:00
CA,DHS/ICE ERO SAN FRANCISCO,8465-01-523-6276,"FIELD PACK,LARGE,SET",4,Set,262.8,2018-08-15 00:00:00
CA,DHS/ICE ERO SAN FRANCISCO,8465-01-523-6276,"FIELD PACK,LARGE,SET",2,Set,262.8,2018-08-15 00:00:00
CA,DHS/ICE ERO SAN FRANCISCO,8465-01-523-6276,"FIELD PACK,LARGE,SET",2,Set,262.8,2018-08-15 00:00:00
CA,DHS/ICE ERO SAN FRANCISCO,8465-01-524-5285,RUCKSACK LARGE FIELD PACK,1,Each,83.21,2018-08-15 00:00:00
CA,DHS/ICE ERO SAN FRANCISCO,8465-01-524-7232,MOLDED WAIST BELT  ,3,Each,28.51,2018-08-15 00:00:00
CA,DHS/ICE ERO SAN FRANCISCO,8465-01-524-5285,RUCKSACK LARGE FIELD PACK,3,Each,83.21,2018-08-15 00:00:00
CA,DHS/ICE ERO SAN FRANCISCO,8415-01-546-0019,"TROUSERS,EXTREME COLD WEATHER",2,Each,106.44,2018-07-24 00:00:00
CA,DHS/ICE ERO SAN FRANCISCO,8465-01-592-2547,"BAG,INDIVIDUAL EQUIPMENT,CARRIER",17,Each,100,2018-08-03 00:00:00
CA,DHS/ICE ERO SAN FRANCISCO,8465-01-531-3647,"POUCH,INDIVIDUAL FIRST AID KIT",11,Each,13.08,2018-08-03 00:00:00
CA,DHS/ICE ERO SAN FRANCISCO,8465-01-525-0598,"POUCH,M4 THREE MAG ",3,Each,22.88,2018-08-03 00:00:00
CA,DHS/ICE ERO SAN FRANCISCO,8465-01-524-5250,ASSAULT PACK       ,15,Each,77.21,2018-08-03 00:00:00
CA,DHS/ICE ERO SAN FRANCISCO,8415-01-530-2157,"ELBOW,PAD          ",9,Pair,11.35,2018-08-15 00:00:00
CA,DHS/ICE ERO SAN FRANCISCO,8465-01-580-0981,ASSAULT PACK       ,4,Each,77.21,2018-08-15 00:00:00
CA,DHS/ICE ERO SAN FRANCISCO,8415-01-538-6289,"PARKA,EXTREME COLD WEATHER",3,Each,116.45,2018-07-24 00:00:00
CA,DHS/ICE ERO SAN FRANCISCO,8465-00-001-6482,"CASE,SMALL ARMS AMMUNITION",8,Each,8.23,2018-08-03 00:00:00
CA,DHS/ICE ERO SAN FRANCISCO,8465-01-491-7509,HYDRATION SYSTEM,26,Each,15.05,2018-08-03 00:00:00
CA,DHS/ICE ERO SAN FRANCISCO,8465-01-580-0981,ASSAULT PACK       ,15,Each,77.21,2018-08-03 00:00:00
CA,DHS/ICE ERO SAN FRANCISCO,8465-DS-POU-CH00,INDIVIDUAL POUCH,4,Each,12.95,2018-08-15 00:00:00
CA,DHS/ICE ERO SAN FRANCISCO,8465-01-525-0598,"POUCH,M4 THREE MAG ",8,Each,22.88,2018-08-15 00:00:00
CA,DHS/ICE ERO SAN FRANCISCO,8465-01-600-7830,"PACK,ASSAULT       ",1,Each,64.83,2018-08-15 00:00:00
CA,DHS/ICE ERO SAN FRANCISCO,8465-01-531-3647,"POUCH,INDIVIDUAL FIRST AID KIT",4,Each,13.08,2018-08-15 00:00:00
CA,DHS/ICE ERO SAN FRANCISCO,8415-01-296-8878,"VEST,TACTICAL LOAD CARRYING",2,Each,48.89,2018-08-15 00:00:00
CA,DHS/ICE ERO SAN FRANCISCO,8465-01-531-3647,"POUCH,INDIVIDUAL FIRST AID KIT",4,Each,13.08,2018-08-15 00:00:00
CA,DHS/ICE ERO SAN FRANCISCO,8465-01-515-8615,FIELD PACK,2,Each,548.59,2018-08-15 00:00:00
CA,DHS/ICE ERO SAN FRANCISCO,8465-01-523-6276,"FIELD PACK,LARGE,SET",1,Set,262.8,2018-08-15 00:00:00
CA,DHS/ICE ERO SAN FRANCISCO,8465-01-599-7026,KNEE PAD SYSTEM    ,6,Pair,23.44,2018-08-15 00:00:00
CA,DHS/ICE ERO SAN FRANCISCO,8465-01-598-7693,FIELD PACK,1,Each,397.28,2018-08-15 00:00:00
CA,DHS/ICE ERO SAN FRANCISCO,8465-01-583-6329,TACTICAL ASSAULT PANEL,22,Each,35.82,2018-08-15 00:00:00
CA,DHS/ICE ERO SAN FRANCISCO,8465-01-525-0606,"POUCH,M4 TWO MAG   ",62,Each,4.77,2018-08-15 00:00:00
CA,DHS/ICE ERO SAN FRANCISCO,8465-01-531-3647,"POUCH,INDIVIDUAL FIRST AID KIT",11,Each,13.08,2018-08-15 00:00:00
CA,DHS/ICE ERO SAN FRANCISCO,8465-01-523-6276,"FIELD PACK,LARGE,SET",3,Set,262.8,2018-08-15 00:00:00
CA,DHS/ICE HSI LONG BEACH,6510-01-497-1018,"SPONGE,SURGICAL",1000,Each,0.07,2018-07-30 00:00:00
CA,DHS/ICE HSI LONG BEACH,6515-01-598-2398,"MONITOR,PATIENT VITAL SIGNS",6,Each,12700.63,2018-09-20 00:00:00
CA,DHS/ICE HSI LONG BEACH,6515-01-565-0059,"BACKPACK,MEDICAL,TRAINING-COVERAGE",10,Each,659.12,2018-08-17 00:00:00
CA,USPS/USPIS SAN FRANCISCO DIV,7830-01-155-3230,SUPER PULLOVER MACHINE,1,Each,3029,2018-09-17 00:00:00
CA,USPS/USPIS SAN FRANCISCO DIV,7830-01-158-2649,OVERHEAD PRESS MACH          ,1,Unknown,2427.2,2018-09-17 00:00:00
CA,USPS/USPIS SAN FRANCISCO DIV,7810-DS-ATH-SPOR,ATHLETIC AND SPORTING EQUIPMENT,4,Each,2037.14,2018-08-28 00:00:00
CA,USPS/USPIS SAN FRANCISCO DIV,7810-00-272-2986,"GLOVES,BOXING",2,Set,37.31,2018-08-28 00:00:00
CA,USPS/USPIS SAN FRANCISCO DIV,7830-01-256-9914,"EXERCISE MACHINE,STATIONARY BICYCLE",1,Each,2369,2018-09-17 00:00:00
CA,USPS/USPIS SAN FRANCISCO DIV,7830-01-457-6377,ABDOMINAL ISOLATOR ,1,Each,500,2018-09-17 00:00:00
CO,DHS/ICE ERO DENVER,8465-01-580-1556,"FIELD PACK,LARGE,SET",1,Set,233.2,2018-08-08 00:00:00
CO,DHS/ICE ERO DENVER,8465-01-524-7240,ENHANCED FRAME SHOULDER STRAPS,22,Each,47.33,2018-08-08 00:00:00
CO,DHS/ICE ERO DENVER,8465-01-524-8368,FRAME              ,13,Each,26.42,2018-08-08 00:00:00
CO,DHS/ICE HSI DENVER,8415-01-452-4797,"COVERALLS,FLYERS",2,Each,147.92,2018-08-01 00:00:00
CO,DHS/ICE HSI DENVER,8415-01-395-0005,"BAG,FLYERS HELMET",10,Each,173.63,2018-08-01 00:00:00
CO,DHS/ICE HSI DENVER,4240-01-527-4051,"SAFETY GLASSES,REVISION SAWFLY EYEWEAR SYSTEM,REGULAR",14,Each,39.74,2018-08-01 00:00:00
CO,DHS/ICE HSI DENVER,8465-01-117-8699,"BAG,DUFFEL",11,Each,23.31,2018-08-01 00:00:00
CO,DHS/ICE HSI DENVER,6545-DS-MED-SETK,"REPLENISHABLE FIELD MEDICAL SETS, KITS",5,Each,50,2018-08-30 00:00:00
CO,DHS/ICE HSI DENVER,8465-01-591-7521,"LINER,WATERPROOF   ",1,Each,44.35,2018-08-30 00:00:00
CO,DHS/ICE HSI DENVER,5180-01-436-8531,"DRILL KIT,CORDLESS ",1,Each,3005.32,2018-08-30 00:00:00
CO,DHS/ICE HSI DENVER,2090-00-724-8569,"REPAIR KIT,INFLATABLE CRAFT",1,Set,1031,2018-08-30 00:00:00
CO,DHS/ICE HSI DENVER,3436-00-847-3772,"TABLE,WELDING",1,Each,1260.55,2018-08-30 00:00:00
FL,USPS/USPIS MIAMI DIV,1095-00-017-9701,BAYONET-KNIFE,37,Each,26.23,2018-09-26 00:00:00
FL,USPS/USPIS MIAMI DIV,7830-DS-BIC-YCER,"BICYCLE, RECUMBENT",1,Each,0,2018-09-18 00:00:00
FL,USPS/USPIS MIAMI DIV,6510-00-058-3047,"BANDAGE,GAUZE",1,Package,157.42,2018-09-17 00:00:00
FL,USPS/USPIS MIAMI DIV,6510-00-597-7469,"BANDAGE,ADHESIVE",26,Package,4.49,2018-09-17 00:00:00
FL,USPS/USPIS MIAMI DIV,8465-01-396-9927,DRINKING SYSTEM RESERVOIR,10,Each,15.83,2018-09-25 00:00:00
FL,USPS/USPIS MIAMI DIV,6510-00-926-8882,"ADHESIVE TAPE,SURGICAL",12,Package,17.98,2018-09-25 00:00:00
FL,USPS/USPIS MIAMI DIV,6515-01-466-9164,"SUPPORT,CERVICAL",13,Each,19.58,2018-09-25 00:00:00
FL,USPS/USPIS MIAMI DIV,8465-01-585-1512,RUCKSACK MEDIUM (OEF) PATTERN 2,1,Set,117.4,2018-09-19 00:00:00
FL,USPS/USPIS MIAMI DIV,8465-01-524-5250,ASSAULT PACK       ,9,Each,77.21,2018-09-19 00:00:00
FL,USPS/USPIS MIAMI DIV,8465-01-524-5250,ASSAULT PACK       ,15,Each,77.21,2018-09-19 00:00:00
FL,USPS/USPIS MIAMI DIV,6515-00-365-1820,"SCISSORS,GENERAL SURGICAL",4,Each,4.31,2018-09-25 00:00:00
FL,USPS/USPIS MIAMI DIV,8465-01-524-8407,"CARRIER,INTRENCHING TOOL",71,Each,19.8,2018-09-18 00:00:00
FL,USPS/USPIS MIAMI DIV,8465-01-524-8407,"CARRIER,INTRENCHING TOOL",71,Each,19.8,2018-09-18 00:00:00
FL,USPS/USPIS MIAMI DIV,8465-01-531-3147,"INSERT,INDIVIDUAL FIRST AID KIT",71,Each,8.54,2018-09-18 00:00:00
FL,USPS/USPIS MIAMI DIV,8465-01-524-7226,SUSTAINMENT POUCH  ,71,Each,12.04,2018-09-18 00:00:00
FL,USPS/USPIS MIAMI DIV,8465-01-396-9927,DRINKING SYSTEM RESERVOIR,55,Each,15.83,2018-09-19 00:00:00
FL,USPS/USPIS MIAMI DIV,8465-01-585-1512,RUCKSACK MEDIUM (OEF) PATTERN 2,1,Set,117.4,2018-09-19 00:00:00
FL,USPS/USPIS MIAMI DIV,8465-01-524-5250,ASSAULT PACK       ,11,Each,77.21,2018-09-26 00:00:00
FL,USPS/USPIS MIAMI DIV,8415-00-268-7870,"GLOVES,MENS AND WOMENS",1,Pair,20.02,2018-09-26 00:00:00
FL,USPS/USPIS MIAMI DIV,8465-01-524-5250,ASSAULT PACK       ,7,Each,77.21,2018-09-26 00:00:00
FL,USPS/USPIS MIAMI DIV,8465-01-524-7632,MEDIC SET          ,13,Each,172.69,2018-09-18 00:00:00
FL,USPS/USPIS MIAMI DIV,5120-00-878-5932,"INTRENCHING TOOL,HAND",71,Each,84.58,2018-09-10 00:00:00
FL,USPS/USPIS MIAMI DIV,8465-01-524-7620,"POCKET,AMMUNITION MAGAZINE",1,Each,9.28,2018-09-18 00:00:00
FL,USPS/USPIS MIAMI DIV,8465-DS-HOL-STER,INDIVIDUAL HOLSTER,14,Each,65,2018-09-18 00:00:00
FL,USPS/USPIS MIAMI DIV,8465-01-531-3647,"POUCH,INDIVIDUAL FIRST AID KIT",71,Each,13.08,2018-09-06 00:00:00
FL,USPS/USPIS MIAMI DIV,8465-01-396-9927,DRINKING SYSTEM RESERVOIR,6,Each,15.83,2018-09-18 00:00:00
FL,USPS/USPIS MIAMI DIV,8465-01-524-5250,ASSAULT PACK       ,1,Each,77.21,2018-09-17 00:00:00
GA,DHS/CBP ATLANTA,8415-01-530-2351,"PAD,KNEE           ",2,Pair,17.9,2018-09-05 00:00:00
GA,DHS/CBP ATLANTA,3930-DS-FOR-KLIF,FORKLIFT,1,Each,13401,2018-09-05 00:00:00
GA,DHS/CBP ATLANTA,7240-DS-UTI-LCAN,HOUSEHOLD AND COMMERCIAL UTILITY CONTAIN,9,Each,50,2018-09-05 00:00:00
GA,DHS/CBP ATLANTA,8465-01-524-7226,SUSTAINMENT POUCH  ,21,Each,12.04,2018-09-05 00:00:00
GA,DHS/CBP ATLANTA,8475-01-446-1786,"HELMET,FLYERS",1,Each,858.43,2018-09-11 00:00:00
GA,DHS/CBP ATLANTA,8465-01-524-7263,WAIST PACK         ,100,Each,15.45,2018-09-11 00:00:00
GA,DHS/CBP ATLANTA,4220-DS-MAR-LIFD,MARINE LIFESAVING AND DIVING EQUIPMENT,176,Each,0.1,2018-09-11 00:00:00
GA,DHS/CBP ATLANTA,6530-DS-TRE-TCHE,MEDICAL LITTER AND STRETCHERS,10,Each,4478.59,2018-09-05 00:00:00
GA,DHS/CBP ATLANTA,7240-DS-UTI-LCAN,HOUSEHOLD AND COMMERCIAL UTILITY CONTAIN,8,Each,50,2018-09-05 00:00:00
GA,DHS/CBP ATLANTA,6115-01-591-1161,"GENERATOR,HEATING AND AIR CONDITIONER",4,Each,98000,2018-09-05 00:00:00
GA,DHS/CBP ATLANTA,4240-00-273-9668,"CLIMBERS SET,TREE AND POLE",1,Set,335.55,2018-09-05 00:00:00
GA,DHS/CBP ATLANTA,8415-01-458-8694,"PAD,KNEE           ",30,Pair,19.67,2018-09-05 00:00:00
GA,DHS/CBP ATLANTA,8465-01-524-7226,SUSTAINMENT POUCH  ,33,Each,12.04,2018-09-05 00:00:00
GA,DHS/CBP ATLANTA,8415-01-530-2350,"PAD,KNEE           ",12,Pair,17.9,2018-09-05 00:00:00
GA,DHS/CBP ATLANTA,5860-01-558-4706,"MARKER,LASER",16,Each,1688,2018-09-12 00:00:00
GA,DHS/CBP ATLANTA,1095-01-550-7105,OPTICS CABINET     ,2,Each,627.6,2018-09-11 00:00:00
GA,DHS/CBP ATLANTA,6230-01-414-5066,SPOTLIGHT,2,Each,55.21,2018-09-11 00:00:00
GA,DHS/CBP ATLANTA,8465-01-525-0598,"POUCH,M4 THREE MAG ",210,Each,22.88,2018-09-11 00:00:00
GA,DHS/CBP ATLANTA,6650-01-224-2555,BINOCULAR,2,Each,60.02,2018-09-11 00:00:00
GA,DHS/CBP ATLANTA,1095-01-523-6235,"RACK,STORAGE,SMALL ARMS",2,Kit,415.06,2018-09-11 00:00:00
GA,DHS/CBP ATLANTA,5855-01-537-4951,THERMAL IMAGING SYSTEM,1,Each,18500,2018-09-11 00:00:00
GA,DHS/CBP ATLANTA,7195-01-618-3862,"TABLE,FOLDING LEGS",1,Each,146.58,2018-09-11 00:00:00
GA,DHS/CBP ATLANTA,5180-01-548-7634,"TOOL KIT,GENERAL MECHANICS",2,Set,1780,2018-09-11 00:00:00
GA,DHS/CBP ATLANTA,4210-00-465-1904,"NOZZLE,FIRE EQUIPMENT",5,Each,699.09,2018-09-11 00:00:00
GA,DHS/CBP ATLANTA,1095-01-236-2203,"RACK,STORAGE,SMALL ARMS",4,Each,393,2018-09-11 00:00:00
GA,DHS/CBP ATLANTA,3940-00-792-9881,"BLOCK,TACKLE",1,Each,929.47,2018-07-19 00:00:00
GA,DHS/CBP ATLANTA,6530-01-490-2487,SPINEBOARD,4,Each,298.19,2018-07-19 00:00:00
GA,DHS/CBP ATLANTA,5430-01-240-4578,FUEL TANK ASSEMBLY ,1,Assembly,6948,2018-07-25 00:00:00
GA,DHS/CBP ATLANTA,4020-DS-FIB-ERRO,"FIBER ROPE, CORDAGE, AND TWINE",10,Each,100,2018-08-01 00:00:00
GA,DHS/CBP ATLANTA,8145-01-516-5386,"SHIPPING AND STORAGE CONTAINER,MISCELLANEOUS EQUIPMENT",1,Each,134.16,2018-08-01 00:00:00
GA,DHS/CBP ATLANTA,4110-01-506-0895,"REFRIGERATOR,BLOOD COOLING AND STORAGE",2,Each,9587.2,2018-08-01 00:00:00
GA,DHS/CBP ATLANTA,8465-01-524-8847,"SLING,3 POINT COMBAT ASSAULT SYSTEM",50,Each,16.58,2018-08-01 00:00:00
GA,DHS/CBP ATLANTA,8465-01-516-7974,"POCKET,AMMUNITION MAGAZINE",25,Each,31.84,2018-08-01 00:00:00
GA,DHS/CBP ATLANTA,8465-01-574-5502,"POCKET,AMMUNITION MAGAZINE",14,Each,19.93,2018-08-01 00:00:00
GA,DHS/CBP ATLANTA,8465-01-529-1712,"MOD,ASSAULT,PACK,KH",1,Each,79.79,2018-08-01 00:00:00
GA,DHS/CBP ATLANTA,8465-01-529-1117,"BAG,INDIVIDUAL EQUIPMENT,CARRIER",5,Each,150.88,2018-08-01 00:00:00
GA,DHS/CBP ATLANTA,8145-01-390-4120,"SHIPPING AND STORAGE CONTAINER,SMALL ARM",2,Each,1073.76,2018-07-16 00:00:00
GA,DHS/CBP ATLANTA,5855-01-524-4313,"SIGHT,THERMAL",9,Each,11300,2018-07-18 00:00:00
GA,DHS/CBP ATLANTA,8415-00-935-3136,"HELMET,SAFETY",4,Box,92.46,2018-08-08 00:00:00
GA,DHS/CBP ATLANTA,8115-DS-CAS-E003,CASE,4,Each,10,2018-08-08 00:00:00
GA,DHS/CBP ATLANTA,1240-01-411-1265,"SIGHT,REFLEX",12,Each,335,2018-08-08 00:00:00
GA,DHS/CBP ATLANTA,1240-01-504-2221,"RANGE FINDER,LASER",1,Each,20501,2018-08-10 00:00:00
GA,DHS/CBP ATLANTA,1240-01-504-2221,"RANGE FINDER,LASER",21,Each,20501,2018-08-10 00:00:00
GA,DHS/CBP ATLANTA,4910-01-267-2912,"TOWBAR,MOTOR VEHICLE",1,Each,713.37,2018-08-10 00:00:00
GA,DHS/CBP ATLANTA,1240-01-577-5861,"RANGE FINDER,LASER",1,Unknown,0,2018-08-10 00:00:00
GA,DHS/CBP ATLANTA,1240-01-411-1265,"SIGHT,REFLEX",12,Each,335,2018-08-08 00:00:00
GA,DHS/CBP ATLANTA,1240-01-411-1265,"SIGHT,REFLEX",1,Each,335,2018-08-08 00:00:00
GA,DHS/CBP ATLANTA,1240-01-533-0939,"SIGHT,BORE,OPTICAL",15,Each,800,2018-08-28 00:00:00
GA,DHS/CBP ATLANTA,1240-01-581-8985,"SIGHT,REFLEX",1,Each,228.39,2018-08-28 00:00:00
GA,DHS/CBP ATLANTA,5855-01-538-8121,"SIGHT,NIGHT VISION SNIPERSCOPE",16,Each,7939.42,2018-08-28 00:00:00
GA,DHS/CBP ATLANTA,1240-01-581-8985,"SIGHT,REFLEX",6,Each,228.39,2018-08-28 00:00:00
GA,DHS/CBP ATLANTA,5120-DS-TOR-QUEW,TORQUEWRENCH,1,Each,100,2018-08-28 00:00:00
GA,DHS/CBP ATLANTA,3940-01-454-9372,BLOCK AND TACKLE,3,Each,49.42,2018-08-28 00:00:00
GA,DHS/CBP ATLANTA,1240-01-581-8985,"SIGHT,REFLEX",5,Each,228.39,2018-08-28 00:00:00
GA,DHS/CBP ATLANTA,1005-01-475-0204,"BIPOD,RIFLE",50,Each,50,2018-08-28 00:00:00
GA,DHS/CBP ATLANTA,6230-01-590-1422,SEARCHLIGHT,2,Each,299.62,2018-08-28 00:00:00
GA,DHS/CBP ATLANTA,1240-01-587-9345,"SIGHT,REFLEX",2,Each,639,2018-08-28 00:00:00
GA,DHS/CBP ATLANTA,1240-01-581-8985,"SIGHT,REFLEX",3,Each,228.39,2018-08-28 00:00:00
GA,DHS/CBP ATLANTA,1240-01-581-8985,"SIGHT,REFLEX",6,Each,228.39,2018-08-28 00:00:00
GA,DHS/CBP ATLANTA,1240-01-495-1385,"SIGHT,REFLEX",27,Each,401,2018-08-28 00:00:00
GA,DHS/CBP ATLANTA,6530-01-518-9854,"LIGHT,SURGICAL,FLOOR,FIELD",5,Each,11835.71,2018-08-28 00:00:00
GA,DHS/CBP ATLANTA,4110-01-506-0895,"REFRIGERATOR,BLOOD COOLING AND STORAGE",5,Each,9587.2,2018-08-28 00:00:00
GA,DHS/CBP ATLANTA,5855-01-571-1258,"ILLUMINATOR,INTEGRATED,SMALL ARMS",42,Each,1059,2018-08-28 00:00:00
GA,DHS/CBP ATLANTA,6530-01-518-9854,"LIGHT,SURGICAL,FLOOR,FIELD",2,Each,11835.71,2018-08-28 00:00:00
GA,DHS/CBP ATLANTA,2330-00-898-6779,"TRAILER,CARGO",1,Each,987,2018-07-19 00:00:00
GA,DHS/CBP ATLANTA,5855-01-533-0555,"ILLUMINATOR,INFRARED",22,Each,1800,2018-07-25 00:00:00
GA,DHS/CBP ATLANTA,4110-01-506-0895,"REFRIGERATOR,BLOOD COOLING AND STORAGE",1,Each,9587.2,2018-07-25 00:00:00
GA,DHS/CBP ATLANTA,5180-01-556-9150,"TOOL KIT,AIRCRAFT MAINTENANCE",5,Each,1638,2018-08-08 00:00:00
GA,DHS/CBP ATLANTA,1240-01-585-3100,MARK 4 SIGHT       ,25,Each,1122,2018-08-06 00:00:00
GA,DHS/CBP ATLANTA,2540-01-610-6326,"PINTLE ASSEMBLY,TOWING",15,Each,1255.26,2018-08-01 00:00:00
GA,DHS/CBP ATLANTA,5985-01-619-6212,SOLAR PORTABLE ALTE,3,Kit,5071.72,2018-08-01 00:00:00
GA,DHS/CBP ATLANTA,5965-99-666-5770,HEADSET-MICROPHONE,1,Each,987.69,2018-08-28 00:00:00
GA,DHS/CBP ATLANTA,1005-01-453-4222,"RAIL COVER,6 RIB   ",324,Each,0.97,2018-08-28 00:00:00
GA,DHS/CBP ATLANTA,1240-01-581-8985,"SIGHT,REFLEX",1,Each,228.39,2018-08-28 00:00:00
GA,DHS/CBP ATLANTA,1240-01-581-8985,"SIGHT,REFLEX",4,Each,228.39,2018-08-28 00:00:00
GA,DHS/CBP ATLANTA,5855-01-439-0452,"MASK,FACE,NIGHT VISION",29,Each,487.76,2018-08-28 00:00:00
GA,DHS/CBP ATLANTA,1240-01-504-2221,"RANGE FINDER,LASER",2,Each,20501,2018-08-10 00:00:00
GA,DHS/CBP ATLANTA,5855-01-312-5160,"ILLUMINATOR,INTEGRA",42,Each,1375,2018-08-10 00:00:00
GA,DHS/CBP ATLANTA,3940-01-188-4909,"SLING,MULTIPLE LEG",6,Each,4364.09,2018-07-20 00:00:00
GA,DHS/CBP ATLANTA,4240-00-540-0623,"HELMET,WELDERS",3,Each,44.89,2018-08-28 00:00:00
GA,DHS/CBP ATLANTA,6920-01-333-2362,"SIMULATOR,GUN FIRE ",1,Each,1468.17,2018-08-28 00:00:00
GA,DHS/CBP ATLANTA,5965-99-666-5770,HEADSET-MICROPHONE,6,Each,987.69,2018-08-28 00:00:00
GA,DHS/CBP ATLANTA,5965-01-464-3372,"HEADSET,ELECTRICAL",2,Each,665.12,2018-08-28 00:00:00
GA,DHS/CBP ATLANTA,1240-01-533-0939,"SIGHT,BORE,OPTICAL",8,Each,800,2018-08-28 00:00:00
GA,DHS/CBP ATLANTA,8465-01-532-7233,"PACK,ASSAULT       ",72,Each,262.46,2018-08-24 00:00:00
GA,DHS/CBP ATLANTA,8465-01-532-7233,"PACK,ASSAULT       ",72,Each,262.46,2018-08-24 00:00:00
GA,DHS/CBP ATLANTA,8465-01-532-7233,"PACK,ASSAULT       ",19,Each,262.46,2018-08-24 00:00:00
GA,DHS/CBP ATLANTA,4720-00-253-5535,"HOSE ASSEMBLY,NONMETALLIC",4,Each,227.44,2018-08-08 00:00:00
GA,DHS/CBP ATLANTA,8415-01-530-2351,"PAD,KNEE           ",4,Pair,17.9,2018-09-05 00:00:00
GA,DOJ/DEA ATLANTA DIVISION,6910-00-516-5436,"MANIKIN,RESUSCITATION TRAINING",1,Each,2997.68,2018-09-18 00:00:00
IL,DOJ/FBI CHICAGO DIV,5855-01-533-0940,"SIGHT,NIGHT VISION SNIPERSCOPE",3,Each,5000,2018-08-31 00:00:00
IL,DOJ/FBI CHICAGO DIV,5855-01-533-0940,"SIGHT,NIGHT VISION SNIPERSCOPE",2,Each,5000,2018-08-31 00:00:00
IL,DOJ/FBI CHICAGO DIV,5855-01-533-0555,"ILLUMINATOR,INFRARED",14,Each,1800,2018-08-31 00:00:00
IL,DOJ/FBI CHICAGO DIV,5855-01-533-0555,"ILLUMINATOR,INFRARED",2,Each,1800,2018-08-31 00:00:00
IL,DOJ/FBI CHICAGO DIV,5855-01-506-5920,"SIGHT,NIGHT VISION SNIPERSCOPE",2,Each,1185.1,2018-08-31 00:00:00
IL,DOJ/FBI CHICAGO DIV,1240-01-533-0939,"SIGHT,BORE,OPTICAL",10,Each,800,2018-08-31 00:00:00
IL,DOJ/FBI CHICAGO DIV,1240-01-533-0939,"SIGHT,BORE,OPTICAL",2,Each,800,2018-08-31 00:00:00
IL,DOJ/FBI CHICAGO DIV,1240-01-533-0939,"SIGHT,BORE,OPTICAL",5,Each,800,2018-08-31 00:00:00
IL,DOJ/FBI CHICAGO DIV,5855-01-533-0555,"ILLUMINATOR,INFRARED",2,Each,1800,2018-08-31 00:00:00
